[INFO] Loading exec file /home/ubuntu/TimeMachine/results/smoke/Jellyfin-Android-_v2.6.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
724b3e289394e989    1 of   2   org/koin/core/logger/EmptyLogger
8440fe80d07662a5    5 of   5   com/google/android/datatransport/runtime/scheduling/persistence/EventStoreModule_SchemaVersionFactory
4f3a6359c0dea81e    5 of   8   com/google/android/gms/tasks/zzm
172f5560d15c8e47   21 of  38   androidx/compose/foundation/layout/SizeElement
77eaa58166452614    2 of   2   androidx/compose/runtime/changelist/Operations$Companion
51307b3f1bbe5249   42 of  67   io/ktor/client/features/HttpTimeout$HttpTimeoutCapabilityConfiguration
93985a30e5adb90e   15 of  15   leakcanary/internal/activity/screen/LeaksScreen
88509b1fe4712401    3 of   3   shark/AndroidReferenceMatchers$PERSONA_MANAGER
d0602f4f1405df29    1 of  10   androidx/mediarouter/media/MediaRouterUtils$CallbackProxy
ab7018a4230ebeb9    2 of   2   kotlinx/coroutines/CoroutineName$Key
984b6d0272050d63    2 of   9   shark/AndroidReferenceMatchers$ACCESSIBILITY_NODE_ID_MANAGER$add$1
7cbecc82d7bbcd9b   19 of  80   androidx/savedstate/SavedStateRegistry
2ddc7335bf7fe705   10 of  79   com/google/android/gms/cast/framework/SessionManager
dfcd4130fc6b7230   45 of 145   androidx/compose/ui/graphics/AndroidCanvas
238790b41d50b5a2    4 of   5   androidx/compose/material/TextFieldType
34bbc3aa015e154c    9 of  48   kotlinx/coroutines/CancellableContinuationKt
babc9f69d89fe569    1 of   1   androidx/lifecycle/SavedStateHandleSupport$VIEW_MODEL_STORE_OWNER_KEY$1
2c249b2714084084    2 of  58   kotlinx/coroutines/flow/FlowKt__LimitKt
1a7a81a4eed11914    5 of  24   androidx/compose/ui/platform/AndroidTextToolbar
58f17e931b1c63c4    1 of   3   kotlin/sequences/SequencesKt__SequencesKt$generateSequence$1
eb4f1c9dd6870d2f    7 of 268   androidx/collection/ScatterSet
25dd2db8f77f53da   72 of 163   leakcanary/internal/InternalLeakCanary
8b6b675f480a19d1    2 of   2   androidx/compose/foundation/text/UndoManagerKt
aa2e99aaac8aa400   28 of  49   androidx/compose/ui/text/android/StaticLayoutFactory
ac4c14ad8ee0409a    1 of   3   androidx/compose/foundation/layout/WrapContentElement$Companion$size$1
482f0dfc544f7fbf    2 of   9   shark/AndroidReferenceMatchers$VIEW_GROUP__M_CURRENT_DRAG_CHILD$add$1
2bea69c117113970    5 of   5   com/google/android/datatransport/runtime/backends/CreationContextFactory_Factory
090571491df802e2   36 of  72   androidx/compose/ui/text/AndroidParagraph_androidKt
898ba9f0826bd58e   13 of  34   kotlinx/coroutines/internal/LockFreeTaskQueue
58125ab2671706db    1 of   2   androidx/compose/foundation/gestures/ScrollableKt$NoOpFlingBehavior$1
d528c732c99adc3e   12 of  13   androidx/compose/runtime/snapshots/SnapshotStateList$StateListStateRecord
96d604b56f2d2a1f    2 of   9   shark/AndroidReferenceMatchers$INPUT_METHOD_MANAGER_IS_TERRIBLE$add$2
6f4c54d86d023117    2 of   4   androidx/compose/ui/text/font/FontListFontFamilyTypefaceAdapter$Companion
1b84f73ef4b19ab7    2 of   9   shark/AndroidReferenceMatchers$MAPPER_CLIENT$add$1
257f31f3a37af7dd    3 of   6   androidx/lifecycle/viewmodel/internal/CloseableCoroutineScope
683a772c1208bb67    3 of  31   kotlin/collections/SetsKt__SetsKt
484339cbddbbe8ea    3 of  35   androidx/compose/runtime/collection/MutableVectorKt
5be9629298b7d4db    4 of   7   io/ktor/client/statement/HttpResponsePipeline$Phases
68cfe9eaf791a023    7 of   7   shark/AndroidReferenceMatchers$AW_CONTENTS_POSTED_CALLBACK
c2835d88202624d3    4 of  16   androidx/compose/foundation/text/TextFieldFocusModifier_androidKt$interceptDPadAndMoveFocus$1
29a48788ffa2a20b    4 of  15   io/ktor/client/features/HttpTimeout
69781ba79cf0073e    2 of   2   kotlinx/coroutines/scheduling/CoroutineScheduler$Companion
0da35f9494851e2c   15 of  34   androidx/compose/foundation/text/CoreTextFieldKt$CoreTextField$onPositionedModifier$1
b0303c1da6dd971c    3 of   4   androidx/compose/runtime/saveable/SaverKt$Saver$1
95c7400ff68a6011    5 of  10   androidx/mediarouter/media/PlatformMediaRouter1RouteProvider
c7d0f439b4fd8ed8   20 of  36   androidx/compose/ui/text/style/TextDirection
c262ada8c672a954    1 of  19   androidx/compose/runtime/Composer
6c0d7c50780850b1    2 of   3   androidx/compose/ui/text/intl/Locale$Companion
901b2502239b91ef   16 of  43   com/google/android/gms/internal/cast/zzup
33066e5e3e0e486b    9 of  16   androidx/lifecycle/DefaultLifecycleObserverAdapter$WhenMappings
119e16dd61a012d4    2 of   2   kotlinx/coroutines/flow/StateFlowImpl$collect$1
3cac76fb9b637f45    3 of   5   androidx/compose/ui/unit/TextUnit$Companion
57ef8fb675447796    1 of   5   androidx/arch/core/executor/TaskExecutor
f37ec1f45aa63fa4    4 of   7   leakcanary/AndroidLeakFixes$BUBBLE_POPUP
e61ef128359c274b    2 of  26   shark/ObjectInspectors$KEYED_WEAK_REFERENCE$leakingObjectFilter$1
fa6e72c12f62b59d   20 of  63   androidx/compose/foundation/gestures/ScrollableNode
284c576c817d29e6    2 of   2   androidx/activity/ComponentActivity$Companion
22559f4779c5ee4d    2 of   2   kotlinx/coroutines/JobSupport$ChildCompletion
6add7dd829c163f9    8 of  14   androidx/mediarouter/media/MediaRouterActiveScanThrottlingHelper
be271a24e3f0fc47   59 of  82   androidx/compose/ui/graphics/colorspace/Rgb$Companion
7fa2ede7914ed2a8    7 of  46   kotlin/sequences/SequencesKt__SequencesKt
82c8852dcad51e65   35 of 301   androidx/fragment/app/BackStackRecord
85883df5e5c52e8a   31 of 140   androidx/compose/material/ButtonDefaults
e0d5a73aab270a71   13 of  20   androidx/lifecycle/Lifecycle$Event
9edcb9dfdcabb033   27 of  63   androidx/compose/ui/geometry/Offset
305e1176f493c2e1   16 of  30   androidx/compose/material/Strings
4d9cfe2625f517de    7 of  11   androidx/compose/ui/platform/WrappedComposition$setContent$1$1$2
356892e4c44e64f9    7 of  42   androidx/compose/ui/res/VectorResources_androidKt
7126f333bf3768a4    7 of  27   io/ktor/client/features/HttpPlainText$Config
28e3ff80ac9d0226    9 of  34   leakcanary/AndroidLeakFixes$IMM_CUR_ROOT_VIEW$apply$1
37a911aeb01bed4c   11 of  40   kotlinx/coroutines/flow/FlowKt__ShareKt
fd1d86472b2dd887   10 of  18   kotlinx/coroutines/flow/DistinctFlowImpl$collect$2
c1af5134824a09d3   18 of  18   shark/ObjectInspectors$Companion
8e04e34d4e6f1af0    4 of   4   curtains/Curtains$rootViewsSpy$2
a022f43dde89d970    1 of  12   androidx/compose/foundation/gestures/MouseWheelScrollNode$1
24dbc20badd5860f    1 of  61   androidx/compose/ui/input/pointer/PointerEvent_androidKt
c4d4a9be889f5dbd    7 of  24   androidx/compose/ui/graphics/ClipOp
3441a709fd8e3ad2    8 of  12   androidx/sqlite/db/SimpleSQLiteQuery
5cdf8d7856d96c4f    1 of   2   androidx/compose/ui/focus/FocusModifierKt
fe4b7c935a9e6440    1 of   3   androidx/compose/foundation/gestures/AbstractDraggableNode$_canDrag$1
9f010f546030dd0a   12 of  14   androidx/compose/material/TextFieldImplKt$CommonDecorationBox$3$1$1
3c06e733ce255c22    5 of   5   com/google/android/datatransport/runtime/scheduling/DefaultScheduler_Factory
6dde2f04cced8701    3 of   3   shark/AndroidReferenceMatchers$APP_OPS_MANAGER__CALLBACK_STUB
cd61e53a1e470fb1    7 of  12   androidx/compose/ui/graphics/drawscope/CanvasDrawScope$drawContext$1
fdcaf46867d4130d    3 of   4   androidx/compose/ui/text/style/TextIndent$Companion
bb52cbee6c66d461    6 of   9   androidx/compose/material/Strings$Companion
770dad53be84c848   11 of  58   androidx/compose/foundation/text/KeyboardActions
77dc523a7d63e66f    2 of   2   androidx/compose/runtime/external/kotlinx/collections/immutable/internal/MutabilityOwnership
c1003b65020e1016    5 of   8   com/google/android/gms/tasks/zzi
a1ef46e6e50872cb    9 of  10   com/google/android/gms/internal/cast/zzwf
819d65be94480a43    2 of   2   androidx/compose/material/ContentColorKt
8deec7a25d7691a9    1 of  16   androidx/compose/animation/core/Transition$totalDurationNanos$2
d6541a34abb2e10c    2 of   4   androidx/compose/runtime/snapshots/SnapshotApplyResult$Success
f8d7950983c8b0e6    6 of   7   androidx/compose/ui/node/OwnerSnapshotObserver$onCommitAffectingMeasure$1
343a7f8daf15715e    1 of  35   androidx/fragment/app/FragmentManager$1
aae20fe93f5d00e7    2 of   4   androidx/compose/foundation/layout/Arrangement$Vertical
165f4414fd8c263a    2 of   3   org/jellyfin/sdk/discovery/LocalServerDiscovery$discover$1$3
9249f75aba60359e    7 of  11   androidx/compose/material/MaterialThemeKt$MaterialTheme$1
af6f160b04ae1989    3 of  18   androidx/compose/ui/graphics/vector/PathNode$MoveTo
8863a0cfb66164a8    2 of  45   androidx/compose/ui/text/input/PartialGapBuffer
e2a106e8d406bd56    2 of   2   com/google/android/datatransport/runtime/time/WallTimeClock
15a798d1149a8c3a   53 of 427   com/google/android/gms/common/internal/safeparcel/SafeParcelWriter
dc21a0b6845496c9   44 of 195   org/koin/core/registry/InstanceRegistry
44afdd891103d2a0   29 of  55   androidx/compose/ui/semantics/SemanticsActions
1d9228ca18036257    2 of   3   androidx/compose/ui/util/MathHelpersKt
38158f06aca1f3cc    1 of   1   androidx/compose/material/ripple/RippleTheme
433b0a6b162b1bb4   27 of  41   androidx/compose/material/ripple/RippleKt
01be8cd99a844ff6    2 of   9   shark/AndroidReferenceMatchers$ACTIVITY_CHOOSE_MODEL$add$1
0b13af81346f0a97    7 of  10   androidx/compose/runtime/DerivedSnapshotState$currentRecord$result$1$1$result$1
afd580d3ecefbaa9    4 of  37   androidx/compose/ui/input/rotary/RotaryInputElement
ce66df4334b7fb61    8 of  10   androidx/compose/foundation/layout/SpacerMeasurePolicy
a0a099db362337e3    8 of  20   androidx/compose/runtime/changelist/Operation$UpdateNode
4dfc5f62d18caff2    1 of   4   com/google/android/gms/cast/framework/MediaNotificationManager
cf4f698df8444a38    7 of  20   androidx/compose/ui/text/input/KeyboardType$Companion
b8c08adcf7dc68f6    3 of   8   androidx/compose/animation/core/InfiniteAnimationPolicyKt
2458a6f2a4c43be4    2 of  28   org/jellyfin/mobile/webapp/RemotePlayerService$receiver$1
f5b4cf70d27d2773   12 of  12   com/google/android/datatransport/runtime/TransportImpl
2adc5cb915ddb954    2 of   2   androidx/sqlite/db/framework/FrameworkSQLiteDatabase$Companion
bb8c37a7c52c3ade   15 of  26   androidx/compose/ui/graphics/drawscope/CanvasDrawScopeKt$asDrawTransform$1
ac21e3b3a815776b    5 of   6   com/google/android/gms/internal/cast/zzmx
b5fd92ccef9c6db3    2 of   2   com/google/android/gms/internal/cast/zzln
93c703cbbfe25ed5    1 of  19   com/google/android/gms/cast/zzbw
1228f4cd9b0f63aa    1 of   1   androidx/compose/ui/geometry/MutableRectKt
f850d8308c2ac094    8 of   9   org/jellyfin/mobile/ui/screens/connect/ComposableSingletons$ServerSelectionKt$lambda-1$1
4c0bb01ef069b3e3    8 of  18   androidx/compose/animation/core/VectorizedTweenSpec
2f3388757b802473   27 of 209   androidx/compose/ui/geometry/RoundRectKt
55ae78bedda4cfad    1 of   2   kotlinx/coroutines/flow/FlowKt__ReduceKt$first$$inlined$collectWhile$2$1
70a165ff15521713   22 of  97   androidx/compose/ui/text/input/ImeOptions
0c91b4096a5a8641   33 of 446   androidx/compose/runtime/SlotTable
d10c6b2a4f365ff7    8 of  14   androidx/core/splashscreen/SplashScreen
c386d18963f02b7e    9 of  27   androidx/compose/ui/node/DistanceAndInLayer
4eeceac32a384979    1 of  17   io/ktor/client/features/BodyProgress$handle$2
90ae7cb35a2b04b4    9 of  15   androidx/fragment/app/FragmentManager$FragmentLifecycleCallbacks
7b55188e30f29b9e   10 of  23   androidx/compose/foundation/FocusablePinnableContainerNode
3361da50df6c3128    2 of   9   shark/AndroidReferenceMatchers$HOST_ADPU_SERVICE_MSG_HANDLER$add$1
120fa6e1d874e8fb    6 of  12   androidx/lifecycle/RepeatOnLifecycleKt$repeatOnLifecycle$3$1$1$1
f8b5733a5c17881b    2 of   4   androidx/compose/ui/text/input/CursorAnchorInfoController$textFieldToRootTransform$1
d624fcc9bcffc91e    3 of   3   androidx/compose/animation/core/AnimateAsStateKt$animateValueAsState$2
95a10538762c0468  100 of 197   androidx/compose/runtime/SlotReader
27fd4a33ec081605   10 of 101   androidx/compose/ui/input/nestedscroll/NestedScrollNode
e79db76e5f162549    1 of   3   androidx/compose/foundation/gestures/ScrollableGesturesNode$startDragImmediately$1
b00399f76face240   12 of  34   androidx/compose/ui/graphics/ImageBitmapConfig
36516c7fab4be8e0   91 of 643   androidx/compose/material/TextKt
d442cd3244d5119e    1 of   6   androidx/compose/ui/platform/DisposableSaveableStateRegistry_androidKt$DisposableSaveableStateRegistry$1
01aec00f26ee783a    4 of  15   androidx/compose/ui/BiasAlignment$Vertical
5e205555c61441a4    3 of   3   shark/AndroidReferenceMatchers$MEDIA_PROJECTION_CALLBACK
b57b68667256f807    3 of   3   androidx/compose/foundation/layout/BoxKt$EmptyBoxMeasurePolicy$1
1fed4d37ebd88455    1 of  17   com/google/android/gms/common/zzb
2fe6c4391938fd73    2 of   2   shark/ReferenceMatcher
3d9cf88d653e4af6    1 of  19   com/google/android/gms/common/internal/zzaj
b51af57181720892    3 of   3   shark/AndroidReferenceMatchers$ACCESSIBILITY_NODE_ID_MANAGER
74d8002ba3829cd7    4 of  24   org/koin/androidx/viewmodel/parameter/AndroidParametersHolder
48cccf46e94597c5    1 of   1   com/google/android/gms/internal/cast/zzhn
491c36ccf142ac66    1 of   2   androidx/fragment/app/FragmentManager$7
7cea942644d467b9   10 of  11   androidx/compose/ui/platform/GlobalSnapshotManager
b50d094d1ad2471f    8 of   9   androidx/compose/ui/node/LayoutNode$LayoutState
cffdab504853e873    1 of   2   androidx/core/app/ActivityManagerCompat
23037e4ba0bb51de    2 of   2   com/google/android/gms/internal/cast/zzkv
a154401510b08468    4 of   5   androidx/mediarouter/media/MediaRouteProvider$ProviderHandler
0eab50c790820d17    3 of  11   com/google/android/gms/internal/cast/zzqp
1323b0644cd39780    6 of   8   leakcanary/internal/InternalLeakCanary$isInstantApp$2
bacec410e6b11fd5    4 of   6   com/google/firebase/encoders/json/JsonDataEncoderBuilder$TimestampEncoder
77db79f1ca36cf2a    5 of  44   io/ktor/client/features/HttpCallValidator
1e7f1f4573bcb573    5 of   7   leakcanary/AndroidLeakFixes$FLUSH_HANDLER_THREADS
c656a53041602a01    2 of  22   androidx/compose/ui/unit/FontScaling
b917897076adb109    7 of  31   androidx/compose/ui/graphics/BlendMode$Companion
be7436ea89f4f0fc   14 of  27   com/google/android/datatransport/cct/internal/AutoBatchedLogRequestEncoder$AndroidClientInfoEncoder
fcddb8fbedcea9c5   18 of  43   androidx/compose/ui/graphics/drawscope/Stroke
1adead89b35e31da    5 of   5   androidx/compose/runtime/LazyValueHolder
81d660a0bcf99b45   27 of 175   androidx/collection/MutableIntObjectMap
3e2d8fdfc97e1f20    6 of  93   org/jellyfin/mobile/setup/ConnectionHelper
b1de92bdb63647f4    5 of   6   com/google/android/gms/cast/framework/SessionProvider
ab00d1b4a11f1a13    3 of   3   com/google/android/gms/cast/internal/zzi
432eb5916f742987   10 of  17   io/ktor/client/request/HttpRequestPipeline
ac8c2f441483f724    3 of  14   kotlinx/coroutines/SupervisorKt
0979019812b94a0e    4 of   9   androidx/compose/ui/focus/FocusRequesterNode
d6224c047eb6b8f7    1 of   1   com/google/android/gms/internal/cast/zziu
0cb98cf76ae13b18   18 of 238   androidx/compose/ui/text/AnnotatedStringKt
6bcacd2a2799319e    2 of  12   androidx/compose/runtime/ComposableSingletons$CompositionKt$lambda-1$1
afdb7d7878b082f0   69 of 119   androidx/compose/material/ColorsKt
cb304db0ed542436    4 of   4   androidx/compose/ui/node/LayoutNodeLayoutDelegate$MeasurePassDelegate$layoutChildrenBlock$1$1
24829c0ebb649546   17 of  39   androidx/fragment/app/SpecialEffectsController$FragmentStateManagerOperation
162579773ad40088    1 of   5   androidx/compose/ui/text/platform/Synchronization_jvmKt
47bd872d63142168   14 of 163   kotlinx/coroutines/flow/FlowKt
bba1a72dd6ff799e    1 of  10   androidx/appcompat/app/AppCompatDelegateImpl$Api24Impl
3bef65b026b76c05   22 of 216   androidx/compose/ui/semantics/SemanticsNode
d74063466b3ca6f0    2 of   8   androidx/compose/animation/AnimatedVisibilityKt$AnimatedVisibilityImpl$2
f4e7a9a05f3b2dcd   10 of  14   androidx/compose/foundation/text/CoreTextFieldKt$CoreTextField$focusModifier$1$1$1
091acf7d8a2fda0f    1 of   1   androidx/compose/foundation/interaction/InteractionSourceKt
ec31d41fb0ae4a1e    8 of  24   kotlinx/coroutines/flow/FlowKt__LimitKt$dropWhile$1$1
1c561d7ebd95418c    4 of  11   com/google/android/gms/internal/cast/zzai
262154397e6ace91    9 of  11   com/google/android/gms/common/zzl
665208e33257a19f    4 of   4   androidx/compose/material/ColorsKt$LocalColors$1
1bb0f6a11a6ca35a    1 of   4   com/google/android/gms/dynamite/zzh
210f6a655e0fea44   15 of  34   com/google/android/gms/cast/internal/Logger
7cffa9aa9ea325d8    3 of  26   kotlin/collections/CollectionsKt__IterablesKt
be8d77d8db15cd34    7 of 843   androidx/compose/foundation/gestures/DragGestureDetectorKt
8cc8df6755778dff   23 of  61   androidx/compose/ui/platform/DisposableSaveableStateRegistry_androidKt
4ebfbb213d0f0301   12 of  39   androidx/compose/ui/text/PlatformParagraphStyle
47830328f319db2f    7 of  41   kotlinx/coroutines/internal/InlineList
98ad0ed2d49cfa23   20 of  38   kotlinx/coroutines/flow/FlowKt__ChannelsKt
24488aecaa8d0032   51 of  73   androidx/compose/material/TextFieldImplKt$CommonDecorationBox$3
506dc3ccb1f10407    6 of  12   androidx/compose/foundation/FocusableNode$onFocusEvent$1
150b7497654b3e2a   11 of  23   androidx/compose/foundation/Clickable_androidKt
94aee93ff9511d0f    2 of   6   com/google/android/gms/internal/base/zau
95ca0d3c824fcc77    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalTextToolbar$1
ec37a27f482cfe5d    1 of   3   org/jellyfin/sdk/discovery/DiscoveryService$recommendedServerDiscovery$2
2c67b393dedfe8c9    2 of   3   androidx/appcompat/app/AppCompatDelegateImpl$5
e076ab9b4941e60c    5 of   5   com/google/android/gms/cast/framework/zzl
110bfcb765ae7f2a   20 of  24   androidx/compose/foundation/interaction/FocusInteractionKt
e835c10174626e81    4 of  86   androidx/room/util/CursorUtil
482b054e11f4fd1b   19 of 127   kotlin/jvm/internal/Intrinsics
e08057c12ad74131    2 of   5   kotlin/Result$Companion
bdb41e6d8d6426f8    3 of  40   androidx/core/view/ViewCompat$Api21Impl
d15ce5c0f36b6164    3 of   3   androidx/compose/runtime/saveable/SaveableStateRegistryKt
5fe7488338153ca2   18 of  82   androidx/compose/ui/focus/FocusTransactionManager
543b66f64adb8c68    1 of  10   androidx/emoji2/text/EmojiCompat$CompatInternal
d67a4135bd3af428    1 of   4   org/jellyfin/mobile/MainActivity$special$$inlined$inject$default$1
6a1c82fc66806bb2    2 of   4   androidx/compose/ui/input/rotary/RotaryInputModifierKt
b1477489e9ef1980   63 of 154   androidx/compose/ui/focus/FocusEventModifierNodeKt
f84067b110ea8868    5 of   5   io/ktor/client/engine/okhttp/OkHttpEngine$dispatcher$2
65832eb1aa696d28    1 of   1   androidx/fragment/app/Fragment$AnimationInfo
4c698b599552d9d2    2 of   2   leakcanary/internal/HeapDumpTrigger$Companion
43aa6603e5bc4fbf   11 of  31   androidx/compose/foundation/layout/PaddingNode
13982180267b35b3    2 of   6   leakcanary/internal/HeapDumpControl$backgroundUpdateHandler$2
d3ac1d0ab02f1279    1 of   3   androidx/compose/ui/graphics/colorspace/Rgb$oetf$1
aa6828a0106cb850   18 of  23   kotlinx/coroutines/JobSupportKt
a7b80923c81bf65a    3 of   4   androidx/compose/ui/draw/DrawResult
95cae6ee8d285fdf    2 of   2   androidx/compose/ui/layout/BeyondBoundsLayoutKt
75b6c397aacdf627    4 of   4   androidx/compose/foundation/text/TextFieldPressGestureFilterKt$tapPressTextFieldModifier$1$1$1
833036640a167a72   26 of  88   androidx/compose/foundation/layout/SizeNode
d4b74e346f5ea673   17 of  22   androidx/compose/runtime/snapshots/SnapshotStateObserver$sendNotifications$1
e4e000c0dc8f2d15   17 of  35   curtains/internal/WindowManagerSpy
dafdf0556c9f3837    3 of   3   shark/AndroidReferenceMatchers$BLOCKING_QUEUE
4da7c5051ac71a93    8 of  13   androidx/compose/ui/text/style/TextForegroundStyle$Companion
f08b0b8a9fd1d188    7 of  12   androidx/compose/ui/node/MeasureAndLayoutDelegate$WhenMappings
c72b07e720fd4eaa    1 of   1   androidx/lifecycle/LifecycleRegistry_androidKt
8a5658c377a899f5   12 of  81   androidx/appcompat/app/AppCompatDelegateImpl$AppCompatWindowCallback
ec4f6d39a0b6c1dd    5 of   6   androidx/compose/ui/input/pointer/PointerInputChangeEventProducer$PointerInputData
ccc0f94911f6bc95    1 of   4   com/google/android/gms/cast/framework/zzai
2b3e75715217cb8a    3 of  35   kotlin/ranges/IntRange
5d01ca41a2619499   39 of  45   org/jellyfin/mobile/data/DatabaseModuleKt
4e39d0ca9504a5d0    9 of  16   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest
4ecd3af6f8be9b7f    4 of   4   androidx/compose/ui/platform/ComposableSingletons$Wrapper_androidKt
116c9c1f4f5cced2   17 of  34   androidx/compose/ui/focus/FocusPropertiesImpl
ce49e57b9a046707    8 of 117   androidx/core/content/ContextCompat
950b9298b24a599b    8 of  12   androidx/lifecycle/RepeatOnLifecycleKt$repeatOnLifecycle$3$1$1$1$1$1$1
32d673aefd248236   28 of 157   leakcanary/LeakCanary$Config
1a2c9516e7dc18cf    2 of   4   androidx/compose/animation/core/VectorConvertersKt$IntToVector$2
a9b13eb4544a9abd   13 of  32   kotlinx/coroutines/scheduling/LimitingDispatcher
06da323ca38e8c70    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalAccessibilityManager$1
fe27cdc01afc5f21    1 of   8   kotlin/jvm/internal/MutablePropertyReference1Impl
a3023ce61c0fb4ed   17 of  49   leakcanary/internal/HeapDumpControl
63c679cbd12d7a42   10 of  13   kotlinx/coroutines/CoroutineDispatcher
06716b3442914d6a    3 of   3   androidx/compose/material/TextFieldTransitionScope$Transition$1
cf6d732c40425e74    6 of  67   androidx/compose/ui/text/font/AsyncTypefaceCache
96bb7c4f0e8a9fe2    2 of 262   androidx/collection/LongSparseArrayKt
f3e5b5b4ce8185dc    4 of  11   kotlinx/coroutines/DefaultExecutorKt
ec9ed17fd86a18e8    8 of  15   com/google/android/gms/cast/framework/zzad
e91bdb1b8350e37b   75 of 185   androidx/compose/foundation/text/modifiers/TextStringSimpleNode
03c5bad7d190ed14    6 of  10   androidx/compose/ui/geometry/CornerRadiusKt
9954d6aa1ce2d539    2 of   2   com/google/android/gms/internal/cast/zzji
b6e770d5ce9701e0    3 of   3   leakcanary/internal/activity/LeakActivity$heapDumpsButtonIconView$2
a1fc00472c5edb9c    9 of  17   com/google/android/gms/tasks/zzn
a428ae983e956d67    5 of  30   kotlin/jvm/internal/CallableReference
f342f1263e4690e1    7 of  45   androidx/compose/ui/res/StringResources_androidKt
e87fc7c21fcd9003    2 of  25   androidx/collection/IntSetKt
96d8e24ad13a8d3e    1 of   3   androidx/compose/ui/platform/CompositionLocalsKt$ProvideCommonCompositionLocals$1
76cdc5f63a26b200   40 of  58   androidx/compose/ui/input/pointer/PointerInputEventProcessor
48c403011352c4d0    1 of   6   com/google/android/gms/cast/framework/zzbl
c270b3b7d14f553a   13 of  16   leakcanary/internal/InternalLeakCanary$registerResumedActivityListener$1
e87ed74f44caa600    5 of  11   androidx/compose/foundation/text/CoreTextFieldKt$CoreTextField$4
38d6a5e75cabef0c   12 of  12   androidx/compose/ui/text/style/LineBreak_androidKt
6221a9a00963ac42    2 of  37   androidx/compose/animation/core/AnimationVector3D
dfe36db791aff115    8 of  30   androidx/compose/runtime/snapshots/StateListIterator
99d3ca4c276c0950   21 of 149   androidx/profileinstaller/DeviceProfileWriter
8e970338f4b3d54a    2 of   2   com/google/android/gms/internal/cast/zzik
44f795cbd7bc5d1c    3 of   4   com/google/android/gms/internal/cast/zzul
ae61cb0f5a8b0d93    6 of  10   androidx/compose/foundation/ClickablePointerInputNode
33ca88b160c70b19    2 of   8   kotlin/jvm/internal/PropertyReference1
50f73223e2dfeb80    3 of   7   org/jellyfin/mobile/webapp/RemotePlayerService$ServiceBinder
89f071aa994b458d    4 of   4   androidx/compose/material/ContentColorKt$LocalContentColor$1
2aded622a6a4e711   42 of 121   leakcanary/internal/LeakCanaryFileProvider$Companion
4816fe4d508157f6    3 of   5   androidx/compose/ui/platform/ViewRootForTest$Companion
0a956d5e798c181e    1 of  49   androidx/compose/foundation/HoverableNode
fb1a32aa1804511f    5 of  28   androidx/compose/ui/graphics/vector/PathNode$RelativeReflectiveCurveTo
4a08ef1665a4bde4    2 of   2   com/google/android/gms/common/zzi
984ccbc5d8717e99    5 of   9   kotlin/coroutines/EmptyCoroutineContext
5d67c1babdce667a    8 of  10   androidx/compose/runtime/Recomposer$State
0510906b36232f44    1 of   4   androidx/core/content/ContextCompat$Api21Impl
c21ee08611adb973    2 of   6   androidx/compose/ui/draganddrop/DragAndDropNode$Companion
380c9d0d8e574f55   18 of  27   com/google/android/gms/tasks/zzr
4dd75c24cc11b295    9 of  95   androidx/lifecycle/Lifecycling
55d40f5baf78e0ae    2 of   4   shark/AndroidObjectInspectors$WINDOW
8e60898ff4c06fa7    4 of  11   kotlin/coroutines/AbstractCoroutineContextKey
229a1a6ff7e3bfaa    4 of  14   androidx/compose/foundation/text/selection/TextSelectionColors
08f49bb16ca3cffb    3 of  19   androidx/compose/ui/res/ImageVectorCache$ImageVectorEntry
aa1cc4dbe889883f    8 of  11   androidx/lifecycle/LifecycleRegistry$ObserverWithState
e5c0527bacd9e53b   15 of  56   kotlinx/coroutines/flow/internal/ChannelFlow
1962ce74ef3c583f    2 of  34   androidx/compose/animation/ChangeSize
771a6f759f88ebc7    1 of   3   androidx/compose/ui/platform/AndroidCompositionLocals_androidKt$ProvideAndroidCompositionLocals$4
63a155e6b2c288b8    3 of   4   curtains/WindowType
37259161868c1967   61 of 230   androidx/room/RoomDatabase
0e0db993c82724d3    4 of   5   androidx/compose/ui/input/pointer/PointerInputEvent
7e1eb6cf05425d50    7 of  79   org/koin/core/parameter/ParametersHolder
c3367d096c0a65ca    2 of   4   androidx/compose/foundation/text/KeyboardOptions$Companion
183d160f96eb8037    2 of   3   androidx/compose/ui/semantics/EmptySemanticsModifier
7f3ab9c82a37a09e    8 of  25   androidx/compose/ui/graphics/colorspace/Connector$Companion
f96cdca83911eeba   10 of  41   androidx/core/os/TraceCompat
b3c0cac02569533a    5 of  13   io/ktor/util/AttributesJvmBase
f835aa9eded6376d    2 of   4   androidx/compose/material/ContentAlphaKt$LocalContentAlpha$1
02c5e9a5542dabed    9 of  14   leakcanary/ActivityWatcher$lifecycleCallbacks$1
4d12bea5d9e03924    3 of   3   androidx/compose/ui/text/style/BaselineShiftKt
0ba997173da40b6c    2 of  15   io/ktor/client/engine/okhttp/OkHttpConfig
595a534fad2ca61e    4 of  70   androidx/fragment/app/FragmentLayoutInflaterFactory
5a5dfd29f8162542   11 of  51   androidx/compose/foundation/AbstractClickableNode
