[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/MyExpenses-_r879-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
d9ea7395bb25175f    1 of   1   androidx/lifecycle/viewmodel/internal/SynchronizedObject
1745cc0163cdde8c    1 of   2   androidx/emoji2/text/DefaultEmojiCompatConfig$DefaultEmojiCompatConfigHelper_API28
3e960f185105668d    1 of  12   kotlinx/coroutines/MainCoroutineDispatcher
5f45084139ca28c8   28 of  47   androidx/constraintlayout/core/PriorityGoalRow$GoalVariableAccessor
2c88dd15edd0fa4a    2 of   2   androidx/savedstate/Recreator$Companion
53171e98801c4b9b    9 of 129   kotlin/reflect/jvm/internal/ReflectionFactoryImpl
5499ccb0a6ae788c    4 of   4   androidx/compose/runtime/internal/Trace
56f879cedab95398    4 of  15   org/totschnig/myexpenses/preference/LegacyPasswordPreference
8de9dbcc47b01782    6 of  10   androidx/compose/material3/MaterialThemeKt$MaterialTheme$2
290084f26cd8c730    6 of  12   org/totschnig/myexpenses/activity/RestoreActivity$onCreate$2
e9be374c1bb7835e   79 of 129   androidx/compose/ui/graphics/Color
fa6fb34070e7dfd6   15 of  27   androidx/lifecycle/SavedStateViewModelFactory_androidKt
cc53ba61982ce800    3 of   3   org/totschnig/myexpenses/fragment/OnboardingUiFragment$special$$inlined$viewModels$default$3
fd391e8a83928603    2 of   4   org/acra/config/CoreConfigurationBuilder$special$$inlined$observable$2
e567434382a902a0    4 of   5   androidx/compose/ui/platform/WrapperRenderNodeLayerHelperMethods
e78345fef89bfcc8   19 of  24   androidx/compose/runtime/CompositionLocalMapKt
1a3f8fab3820eb9b    3 of   3   com/rd/animation/data/type/SlideAnimationValue
e6883b8dd6158d20    3 of   3   androidx/compose/ui/text/android/StaticLayoutFactory26
e03516c72b793bb9   12 of  36   org/totschnig/myexpenses/util/NotificationBuilderWrapper
99670fb5e82218c4    5 of  15   androidx/compose/ui/graphics/Outline$Rounded
a1f725674789652c    3 of  25   okhttp3/internal/platform/android/Android10SocketAdapter
28b056e70936515b    5 of   7   org/totschnig/myexpenses/activity/RestoreActivity$special$$inlined$viewModels$default$3
c5470c04f1273e58   12 of  29   androidx/compose/runtime/Stack
6821972723927aa9    1 of   7   androidx/compose/ui/platform/AndroidComposeView$inputModeManager$1
6b9dada4cee34e9a    1 of   2   androidx/profileinstaller/ProfileInstallerInitializer$Handler28Impl
1af114bc00e4c8eb    2 of   2   androidx/compose/ui/contentcapture/AndroidContentCaptureManager$Companion
77c1e86c45963c78    1 of  40   org/totschnig/myexpenses/widget/AbstractListWidget
1f049a5775c856d8   13 of  21   ch/qos/logback/core/rolling/helper/DateTokenConverter
7863099849de5e66    6 of   8   androidx/viewbinding/ViewBindings
3381a32356dc603d   15 of 167   androidx/compose/runtime/GapComposerKt
8f3db3e9025858cf    1 of  14   androidx/compose/ui/text/ParagraphKt
2ae4abfb0b5e6c04    2 of  46   androidx/viewpager2/widget/FakeDrag
e6d4bed33edf0090    6 of  26   androidx/appcompat/widget/AppCompatTextHelper$FontVariationSettingsManager
87b1055fc47d60d9    3 of   4   androidx/compose/ui/layout/Ruler
9b3e72ab988cd74a   19 of  43   androidx/compose/ui/graphics/drawscope/Stroke
69abf5e0c5a5ffba    1 of  18   androidx/core/graphics/TypefaceCompatApi31Impl
dde9380e6a872938    5 of  14   kotlin/reflect/jvm/internal/impl/builtins/jvm/JavaToKotlinClassMap$PlatformMutabilityMapping
87857da6f7df6ba7    3 of   3   androidx/compose/foundation/text/modifiers/InlineDensity$Companion
ae1878240d0b7d6b    2 of   2   org/totschnig/myexpenses/ui/ExchangeRateEdit$Companion
37682c36daba67ba   15 of  36   androidx/compose/ui/graphics/AndroidColor_androidKt
dc0842845e816652   11 of  49   androidx/recyclerview/widget/SnapHelper
9a2e89014d669829    4 of  50   androidx/core/os/BundleKt
ff32cc4669055c13   50 of 161   androidx/compose/ui/graphics/colorspace/Rgb
05d17380d26ea25c    7 of  46   androidx/recyclerview/widget/LinearLayoutManager$AnchorInfo
d460cd4a18e1e7af    3 of   3   kotlin/reflect/jvm/internal/CachesKt$$Lambda$0
7f467ce5742491ef    1 of   2   androidx/recyclerview/widget/RecyclerView$3
d5e7deb93b97b6a1    2 of  37   androidx/compose/animation/core/AnimationVector3D
deea91d1fe9e77cf    2 of   2   kotlinx/coroutines/CoroutineExceptionHandler$Key
19580d39968d2482    1 of  12   org/totschnig/myexpenses/viewmodel/ContentResolvingAndroidViewModel$dateInfo$1
8df3a6b4189155a5    1 of   2   kotlin/reflect/jvm/internal/KClassImpl$Data$$Lambda$17
80aa8844a0abce33   10 of  95   androidx/core/content/ContextCompat
1e8b30758bd70352    8 of  10   androidx/datastore/core/DataStoreImpl$data$1$2
8734dd87ee16f2db    8 of  21   androidx/collection/IntIntPair
f2e8a3f7f4ff8363   13 of  24   androidx/compose/runtime/composer/gapbuffer/changelist/Operation$PostInsertNodeFixup
ae190d83d0609573   10 of 535   kotlin/ranges/RangesKt___RangesKt
513ab95ab7783992   27 of  31   androidx/core/content/res/ViewingConditions
78994bf29d03e8e3    3 of   4   ch/qos/logback/core/rolling/helper/PeriodicityType
04beecd61738f9db   10 of  18   androidx/lifecycle/ViewModelProvider$Companion
74e823b0e314b2c3   13 of  67   androidx/compose/ui/node/DepthSortedSet
b2ee498dbee78315   15 of  58   androidx/compose/foundation/layout/Arrangement$SpacedAligned
6b59e4804d5fa412    1 of   1   com/rd/draw/drawer/type/BaseDrawer
7930266972f60b37   66 of 937   kotlin/text/StringsKt__StringsKt
218975d528ee3a2b    4 of 153   okhttp3/Dispatcher
5ca77961ad30ee69    5 of  10   kotlinx/coroutines/internal/LockFreeTaskQueueCore$Companion
9073c25e67caf34f    2 of   5   androidx/work/impl/Migration_12_13
896857d56e441650    3 of   5   org/totschnig/myexpenses/di/NetworkModule_ProvideOkHttpClientBuilderFactory
93ec55d4a76ee7fc    3 of  27   kotlin/collections/ArrayAsCollection
efc6262f7b45b402    2 of   4   org/acra/config/DialogConfigurationBuilder$special$$inlined$observable$4
8360da5ca759d8cb    4 of   4   org/acra/ACRAConstants
e529e1f2d69fb4eb    2 of   3   kotlin/reflect/jvm/internal/CachesKt$$Lambda$2
266a6cee888b84bd    7 of  37   androidx/compose/ui/focus/Focusability
0388544ebd5e8c2d    5 of  23   androidx/compose/ui/text/platform/URLSpanCache
d8a58efbf50a45ec    4 of  22   androidx/compose/ui/unit/IntSizeKt
5e957202f9e353ce    1 of   2   ch/qos/logback/core/status/InfoStatus
8e2d098127b106a6    2 of   2   androidx/compose/runtime/external/kotlinx/collections/immutable/internal/MutabilityOwnership
f1fe3e729ab2b3fb    1 of  12   androidx/compose/ui/graphics/AndroidPath_androidKt
ce2693883aac61c8    1 of   1   org/totschnig/myexpenses/di/FeatureModule$provideFeatureManager$1
8696ec55eed502dd    2 of   3   androidx/compose/foundation/layout/Arrangement$Top$1
050eca5d13b55a2a    8 of  31   kotlin/Result
f2d708af67abbb1c    3 of   3   org/acra/config/DialogConfigurationKt
62f12e045410be30    2 of   2   androidx/constraintlayout/core/widgets/analyzer/BasicMeasure$Measure
c40d5f8f31564c02   15 of  31   org/totschnig/myexpenses/util/crashreporting/BaseCrashHandler
4243f256e656d099   16 of 116   androidx/fragment/app/FragmentTransaction
fb01a0fb96372b17    2 of   3   androidx/compose/ui/semantics/EmptySemanticsModifier
ce5a96dba6441821   15 of  45   androidx/compose/ui/semantics/Role
ec3f1fa88d2bd85b    2 of   2   androidx/navigationevent/NavigationEventDispatcher$Companion
6c1a1305cb615292   37 of 378   androidx/compose/ui/graphics/drawscope/DrawScope
a4586115420e81ae    2 of   6   okhttp3/internal/platform/android/AndroidSocketAdapter$Companion$factory$1
9236bd02a213abca   63 of 393   androidx/compose/animation/core/AnimateAsStateKt
2f4629e6cf4c0f02    6 of  21   androidx/compose/ui/text/MultiParagraphIntrinsicsKt
8cd2e79e19c6547e   10 of  12   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest$flowCollect$3$1$2
bc6bdec3b178b528   43 of 106   androidx/sqlite/db/framework/FrameworkSQLiteOpenHelper$OpenHelper
6cbb1f2f14f9a197   20 of  24   androidx/lifecycle/viewmodel/internal/ViewModelProviderImpl
880a09da6622410e   10 of 139   androidx/core/content/FileProvider
b108dd719adbf05c    4 of   9   ch/qos/logback/core/rolling/helper/IntegerTokenConverter
d1a692d9009ce51c    1 of   1   kotlinx/coroutines/scheduling/SchedulerTimeSource
17f5869c95f70261    1 of   2   kotlin/jvm/internal/Ref$ObjectRef
604ff99d8de61336  138 of 469   androidx/compose/ui/spatial/RectManager
b56828bd3c806653    5 of 131   androidx/tracing/CounterTrack
6a65538b45197bf1    2 of  30   androidx/compose/ui/platform/IndirectPointerNavigationGestureDetector$gestureDetector$1
1b509235bf9971f7    5 of  28   androidx/recyclerview/widget/RecyclerViewAccessibilityDelegate
09605deb96b5c535    2 of  18   androidx/compose/ui/SessionMutex
ba935b789ea45843   20 of  44   androidx/lifecycle/ProcessLifecycleOwner
71127225ce4a0a71   17 of  32   androidx/compose/material3/ShapesKt$WhenMappings
e10560c4d7b09167    2 of   5   org/totschnig/myexpenses/di/NetworkModule_ProvideFrankfurterFactory
0763c8e81eb9762a    1 of   2   kotlin/reflect/jvm/internal/KClassImpl$Data$$Lambda$13
b6ae6d43ac5f30ab    5 of  14   ch/qos/logback/core/util/FileSize
af056294e9d6435d   12 of  22   com/rd/animation/controller/AnimationController$1
ce0b8e668719406f    2 of   3   kotlin/reflect/jvm/internal/CachesKt$$Lambda$1
e2bae209ee83a92f    1 of   2   androidx/room/util/DBUtil__DBUtil_androidKt$performSuspending$1
70a7f090c8232f0b    1 of   8   androidx/recyclerview/widget/RecyclerView$1
9d1b72395d93d5ae    8 of  36   androidx/compose/ui/platform/LazyWindowInfo
064e08078fcca6a5   11 of  24   org/totschnig/myexpenses/sync/BackendService$Companion
a53d9a01dd5fa542   10 of  24   androidx/compose/ui/input/InputMode
b9a9cc7561a3b35c    3 of   3   org/totschnig/myexpenses/widget/BudgetWidget$Companion
c7303361ae689d1c    8 of  72   androidx/compose/ui/layout/MeasureScope
685abb151cea288d    9 of  18   androidx/constraintlayout/core/Pools$SimplePool
448e4777955cb18e   17 of 189   androidx/collection/MutableLongObjectMap
bda21485d3bd3db4    1 of  10   androidx/fragment/app/FragmentManager$9
d1dba7e4205e514e    7 of   8   androidx/core/text/TextDirectionHeuristicsCompat$FirstStrong
7cdd4bfbf639662a    1 of  30   kotlin/jvm/internal/ReflectionFactory
8798d3d1ab59b851    9 of  30   kotlinx/coroutines/CoroutineScopeKt
5b05aa478bc8fdc8    1 of   2   androidx/room/TriggerBasedInvalidationTracker$startTrackingTable$1
59f726d640dcd8be    6 of  18   com/google/android/material/shape/MaterialShapeUtils
8fcdd6be00e11ed4   64 of 580   androidx/core/view/ViewCompat
2c9821b372663804  226 of 233   org/totschnig/myexpenses/preference/PrefKey
c0715f4f1f108767    3 of  18   kotlin/jdk7/AutoCloseableKt
1751b3e9b452b7bb    1 of   1   androidx/lifecycle/LifecycleRegistry_androidKt
719c24c50695749d   50 of 140   androidx/appcompat/widget/AppCompatEditText
a34951ddee337bf4    3 of  10   ch/qos/logback/core/spi/FilterAttachableImpl
6a422a7f1bb99cdd    1 of   2   androidx/compose/ui/platform/coreshims/ViewCompatShims$Api26Impl
d17e7d6cff113462    2 of 133   androidx/tracing/Track
471f54bb1ef42a34    8 of  19   com/android/setupwizardlib/template/HeaderMixin
59b286ba854e5d22    2 of   3   androidx/compose/ui/node/InnerNodeCoordinator$Companion
d0f5884acf53708b    2 of   4   org/acra/config/CoreConfigurationBuilder$special$$inlined$observable$27
f983d86792109493    5 of  14   androidx/compose/ui/text/style/Hyphens$Companion
7c99f8b292ae11ef   10 of  25   ch/qos/logback/core/encoder/LayoutWrappingEncoder
7f52ae319db7aba5    2 of  11   androidx/lifecycle/ViewModelProvider$NewInstanceFactory
b5ede89cfbe521e0    8 of  49   androidx/compose/ui/text/android/StaticLayoutFactory
7e1a436032268829    8 of  14   kotlinx/coroutines/internal/ResizableAtomicArray
8f0671fb507009fb    1 of   4   org/slf4j/helpers/BasicMDCAdapter$1
a5d7ca9159f331c2    2 of   8   androidx/compose/ui/platform/AndroidFontResourceLoader
8e0af38e26767c8b    2 of   6   okhttp3/internal/platform/android/AndroidLogHandler
e0077ec89ee8275e   15 of  18   androidx/collection/internal/ContainerHelpersKt
ca0bbbbf85add364    3 of   7   androidx/work/impl/utils/SerialExecutorImpl$Task
04be8a45618aa8f0    4 of  55   androidx/datastore/preferences/core/PreferencesFileSerializer
0ca455bac602b89d    4 of  57   androidx/compose/ui/unit/DpOffset
a563ee571440f8f0   16 of  34   androidx/lifecycle/ViewModelProvider$AndroidViewModelFactory
c25622aab3ea9492    2 of 139   androidx/compose/ui/modifier/ModifierLocalManager
c3b645c78cbb0d4c    5 of   6   androidx/constraintlayout/core/widgets/ConstraintWidget$DimensionBehaviour
bd417fd1eee42bf3   12 of  12   androidx/compose/material3/tokens/TypefaceTokens
0c902906770c9513    1 of   2   androidx/appcompat/widget/TooltipCompat$Api26Impl
8c24515797310dce   22 of  74   androidx/compose/ui/text/font/FontListFontFamilyTypefaceAdapter
a86717d6881d1020   11 of  30   androidx/compose/runtime/IntStack
34c5ea555259eb46    6 of  44   androidx/compose/foundation/text/modifiers/TextStringSimpleElement
47813cbaeb17b7be    5 of   5   androidx/compose/runtime/composer/GroupKind$Companion
1976573914e1dd3a    3 of  21   androidx/compose/runtime/StaticValueHolder
65a2fb2751f148e1    2 of   5   org/totschnig/myexpenses/di/NetworkModule_ProvideOpenExchangeRatesFactory
93236b3901d77e58    3 of   4   androidx/compose/ui/layout/AlignmentLine
42fb37b825efb73a    1 of   3   androidx/collection/ArraySet$ElementIterator
4f416187fba6f2f9    5 of 134   kotlin/collections/CollectionsKt__MutableCollectionsKt
e509dc557a8be44c   22 of  98   androidx/room/util/DBUtil__DBUtil_androidKt
1ebb5ae5aa852947    4 of   4   kotlin/reflect/jvm/internal/impl/builtins/functions/FunctionTypeKind$SuspendFunction
8b12b4ed3b478325   15 of  25   com/github/mikephil/charting/utils/ColorTemplate
42ad39a0619b3d0b   14 of  81   androidx/compose/ui/geometry/Size
b14a2391648931cc    4 of  29   androidx/emoji2/text/EmojiCompat$Config
1c2abbddec0bac63    2 of  11   kotlinx/coroutines/internal/LockFreeLinkedListHead
2ed0d30951b32bc8   26 of  64   okhttp3/ConnectionSpec$Builder
346e49939230286a    3 of   3   androidx/compose/runtime/snapshots/SnapshotApplyResult
b5d5387f589ed29a    3 of   3   androidx/compose/ui/graphics/drawscope/DrawStyle
365c7ffc82e1ccee   15 of  27   androidx/datastore/core/FileStorage
345f3880ba631113    5 of  22   androidx/compose/ui/graphics/colorspace/WhitePoint
35890a8faaca327c    8 of  11   androidx/room/util/DBUtil__DBUtil_androidKt$performSuspending$$inlined$compatCoroutineExecute$DBUtil__DBUtil_androidKt$1
7227424c797b8ea4   11 of  59   ch/qos/logback/core/status/StatusUtil
f175da7bf0611cdb    9 of  18   org/totschnig/myexpenses/compose/TestTagsKt
90044d03d3b7c906    4 of   6   androidx/compose/ui/text/style/LineHeightStyle$Alignment$Companion
a66895aafb5e8f22    1 of   2   kotlinx/coroutines/SupervisorJobImpl
d63a44027525c0dd   45 of  93   androidx/preference/PreferenceManager
8aca4484485ba1d0    7 of  12   androidx/room/RoomConnectionManager$SupportOpenHelperCallback
807988d67d8912ee    9 of  15   okhttp3/Protocol
6b4f9f32a79c5428   12 of  17   org/acra/file/ReportLocator
d6b9bb6b81eb4bf3   33 of 147   androidx/compose/foundation/layout/BoxKt
67b53e6634576a4e    1 of   6   androidx/appcompat/widget/ActionMenuPresenter$OverflowMenuButton$1
4c1a7740cf42b3d4    3 of   3   androidx/work/impl/model/PreferenceDao_Impl$Companion
38039cb668962bef    3 of   3   androidx/room/coroutines/FlowUtil
fdc53c0a28d66ec9    2 of   5   org/totschnig/myexpenses/di/NetworkModule_ProvidePicassoFactory
81c395e4cffa7c07    1 of   2   androidx/datastore/core/DataStoreImpl$incrementCollector$1
1de161f93a9d815f    2 of   3   androidx/interpolator/view/animation/LinearOutSlowInInterpolator
44ee72030628171e   65 of 119   androidx/core/view/accessibility/AccessibilityNodeInfoCompat$AccessibilityActionCompat
77b7730907d98487    6 of  18   kotlinx/coroutines/internal/LimitedDispatcher$Worker
4651f7320b211da0    2 of   5   androidx/compose/ui/platform/WindowRecomposer_androidKt$createLifecycleAwareWindowRecomposer$1
1219e9aec2843ed7    3 of   3   ch/qos/logback/classic/pattern/MessageConverter
0229124641b6563e    3 of   3   androidx/compose/material3/internal/colorUtil/Frame_androidKt
ce2689688a11cab7   14 of  39   androidx/compose/ui/node/Owner
f255749e63a1c283    1 of   1   androidx/compose/ui/input/pointer/PointerIcon
9b23ecf0ae5e7e62    3 of   3   androidx/compose/runtime/tooling/InspectionTablesKt
61340b8101f94cbc   18 of 141   androidx/compose/ui/graphics/AndroidCanvas
3ab96069e92ef40a    8 of 262   androidx/compose/foundation/ClickableKt
12f3f9c2dc7f10b9    4 of  10   androidx/lifecycle/viewmodel/internal/ViewModelProviderImpl_androidKt
fb5f22d535384b4a    2 of   2   androidx/recyclerview/widget/LinearLayoutManager$LayoutChunkResult
d537f381fb38ba74    4 of   8   androidx/lifecycle/viewmodel/internal/CloseableCoroutineScopeKt
3326e0e36ce9b8d0   11 of  20   kotlin/SynchronizedLazyImpl
50e1d85e7f167055    2 of  10   org/totschnig/myexpenses/activity/OnboardingActivity$onCreate$2
56c5a06a269f37cc    7 of   9   androidx/lifecycle/ViewModelKt
3ae91e5114faf7bd   27 of  55   com/rd/draw/controller/DrawController
c1ef637e3b50f1c0    6 of  13   kotlinx/coroutines/scheduling/DefaultIoScheduler
6376a0e461f7aa66   20 of  35   androidx/preference/EditTextPreference
d6b168719d9a6b5d    2 of   2   androidx/compose/ui/platform/AndroidAccessibilityManager$Companion
de9cd7e79c787d04    3 of   6   androidx/compose/ui/node/LayoutNodeAlignmentLines
14db1bdf98389f35    1 of  77   org/totschnig/myexpenses/widget/BaseWidget
901c2a9d17d7455b    7 of  16   androidx/work/ConfigurationKt
00416f18ae28897f   32 of 121   androidx/savedstate/internal/SavedStateRegistryImpl
dbbc150fd70a31b6    7 of  11   androidx/lifecycle/LiveData$ObserverWrapper
0b9e4a0cc1a4a827    3 of  47   org/totschnig/myexpenses/util/crashreporting/CrashHandler$Companion
42c8932f38d32125   16 of 112   androidx/core/os/BuildCompat
9e25530a96ce53f5    1 of   5   androidx/compose/runtime/ParcelableSnapshotMutableFloatState$Companion$CREATOR$1
c203708fdeb18428   17 of  34   androidx/room/util/DBUtil__DBUtil_androidKt$performBlocking$1$invokeSuspend$$inlined$internalPerform$1
7e41f3ead228d794    3 of   3   androidx/compose/ui/text/font/FileBasedFontFamily
e1e1adccdcf838cc   24 of  57   ch/qos/logback/core/OutputStreamAppender
8ee31b2f7e83a355    4 of  41   androidx/work/Logger$LogcatLogger
2daad77b3c1b0ed0   23 of 167   androidx/work/impl/background/systemjob/SystemJobScheduler
71064bd66ca53e6f    5 of   8   androidx/compose/runtime/CompositionLocal
87e1598c054cb33b   26 of  72   androidx/constraintlayout/core/SolverVariable
df87e9ea8dcfd380    2 of  17   androidx/activity/result/ActivityResultRegistry$register$2
7fa0fb1f4ce4c079    4 of  19   androidx/compose/ui/text/font/AndroidFontResolveInterceptor
9869c488f0cee40b    4 of  78   androidx/compose/ui/focus/FocusInteropUtils_androidKt
fe17546b547f5626    1 of   3   androidx/room/RoomDatabase$closeBarrier$1
aabaa3b475c7b4ee   68 of 125   androidx/compose/ui/text/platform/extensions/TextPaintExtensions_androidKt
111ab0dea5858c6c    1 of  35   org/acra/collector/MemoryInfoCollector
c9fa1f22a3e73d11    1 of  11   androidx/recyclerview/widget/RecyclerView$LayoutManager$2
1f05ec09d7976caa    1 of   7   org/totschnig/myexpenses/util/tracking/Tracker
12bc2acfe3219361    2 of  83   androidx/core/graphics/TypefaceCompatBaseImpl
3cb92cf46a307248   35 of  83   androidx/appcompat/widget/AppCompatBackgroundHelper
80786d819e223be1    9 of  18   androidx/datastore/core/FileStorageKt
b16a20d7bbe8c26f    3 of   4   androidx/compose/ui/geometry/Rect$Companion
08edcb027bc9901a    2 of 152   androidx/compose/ui/graphics/Brush$Companion
5c615506c8c38999   17 of  32   androidx/room/RoomDatabase$MigrationContainer
a3e70c43366391fa   32 of 124   org/totschnig/myexpenses/activity/OnboardingActivity
e3f9307fb5f7ae4e   20 of  36   kotlinx/coroutines/flow/FlowKt__ChannelsKt
7681a1a51513aa71    1 of   3   androidx/viewpager2/widget/ViewPager2$PageAwareAccessibilityProvider$2
625cc1dd9f553498    2 of   4   androidx/activity/result/ActivityResultRegistry$CallbackAndContract
0486015e9ea8733f    2 of   2   ch/qos/logback/core/rolling/helper/FileFilterUtil$1
ea01271b5279f732    9 of  21   androidx/compose/ui/focus/FocusStateImpl
e89b0cd85d2f3138   59 of 133   com/android/setupwizardlib/SetupWizardLayout
c5e2a52178dfd048    1 of   5   org/totschnig/myexpenses/model/Money$Creator
c25460d06cb0666d   10 of  23   androidx/compose/runtime/tooling/ComposeStackTraceMode
0e51eed30937e1e9    5 of  56   kotlin/sequences/SequencesKt__SequencesKt
c494a531d6cdbf09    4 of  14   androidx/work/WorkManager
5388ee2dda4f4f8b    3 of   3   org/totschnig/myexpenses/fragment/OnboardingDataFragment$special$$inlined$viewModels$default$8
4a6b2f2c1564d847  151 of 816   androidx/recyclerview/widget/LinearLayoutManager
b14af82cf74c9642    5 of  23   androidx/compose/ui/semantics/AppendedSemanticsElement
bfab594c19c7f749    3 of   4   org/totschnig/myexpenses/fragment/OnboardingUiFragment$WhenMappings
f9a86f29723b2cd3    1 of   1   androidx/compose/ui/layout/MultiContentMeasurePolicyKt
435021264ee204fd    4 of  93   androidx/compose/ui/text/ParagraphInfo
8e2b3b2c5622cb4f    5 of  11   androidx/compose/ui/layout/HorizontalRuler
7ce3d844dfce9304   18 of  26   com/rd/draw/drawer/type/BasicDrawer
84d17a4aafddf936    8 of  16   androidx/room/TriggerBasedInvalidationTracker$refreshInvalidationAsync$3
5946b2754625c567    5 of  10   org/totschnig/myexpenses/fragment/OnboardingUiFragment$special$$inlined$viewModels$default$5
46c28180289047a0    9 of  16   org/totschnig/myexpenses/viewmodel/ContentResolvingAndroidViewModel$withCategoryIcon_delegate$lambda$0$$inlined$map$1$2
b6a9086d22e0f457   23 of  65   kotlinx/coroutines/intrinsics/UndispatchedKt
55eef45b6fde061e   16 of  61   androidx/recyclerview/widget/ChildHelper$Bucket
813fe57c17a7fb93    4 of   4   org/totschnig/myexpenses/retrofit/ExchangeRateSource
fa45bc5418611607    1 of  41   androidx/recyclerview/widget/RecyclerView$RecyclerViewDataObserver
ddb46fb5bd4ec735    2 of   4   org/acra/config/CoreConfigurationBuilder$special$$inlined$observable$14
afd9ea903e88f3ba    6 of  13   org/acra/util/StubCreator
4ef901fa338914f6    5 of   9   androidx/preference/ListPreference$SimpleSummaryProvider
351fd2cc43dc4c72    1 of   2   androidx/room/TriggerBasedInvalidationTracker$notifyInvalidation$1
8be800d5b94cfaf3   11 of  44   androidx/appcompat/widget/ViewStubCompat
b40c83d5a17c5e21    3 of 154   org/totschnig/myexpenses/viewmodel/SyncViewModel
51814d82c56cd1e9    3 of   3   androidx/work/impl/model/DependencyDao_Impl$Companion
adfb4e679c55d74f    2 of   2   androidx/activity/result/ActivityResultRegistry$Companion
db48f7b6e3350742    7 of   7   androidx/compose/ui/layout/PlaceableKt
ab78f947cd4797f4    5 of  16   okhttp3/internal/platform/android/AndroidSocketAdapter$Companion
cfa13fcde34b7baa    4 of 424   androidx/collection/LongSet
bdbb7f5ac5112f61   39 of  88   androidx/compose/material3/internal/colorUtil/Cam$Companion
16454e6c87c0f77f   23 of  31   androidx/compose/ui/graphics/colorspace/Connector
c5e8328f4de6d21d    7 of  88   androidx/fragment/app/FragmentViewModelLazyKt
b67bfdcad79d348c   15 of  33   androidx/datastore/core/DataMigrationInitializer$Companion
1cd36cd2910e89ac    2 of  39   androidx/core/view/DifferentialMotionFlingController
93234cb5ab3c9c09    2 of   6   androidx/compose/ui/graphics/Path$Companion
922a5cbd38a8fe9b   11 of  24   kotlin/sequences/GeneratorSequence$iterator$1
4d149be9e8317665    2 of  25   androidx/compose/runtime/snapshots/ReaderKind
0403f7ba0311d801    8 of 123   androidx/compose/ui/graphics/AndroidPath
9b2b75b479a41f91   25 of  36   com/rd/draw/controller/MeasureController
dce7fa7c46fee8c9    2 of   2   androidx/compose/runtime/SnapshotStateKt__SnapshotFlowKt$collectAsState$1$1$1
241c83470b5344a5    5 of   5   androidx/appcompat/widget/ResourceManagerInternal$ColorFilterLruCache
9a2ba4d06b883ddc    1 of  99   androidx/compose/ui/layout/LayoutCoordinatesKt
6a3ae8a9b1bcbb9c    8 of  10   androidx/lifecycle/ProcessLifecycleInitializer
3697ac007206c024    1 of  80   androidx/savedstate/SavedStateWriter
18a5867f823c3451    2 of   4   androidx/compose/ui/unit/DpOffset$Companion
86972bf581aa6470    3 of  10   androidx/lifecycle/Lifecycle
85af13d23cb26277    1 of   2   androidx/appcompat/widget/ListPopupWindow$ListSelectorHider
ad93c8579a5d1721    1 of  11   kotlinx/coroutines/channels/Channel
24677a060a919c4c   20 of  38   androidx/compose/ui/graphics/AndroidPaint
e628ec2045a56710   33 of 163   androidx/work/impl/WorkManagerImpl
aa4a23195fac3e42    3 of  42   androidx/recyclerview/widget/RecyclerView$ItemAnimator
3896f5c37f059aef    2 of   2   org/totschnig/myexpenses/preference/PrefHandler$Companion
d6a3f5f0d8833314    3 of  14   androidx/compose/runtime/OpaqueKey
9bb6b140e223e010    2 of  15   androidx/work/impl/Migration_16_17
2ac100796071e20c   33 of  72   androidx/compose/ui/spatial/RectManagerKt
74ea9b5623652416    3 of   3   kotlinx/coroutines/GlobalScope
8d57ebe177d619b1   13 of  21   org/totschnig/myexpenses/db2/Attribute$Companion
a0d5aa57ad454f1c    2 of  48   androidx/collection/LongObjectMapKt
f66cbc86aa338807    2 of   5   androidx/work/impl/DefaultRunnableScheduler
aaea363c78ac8c98    7 of  17   org/totschnig/myexpenses/provider/BaseTransactionProvider_MembersInjector
a67640656c3542c5    8 of  30   ch/qos/logback/core/pattern/parser/Token
6b8d733f6bc97b9f  219 of 1716   kotlinx/coroutines/channels/BufferedChannel
efcb3767d31d6358    5 of 184   okhttp3/OkHttpClient
5bcc2ada54506daa   20 of  30   kotlin/reflect/jvm/internal/impl/name/FqName
78d5e3cc4585f672   15 of  27   androidx/compose/ui/text/TextStyleKt
bc940c866d3d75c0   12 of  47   androidx/compose/foundation/layout/RowColumnParentData
bb3c3dbd522a1c5b    1 of   4   androidx/compose/runtime/RecomposerInfo
ed7819eb5bcb27ab   13 of  53   ch/qos/logback/core/recovery/ResilientOutputStreamBase
93fc95309e8ed0b4    1 of   1   androidx/recyclerview/widget/RecyclerView$OnFlingListener
4ac5fbd980713995   10 of  14   androidx/compose/ui/node/LayoutNodeDrawScopeKt
7ed8d0ce1049d6a6    1 of   1   androidx/savedstate/internal/SynchronizedObject
6ac5475a96ebb38e    2 of   4   androidx/work/impl/Migration_8_9
a6ec55d6b91a62da   12 of  22   androidx/compose/runtime/composer/gapbuffer/changelist/Operation
17988f42b1dc61fa    9 of  16   androidx/compose/ui/platform/WindowRecomposer_androidKt$createLifecycleAwareWindowRecomposer$2$WhenMappings
c8411efdf9c46787    1 of   2   androidx/fragment/app/FragmentManager$4
f5f71d2aea328bee    1 of   2   androidx/sqlite/SQLite
