[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/ReadYou-_0.16.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
c45415f68ecada00   14 of  69   androidx/compose/ui/text/font/AsyncTypefaceCache
3b7e127a9f48d324    7 of  17   androidx/compose/ui/platform/LifecycleRetainedValuesStore
b7a5b4a0f2de54b2    4 of  10   androidx/compose/ui/graphics/CanvasHolder
57d385dce7cb10a9    4 of  78   androidx/compose/ui/focus/FocusInteropUtils_androidKt
67f1612948c4cb6a    3 of  11   kotlinx/coroutines/scheduling/DefaultScheduler
e447393c04f45cf9   14 of  27   androidx/activity/OnBackPressedCallback
ca559e6205f1b4bc   52 of 107   okhttp3/internal/http2/Hpack$Writer
3752ef20cd5c70ae    7 of  12   org/jsoup/parser/TokeniserState$10
cc9ec0d0ba4b1384    5 of  14   org/jsoup/parser/TokeniserState$9
c47a87c987ce21ff    3 of  29   androidx/collection/IntSetKt
da3bd92272cbd456  110 of 238   com/google/gson/Gson
0f575c05623c54e6    1 of   2   androidx/work/impl/model/WorkSpecDao_Impl$6
01ba725925c333a9    7 of  26   androidx/compose/ui/platform/LifecycleRetainedValuesStoreOwner$RetainedValuesStoreEntry
a21a8518d9e5fb6e   31 of  61   androidx/compose/ui/text/platform/AndroidParagraphIntrinsics
3e28bcbd9e18f906    1 of   3   com/google/gson/ToNumberPolicy$1
f30b63163d0ae89c   22 of 130   androidx/compose/runtime/collection/MultiValueMap
6fb0252dccc3c3d5    4 of   6   androidx/compose/ui/Modifier
1902436a4c78139c    3 of  27   dagger/internal/Preconditions
2ad91fed90c9c070   15 of 138   androidx/core/content/res/ResourcesCompat
eb33a775c1fb0833    9 of  82   coil/memory/RealWeakMemoryCache
da83f23599043420    8 of   8   androidx/compose/foundation/VerticalScrollableClipShape
03d5d8e1408dfe2d   66 of 105   kotlinx/coroutines/internal/LockFreeLinkedListNode
ecca843982a6efc3    4 of  13   androidx/compose/runtime/ParcelableSnapshotMutableState
5647de211bb5b64b    1 of   3   androidx/compose/animation/AnimatedVisibilityKt$AnimatedVisibility$4
1acf1dea3c6ffed3    3 of  15   kotlin/collections/EmptyIterator
ee67848090393f47   10 of  21   androidx/compose/ui/platform/AndroidWindowInfo_androidKt
7d8ecfd8e99c3e50    2 of   4   me/ash/reader/infrastructure/preference/OpenLinkPreferenceKt
d853186234f4f15f   30 of  94   androidx/compose/ui/text/platform/AndroidTextPaint
741a0bdde32e9975    2 of   4   okio/Timeout$Companion$NONE$1
1ccd0b934d499f8a    2 of   3   me/ash/reader/infrastructure/preference/ReadingImageHorizontalPaddingPreferenceKt
9e3c9256503999ce   11 of  18   androidx/compose/foundation/layout/WrapContentElement$Companion
814cc93bccf94111    2 of   3   androidx/compose/ui/node/LayoutModifierNodeCoordinator$Companion
c8ea0279e851a761    8 of  15   kotlinx/coroutines/flow/FlowKt__ZipKt$combine$1$1
b549db86f13e7a52   10 of  55   okhttp3/Route
4765464a35c0314b   22 of  66   okhttp3/internal/cache/DiskLruCache$Editor
f989625841ae5fd6    3 of   3   androidx/work/impl/StartStopToken
55fa6798ee78b9b1   20 of  81   androidx/compose/foundation/lazy/LazyListMeasureResult
e56f1b34cf6ff49f   42 of  63   androidx/compose/animation/core/VectorizedFloatAnimationSpec
d3a81a5f33ec3fb7    2 of   2   me/ash/reader/infrastructure/preference/OpenLinkPreference$AutoPreferDefaultBrowser
efeeff45e4f471f2    6 of  10   okhttp3/internal/platform/android/Android10SocketAdapter$Companion
7888a05833f8ce85    2 of   2   me/ash/reader/infrastructure/preference/FlowArticleListTonalElevationPreference$Level0
390d3ed029cfcbbf    3 of   3   androidx/lifecycle/SavedStateHandleSupport$savedStateHandlesVM$1
c0a3817edace9eaa    6 of  22   kotlin/coroutines/ContinuationInterceptor$DefaultImpls
b2a6e4ac085afbe9   17 of  34   androidx/compose/ui/text/font/FontKt
b1ebd34cd0ef37f3    4 of   6   androidx/compose/material3/FabPosition$Companion
b3baa8e786de183d    6 of   8   kotlinx/coroutines/JobNode
4939431760280fc6    2 of   7   me/ash/reader/infrastructure/preference/LanguagesPreference$Hungarian
0c154f3eb12c77c7    5 of   5   androidx/compose/runtime/GroupKind$Companion
3c921c4caaf3efec   30 of  57   androidx/datastore/preferences/protobuf/FieldSet$1
d88ec3659d696341   75 of 113   okhttp3/ConnectionSpec
1e75ad4bb2cf2432    2 of   2   androidx/datastore/core/InterProcessCoordinatorKt
c038475dc4cd666c    2 of  12   me/ash/reader/ui/widget/Hilt_ArticleListWidgetReceiver
7bd27e8b9080701c   12 of  25   kotlinx/coroutines/flow/internal/ChannelFlowOperator
5a550b74669c3278    2 of   2   me/ash/reader/infrastructure/preference/InitialFilterPreference$Unread
90920c55b88e218e    2 of   5   me/ash/reader/domain/repository/ArticleDao_Impl$4
1228be9b22f6ab8d   15 of  19   androidx/work/impl/SynchronizedStartStopTokensImpl
16f028aae2a27930    4 of  38   androidx/compose/ui/ComposedModifierKt
ba89aa78252a9016   10 of  15   kotlinx/coroutines/CompletedExceptionally
d228820b1f5a4aaf   14 of  99   kotlinx/coroutines/JobKt__JobKt
037792dab44f6035    3 of   4   androidx/datastore/preferences/protobuf/ManifestSchemaFactory$2
eacc1daf9134038f    2 of   2   coil/size/Size$Companion
d75e4974d6fbed08   43 of  84   androidx/compose/runtime/Recomposer$recompositionRunner$2
4e9a9468df2f6004   13 of  46   androidx/compose/runtime/snapshots/NestedReadonlySnapshot
125ad0cdb587d2ce    2 of   4   androidx/work/impl/Migration_6_7
74f0b44e8b0c4e6c    5 of   9   me/ash/reader/infrastructure/preference/FlowArticleListTimePreference
e9492e3f9e561cfe    3 of  17   androidx/compose/foundation/lazy/layout/LazyLayoutItemAnimator$DisplayingDisappearingItemsElement
f85cdd9746e1e6f5    1 of   2   androidx/compose/ui/layout/SubcomposeLayoutKt$ReusedSlotId$1
bfe19d730311045c    2 of   5   androidx/compose/material3/InteractiveComponentSizeKt$MinimumInteractiveLeftAlignmentLine$1
680286347b6290b4    3 of   8   androidx/hilt/lifecycle/viewmodel/HiltViewModelFactory
0f04cbc3216d2049    2 of   4   androidx/compose/ui/node/BackwardsCompatNodeKt$onDrawCacheReadsChanged$1
b876abf6c07df61e   58 of 190   org/slf4j/LoggerFactory
3500639b32b6c1c8    4 of  10   kotlinx/serialization/internal/FloatSerializer
890e648f6b9803ff    1 of   6   retrofit2/OptionalConverterFactory
9c2b4433df0342fd    6 of  15   org/jsoup/parser/TokeniserState$38
6ec571c6ba61a085   28 of  55   androidx/compose/animation/core/CubicBezierEasing
4a8d5b6f07ad73a6  104 of 172   okhttp3/OkHttpClient
3f1ca4a36e39d06a    3 of   4   androidx/compose/ui/platform/AndroidUiDispatcher_androidKt
2ad2214afb9455fc    9 of  14   dagger/hilt/android/internal/lifecycle/HiltViewModelFactory
cef117746d113167    8 of   8   kotlinx/coroutines/internal/SystemPropsKt
ec4535b33124ad26    2 of  55   okhttp3/internal/cache/CacheInterceptor$Companion
c4957bb6c6305ce6    2 of  80   androidx/compose/foundation/text/AnnotatedStringResolveInlineContentKt
e209a525127370a9    9 of  10   androidx/datastore/preferences/protobuf/GeneratedMessageLite$MethodToInvoke
2780ff9858e9a507    1 of   3   androidx/core/view/SoftwareKeyboardControllerCompat$Impl
b64e9240292d88d5    4 of  16   coil/compose/AsyncImagePainter$State$Loading
65a2fff19975e6dd    1 of   1   androidx/compose/ui/text/android/style/LineHeightStyleSpan_androidKt
0a5a74cdaa3ad151    2 of   2   androidx/compose/runtime/CompositionContextKt
07db048bb615b0b8   12 of  22   androidx/compose/ui/text/intl/AndroidLocaleDelegateAPI24
2d578056b9ce72ca    2 of   6   androidx/compose/runtime/changelist/OperationsDebugStringFormattable
c101c3fd061282e8    6 of   6   me/ash/reader/infrastructure/android/DaggerAndroidApp_HiltComponents_SingletonC$ActivityRetainedCBuilder
194ff43f1808d37e    4 of  78   androidx/compose/ui/graphics/vector/VectorGroup
bef814fe5a687668   78 of 240   androidx/compose/material3/IconKt
2c88dd15edd0fa4a    2 of   2   androidx/savedstate/Recreator$Companion
62ae198db82a050e   35 of 272   androidx/compose/ui/spatial/ThrottledCallbacks
3895f8ba3a61dc46    2 of  28   androidx/work/impl/constraints/trackers/BatteryNotLowTracker
7a53a216ae257068    1 of   1   me/ash/reader/ui/svg/WelcomeKt
4f0132e8040f9fef    1 of   3   androidx/work/impl/WorkDatabase_AutoMigration_17_18_Impl
febcbff5fa155d57    2 of   3   androidx/compose/runtime/ParcelableSnapshotMutableState$Companion
e53517a3f205669f    1 of  12   kotlinx/coroutines/MainCoroutineDispatcher
abc5a32d7b975571    4 of   5   kotlinx/coroutines/flow/FlowKt__ReduceKt$first$$inlined$collectWhile$1
3d4f1ead3287376a    1 of   4   okhttp3/JvmCallExtensionsKt$executeAsync$2$2$onResponse$1
79d44aa7e2da37b9   35 of  44   androidx/compose/ui/node/OnPositionedDispatcher
3ca80071598c0344    1 of   2   kotlinx/coroutines/flow/FlowKt__ReduceKt$first$3
9bc613a0178079f4    2 of   4   androidx/compose/ui/semantics/SemanticsProperties$LinkTestMarker$1
7cbf5c4c8c892a6e    2 of   3   me/ash/reader/infrastructure/preference/MarkAsReadOnScrollPreferenceKt
df65a835d2ce838a   21 of  21   androidx/compose/ui/graphics/SimpleGraphicsLayerModifier$layerBlock$1
9edafde975ac9089   18 of  55   androidx/datastore/core/SingleProcessCoordinator
e164557d96354435    1 of   2   kotlinx/coroutines/channels/ProduceKt$awaitClose$1
67d3bf00f0f0ee3f   62 of 132   org/jsoup/nodes/Attributes
26b4b6fc2b61fd36    6 of   7   androidx/compose/runtime/SnapshotMutableIntStateImpl$IntStateStateRecord
0e99b57b6b9b565f    3 of   3   me/ash/reader/ui/page/home/feeds/subscribe/SubscribeViewModel$1$1$1
4c4c3de624f85374    5 of  41   androidx/compose/ui/geometry/SizeKt
714d46b33b532a85    3 of   4   androidx/compose/ui/geometry/CornerRadius$Companion
139e11e5e161c531    2 of   9   androidx/work/ConfigurationKt$createDefaultTracer$tracer$1
2902ea07ef28aa01    6 of  78   androidx/compose/foundation/lazy/DefaultLazyListPrefetchStrategy
c1a35cf98f429435    4 of   4   androidx/room/RoomConnectionManager$installOnOpenCallback$newCallbacks$1
a836f2b1c36bbfc2   18 of  20   androidx/compose/material/icons/rounded/FiberManualRecordKt
3941ba66f4f391fa    4 of   6   org/jsoup/nodes/Entities$1
c5556c631d17d20e    3 of   3   androidx/compose/ui/node/LookaheadPassDelegate$performMeasureBlock$1
4e51f5d846b1bb17    2 of 860   okio/internal/-Buffer
aff0d999b813484b   15 of  16   androidx/compose/ui/layout/LayoutNodeSubcompositionsState$createMeasurePolicy$1
a59743541c0c9cfe   16 of  23   androidx/compose/foundation/lazy/LazyListMeasuredItemProvider
50d404e188ee7aee    5 of   8   androidx/compose/ui/node/TraversableNode$Companion$TraverseDescendantsAction
7be3eee07d694e5c    1 of   2   me/ash/reader/ui/page/settings/tips/UpdateViewModel_HiltModules_BindsModule_Binds_LazyMapKey
02461297ed0c1bea   18 of  44   androidx/compose/ui/graphics/vector/VectorKt
001325b2715412cd   29 of  63   androidx/compose/ui/graphics/vector/VectorPainter
0dcfe52290c0de14    8 of 121   androidx/core/content/ContextCompat
3f76068e53572c91    1 of  16   androidx/compose/runtime/ParcelableSnapshotMutableState$Companion$CREATOR$1
6b9dada4cee34e9a    1 of   2   androidx/profileinstaller/ProfileInstallerInitializer$Handler28Impl
b19b0c1e39818246   22 of  70   androidx/room/RoomSQLiteQuery
f29a92460cc34a5d   11 of 186   androidx/collection/MutableFloatSet
9402e09a79a32b78    2 of  11   androidx/compose/ui/layout/ComposableSingletons$SubcomposeLayoutKt$lambda$641200809$1
70b5a47c52d3c05e    2 of   2   kotlin/ULong$Companion
82915faa1900627f   40 of  88   androidx/compose/ui/unit/Constraints
fea2eebf89047f5f    8 of  49   androidx/compose/ui/text/android/StaticLayoutFactory
d30444a366cf372f    2 of  11   okio/Timeout$Companion
5d361d690481c296    4 of  21   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/MapEntry
50b3c0cbb69080a4    2 of   7   me/ash/reader/infrastructure/preference/LanguagesPreference$Vietnamese
83303e6b8b8c309a    9 of  11   androidx/sqlite/db/framework/FrameworkSQLiteProgram
5767b166feb39ee3    3 of  18   androidx/compose/foundation/lazy/layout/TraversablePrefetchStateModifierElement
8a90a10f368e9b42  177 of 459   androidx/compose/animation/EnterExitTransitionKt
9cdfb937082aeb99    1 of   3   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat$onSendAccessibilityEvent$1
c72514e9d36ae6fd   94 of 402   androidx/compose/material3/Typography
d4ead96e233088ea    1 of   2   androidx/compose/material3/adaptive/layout/AdaptStrategy$Simple
7b6e0a9eeb4b9cda    5 of   6   androidx/work/OutOfQuotaPolicy
207e31f9f8bbcf5d    6 of   6   androidx/compose/ui/platform/GlobalSnapshotManager$ensureStarted$2
1d12255a30f20ed9   11 of  13   androidx/compose/ui/text/font/TypefaceCompatApi26
a3f6c71e4be6696a    2 of   3   androidx/work/impl/utils/NetworkRequestCompat$Companion
092531e2ed90b333    3 of   5   androidx/compose/ui/node/SortedSet
6615ece5d0c27c56   11 of  39   com/caverock/androidsvg/IntegerParser
d74a57fa6db3eb69    1 of   1   androidx/lifecycle/viewmodel/navigation3/ViewModelStoreNavEntryDecoratorKt
59af9e85908cf1d4   35 of 103   androidx/room/RoomDatabaseKt__RoomDatabaseKt
5d66c1e2d420eed0    2 of   2   androidx/compose/ui/graphics/colorspace/Lab$Companion
279bf1dc6358f36b   11 of  15   androidx/navigationevent/compose/LocalNavigationEventDispatcherOwner
69f74739c091c82a    2 of   7   me/ash/reader/infrastructure/preference/LanguagesPreference$Kannada
c11c697f23ebcdfd   13 of  23   okhttp3/internal/cache/FaultHidingSink
85a32fd7913a5d39   54 of 310   androidx/compose/runtime/internal/ComposableLambdaImpl
ea5e7f10b9f90ac8    4 of  18   androidx/compose/foundation/layout/FillElement
2f54107b717a08d4    3 of  25   me/ash/reader/ui/theme/palette/colorspace/rgb/transferfunction/HLGTransferFunction
e13a9fd2d3652b0f    3 of   4   androidx/compose/runtime/internal/PersistentCompositionLocalHashMap$Companion
e50d039474787462   15 of 126   kotlinx/coroutines/internal/FastServiceLoader
04170f41ef4dc29f   33 of 131   androidx/collection/LruCache
918059bd1503bbbb    2 of   2   kotlin/jvm/internal/ArrayIteratorKt
e4ba338efc3bad88    7 of  54   androidx/savedstate/serialization/SavedStateEncoderKt
4ea6eb249561f66a    9 of 212   androidx/core/app/NotificationManagerCompat
550768075b7a20f0    2 of   2   kotlinx/serialization/descriptors/StructureKind$CLASS
05c54dff339f9d2a    2 of   8   kotlin/jvm/internal/PropertyReference0
d94b3ebeaa1fab7b    5 of   6   androidx/compose/ui/node/NodeCoordinator$Companion$onCommitAffectingLayer$1
05b729c45bd15134    2 of   4   androidx/work/OperationImpl
67dd20b0054524b1    3 of  18   androidx/core/view/WindowInsetsAnimationCompat$Impl30
f2d1a55c066a977d    2 of   3   me/ash/reader/infrastructure/preference/NewVersionNumberPreferenceKt
5f974b3c0c5d7e69    5 of  10   kotlinx/coroutines/internal/LockFreeTaskQueueCore$Companion
9e22e00f4ffeb773   13 of  17   kotlinx/serialization/PolymorphicSerializer
44a014b6138aa53d    4 of   4   androidx/work/impl/background/systemjob/JobScheduler21
747130a6117a530c   13 of  26   androidx/compose/runtime/changelist/Operation$PostInsertNodeFixup
4a231fdf0a8659dc   66 of 179   androidx/datastore/preferences/protobuf/UnsafeUtil
1b613ebbf5fc3680    4 of   6   com/caverock/androidsvg/SVG$Style$FontStyle
8a6f53462cf3b37d    3 of   3   androidx/compose/animation/core/TwoWayConverterImpl
28b31500b4ab2fb4    6 of  41   me/ash/reader/ui/widget/WidgetRepository
626e91086f7c9ab7    7 of  90   androidx/compose/ui/text/TextLayoutInput
1aedec2e879ad7e9  149 of 819   androidx/compose/material3/ColorSchemeKt
a727bb4818ed2233    6 of  19   androidx/core/view/WindowInsetsCompat$BuilderImpl29
52ce89382f20f267    2 of  15   okio/SocketAsyncTimeout
691a162346aa5f20   11 of  16   androidx/compose/ui/text/android/TextAlignmentAdapter
95cdcf3da00c7c48    2 of   7   androidx/compose/ui/layout/OuterPlacementScope
389677f1ffd8d60a    8 of  12   me/ash/reader/ui/page/home/feeds/subscribe/SubscribeViewModel$1$1
ef08ef23e2ca8457    4 of  10   okhttp3/Headers$Companion
bdb91d658983efe9    4 of   8   kotlinx/coroutines/internal/ScopeCoroutine
71a7c6a018fc894d    6 of   8   androidx/compose/foundation/lazy/layout/LazySaveableStateHolder$Companion
40eb719dad32fafc   23 of  42   me/ash/reader/ui/theme/palette/colorspace/zcam/Izazbz
33f0f7115d755f2e   44 of 128   net/dankito/readability4j/processor/MetadataParser
34b12a4220c0988d    3 of   6   kotlinx/coroutines/android/AndroidDispatcherFactory
3146f19bc4b4e2d7    2 of   2   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest$flowCollect$3$1$emit$1
743a1013bb92d905    1 of   2   androidx/compose/ui/node/BackwardsCompatNodeKt$DetachedModifierLocalReadScope$1
3500e3be14fa04fb    1 of   2   kotlinx/coroutines/flow/FlowKt__ErrorsKt$catchImpl$2$emit$1
5235e51ff97f88ea    2 of   3   androidx/lifecycle/viewmodel/CreationExtras$Empty
eaac6e2666e104d4    1 of   3   androidx/compose/foundation/AndroidEdgeEffectOverscrollEffect$pointerInputNode$1
8a7fba694f0f99da   12 of  34   androidx/compose/ui/graphics/ImageBitmapConfig
9d7fa78fac94f0a7    5 of   9   androidx/compose/ui/graphics/Outline$Rectangle
3ebfcd4f3369a65a    3 of  81   com/rometools/rome/io/impl/RSS092Parser
35ba37301750d31f    8 of   8   androidx/compose/animation/core/TransitionState
e0c13464868f54ef   14 of  25   androidx/compose/foundation/layout/InsetsConsumingModifierNode
8250bb305626e981   64 of  99   com/rometools/rome/feed/impl/BeanIntrospector
2ff2ecb1c4cb0141    2 of   2   me/ash/reader/infrastructure/preference/DarkThemePreference$ON
c5903b2657e7cf9a   69 of 294   androidx/compose/ui/node/LookaheadCapablePlaceable
7eb1e497cff29319    2 of   2   me/ash/reader/infrastructure/preference/AmoledDarkThemePreference$ON
a6958791816a06a3    2 of   2   me/ash/reader/infrastructure/preference/ReadingRendererPreference$NativeComponent
097ddd33fccf4e4c   32 of  76   me/ash/reader/domain/model/feed/Feed
2ecc776baeed9184   23 of  28   androidx/work/impl/StartStopTokensImpl
4c81d92b08919bf5   36 of  91   androidx/work/WorkRequest$Builder
9e6a0ff29db5aafc    2 of   3   androidx/compose/ui/graphics/colorspace/Connector$Companion$identity$1
1830f1f0120c3d1f    5 of  18   kotlin/time/DurationJvmKt
27262b4ab93b7383   62 of 197   androidx/compose/foundation/text/modifiers/TextStringSimpleNode
090ef20c69e6f433    1 of  61   androidx/work/impl/model/WorkSpecDao_Impl$2
78406ecade98eec5    4 of  13   androidx/compose/material3/MinimumInteractiveModifier
b0bbca00ad13f170    4 of   9   androidx/sqlite/db/SupportSQLiteOpenHelper$Configuration
6070b1555c2b6bd3   11 of  19   androidx/compose/material3/tokens/ButtonMediumTokens
634ce23dc71680b9   11 of  24   androidx/compose/runtime/changelist/Operation$InsertSlots
16e3225211cbe39a    7 of  14   androidx/work/impl/utils/IdGenerator
ee4d9fb447a650ba    6 of   7   androidx/compose/runtime/snapshots/StateMapMutableEntriesIterator
ec3f1fa88d2bd85b    2 of   2   androidx/navigationevent/NavigationEventDispatcher$Companion
f377a6e6dfdaeca3    5 of  31   androidx/collection/FloatFloatPair
0ab2da55bc5c8a51   11 of  67   kotlin/jvm/JvmClassMappingKt
80af97ce652274ae    8 of  12   me/ash/reader/infrastructure/preference/ReadingBoldCharactersPreference$Companion
2b97b3053aa3e4dc   10 of  27   androidx/compose/ui/text/style/TextMotion$Linearity
3b41feb96432e724    1 of  16   androidx/compose/ui/input/pointer/PointerId
b47dd83d11f3bb5c    5 of  22   androidx/collection/ScatterSetKt
b11c34e6a125e22f    4 of   4   androidx/compose/ui/platform/InspectionModeKt$LocalInspectionMode$1
93fc73926da40b39    1 of  11   androidx/compose/foundation/interaction/PressInteractionKt$collectIsPressedAsState$1$1$1
16a38c1b985c8411    5 of  98   kotlin/ULong
aeb6c391a344a896    4 of   5   androidx/compose/ui/graphics/Brush
343ef956583593aa    2 of   2   me/ash/reader/infrastructure/preference/FlowArticleListFeedNamePreference$ON
05a81e634b3b7608    2 of   4   kotlinx/coroutines/CoroutineExceptionHandler$DefaultImpls
d97b147cf6523dad    1 of   7   kotlin/jvm/internal/PropertyReference0Impl
912f164da74f26d4   40 of  59   me/ash/reader/domain/service/SyncWorker$Companion
4873fd5a2c5adf8a   43 of 160   androidx/compose/foundation/text/modifiers/MultiParagraphLayoutCache
141dd01ae32e81d3   37 of  68   okhttp3/internal/connection/FastFallbackExchangeFinder
b14e890fe0353e8f   25 of  55   okhttp3/internal/platform/android/AndroidLog
31c6da28cbbf46af    7 of  22   androidx/compose/ui/node/MutableVectorWithMutationTracking
17f5869c95f70261    1 of   2   kotlin/jvm/internal/Ref$ObjectRef
e6284467b3267668    5 of  31   kotlin/collections/SetsKt__SetsKt
5e7bfe40338594b9    6 of 412   androidx/compose/foundation/gestures/DragGestureNode
48a482500ee72319    2 of  18   kotlinx/serialization/internal/FloatArraySerializer
b67c2ee78f0a109a    6 of  22   kotlinx/coroutines/scheduling/SchedulerCoroutineDispatcher
0f730e14037f8513   21 of  60   androidx/datastore/core/okio/OkioWriteScope
a4c1c27c5acb1b66    4 of  12   org/jsoup/parser/Token$Doctype
197929c7c587522b    9 of  14   kotlinx/coroutines/flow/FlowKt__DelayKt$debounceInternal$1$3$1
b6959eff05042a7a    2 of   7   me/ash/reader/infrastructure/preference/LanguagesPreference$Polish
ea1e16aa109e2b3c   76 of 282   androidx/compose/ui/text/AndroidParagraph
d6d1cbde8e2d5435   11 of  19   me/ash/reader/infrastructure/preference/SwipeStartActionPreference$Companion
9ef52776f91a2780   15 of  85   androidx/compose/material3/adaptive/layout/PaneScaffoldDirective
af27bd99e18af42e    3 of   3   okhttp3/internal/platform/android/BouncyCastleSocketAdapter$Companion
763a295ce854302f   13 of  92   androidx/compose/ui/platform/AndroidComposeView$RootModifierNode
cf99b2c18a605025   37 of  47   androidx/compose/foundation/layout/WindowInsetsHolder$Companion
41adc760bea11f72    1 of   3   androidx/compose/ui/layout/VerticalRuler$Companion$minOf$1
4a89c5acfdc515c0    7 of  22   kotlinx/coroutines/flow/FlowKt__ErrorsKt$retryWhen$$inlined$unsafeFlow$1
0557b6bec9f67d3c   67 of 293   androidx/compose/ui/graphics/vector/VectorPainterKt
6586547a3ee5683a    5 of   6   androidx/compose/runtime/snapshots/StateMapMutableKeysIterator
61d48bcd3771ba4c   12 of  53   me/ash/reader/JacocoInstrument/JacocoInstrumentation
4eed6cdeb4ec11f6    3 of   5   androidx/compose/ui/graphics/colorspace/Adaptation$Companion
57d1ff730d57c2df    2 of   5   com/rometools/rome/io/SAXBuilder
3e13f08c910c98b8    8 of  14   me/ash/reader/domain/data/DiffMapHolder$1
16da7de9657c4961    8 of  13   kotlinx/coroutines/scheduling/DefaultIoScheduler
6505f9ec19fdc23a    4 of  16   kotlin/collections/SetsKt__SetsJVMKt
e0a94f3f1b5993fc    6 of 113   androidx/compose/ui/modifier/ModifierLocalManager
7cdd4bfbf639662a    5 of  30   kotlin/jvm/internal/ReflectionFactory
c36ae496aee9ee23   10 of  23   androidx/compose/runtime/changelist/Operation$DetermineMovableContentNodeIndex
161f204a8fd55eb7    7 of  16   me/ash/reader/infrastructure/preference/SyncOnlyWhenChargingPreference
1c93c5d3b7ae89d6   11 of  19   androidx/compose/material3/tokens/ButtonLargeTokens
68d0cf4985c64567   73 of 269   com/rometools/rome/io/XmlReader
a4997c85b0130f33   10 of  19   androidx/compose/ui/semantics/SemanticsPropertyKey
97f6a63b1ea8a858  119 of 244   me/ash/reader/infrastructure/android/MainActivity
14b8b007d8a5fb27   11 of  25   androidx/compose/ui/BiasAlignment
cec5110f32228ad6  118 of 312   kotlinx/coroutines/scheduling/CoroutineScheduler
4c1a23801661dec5    1 of   2   coil/compose/AsyncImagePainter$updateRequest$2$1$size$$inlined$mapNotNull$1$2$1
34519caf3a9b955a   18 of  45   androidx/work/impl/model/WorkProgressDao_Impl
5b05aa478bc8fdc8    1 of   2   androidx/room/TriggerBasedInvalidationTracker$startTrackingTable$1
eae99c6b0e56df96    3 of  10   androidx/core/view/SoftwareKeyboardControllerCompat
f8dec6f563efda87   16 of  35   androidx/lifecycle/viewmodel/internal/ViewModelProviders
05fb64cca2b664c7   37 of  64   okhttp3/internal/platform/Android10Platform
d735fee7757f5beb   24 of  45   androidx/compose/ui/graphics/vector/ImageVector$Builder$GroupParams
2735e5c7e5336086    1 of   2   androidx/datastore/preferences/PreferencesMapCompat
74779bf6d2c6da0e    5 of  16   androidx/compose/material3/adaptive/layout/ThreePaneScaffoldAdaptStrategies
c68150593127c0b5    1 of  17   org/jsoup/parser/TokeniserState$52
65b7d7d01e66ab4d   20 of  36   androidx/compose/ui/graphics/AndroidPaint
0929a29eb224dede    1 of   5   androidx/compose/runtime/internal/PersistentCompositionLocalMapKt
63edf6cb158fa7f9    8 of  12   me/ash/reader/infrastructure/preference/HideEmptyGroupsPreference$Companion
201c0b382cace0d9   10 of  12   net/dankito/readability4j/processor/ArticleGrabber$prepArticle$3
e81319947ed50800   34 of 195   okio/Path
18a85673197db0f3    1 of  10   androidx/datastore/core/SimpleActor$1
ab05c602922bd87a    1 of   5   kotlinx/coroutines/flow/internal/FlowExceptions_commonKt
b589ee2794716886    4 of   6   androidx/compose/foundation/layout/Arrangement$Start$1
01de0f38fc26159a   36 of  56   kotlinx/coroutines/EventLoop
6feb2123fe7057e3    1 of   3   androidx/compose/foundation/layout/Arrangement$Bottom$1
eb679ef4837211bd    1 of   2   androidx/fragment/app/FragmentManager$1
99a4bc68aead0c3c    6 of  13   androidx/compose/foundation/lazy/layout/LazyLayoutSemanticsKt
aa472effac846f62    2 of   2   okio/Segment$Companion
cae5fda30461d479    9 of  30   androidx/work/impl/utils/IdGeneratorKt
768e4adc7ff764fa  118 of 200   androidx/navigation3/runtime/DecoratedNavEntriesKt
cdf4bbd5a9c39880    3 of   4   androidx/compose/ui/graphics/Shadow$Companion
217d51a760c93770    2 of   2   androidx/compose/animation/core/Transition$animateTo$lambda$2$0$$inlined$onDispose$1
27ecb070493679cd    4 of   4   kotlinx/coroutines/flow/FlowKt__ZipKt$nullArrayFactory$1
48ce388e459ff2b8    4 of  40   net/dankito/readability4j/extended/Readability4JExtended
dbc7249ba5b81d8c    5 of   6   androidx/datastore/preferences/protobuf/ProtoSyntax
a67f2daab190bd2d    2 of  13   androidx/compose/foundation/layout/BoxScopeInstance
6b59a34febb6c4cb    2 of   4   androidx/compose/ui/text/input/CursorAnchorInfoController$textFieldToRootTransform$1
7491cab5329e0bd7   16 of  45   kotlinx/coroutines/UndispatchedCoroutine
ed0c014dad38a614    3 of   3   androidx/compose/ui/semantics/SemanticsConfigurationKt$getOrNull$1
35f275d6678d80c4    1 of  14   androidx/compose/animation/EnterExitTransitionModifierNode$sizeTransitionSpec$1
0204896f87a50ba0   12 of  15   kotlinx/coroutines/flow/FlowKt__DelayKt$debounceInternal$1$values$1$1
dc50692b3f0ccd19    2 of  40   androidx/core/view/ViewCompat$AccessibilityPaneVisibilityManager
4a3123206f0a6175    6 of   8   androidx/lifecycle/viewmodel/compose/LocalViewModelStoreOwner_androidKt
