[INFO] Loading exec file /home/ubuntu/TimeMachine/results/smoke/Breezy-Weather-_v5.2.8-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
e349a76693870bdc    6 of   6   androidx/compose/foundation/layout/PaddingValuesModifier$measure$2
6fbf5bd7876f6d75    5 of   7   androidx/emoji2/text/EmojiCompatInitializer$LoadEmojiCompatRunnable
d404e4cacbf58bc5    3 of   5   kotlinx/coroutines/flow/ReadonlyStateFlow
98c77d2ecac42f0c    2 of  12   org/breezyweather/common/ui/widgets/ComposableSingletons$Material3WidgetsKt$lambda-5$1
771afcd31b599fd2    3 of   3   androidx/compose/runtime/Recomposer$readObserverOf$1
df55f4bf374f60ee   64 of  96   kotlinx/coroutines/flow/StateFlowImpl
0c09b3cca43dbb6a    6 of   6   com/google/maps/android/model/LatLngBounds$Companion
2f63a5005d76e3d7    2 of   2   androidx/work/Operation
c53b91d337e1bec0   60 of 152   androidx/compose/ui/graphics/vector/GroupComponent
dd336338cb7a536d    7 of  14   androidx/compose/material3/DelegatingThemeAwareRippleNode$attachNewRipple$calculateColor$1
6661585577520148    2 of   3   org/breezyweather/sources/gadgetbridge/GadgetbridgeService$Companion
b9c3cd7af6b90601   12 of  84   org/breezyweather/theme/resource/providers/DefaultResourceProvider
5168ee3804493a01    1 of   2   com/google/android/material/shape/ShapeAppearancePathProvider$Lazy
bec1702e8b3747eb    2 of 172   androidx/core/graphics/ColorUtils
4d9519a757f46ce2    1 of  21   androidx/compose/runtime/Recomposer$effectJob$1$1
0b8299794215289d    1 of   1   com/google/android/material/shape/ShapeAppearancePathProvider$ShapeAppearancePathSpec
b11d12d8a7ad597c    1 of  38   androidx/compose/ui/graphics/CanvasKt
28dfd47cdbe756d8    1 of  24   androidx/core/view/SoftwareKeyboardControllerCompat$Impl20
027bafe33c4d1b8e   12 of  60   androidx/compose/ui/unit/TextUnit
456935a9ea269db1   18 of  30   androidx/compose/ui/text/android/StaticLayoutFactory23
8af7f7f01a27c14e    4 of  29   androidx/compose/material/ripple/RippleAlpha
dfea7a10c6754cdf   14 of  56   kotlinx/coroutines/flow/internal/ChannelFlow
8de8237dd9ad3e0e    5 of   5   kotlin/sequences/GeneratorSequence
a5e42f375586762e    3 of  37   kotlinx/coroutines/channels/ChannelCoroutine
aa9d40f289c45c02    3 of   3   androidx/compose/ui/layout/ContentScale$Companion$Fit$1
4cfb41abae31b2b7    6 of  21   kotlinx/coroutines/Job$DefaultImpls
fe517b8ebfc4da62   11 of  15   org/breezyweather/common/ui/widgets/insets/ComposableSingletons$FitSystemBarComposeWrappersKt$lambda-6$1
d45bf73c2cc4a1ec   12 of  69   org/breezyweather/common/ui/adapters/AnimationAdapterWrapper
5b864ba2b1a9f5df   17 of  71   androidx/tracing/Trace
e1f2a0dcbb88531c    2 of   3   androidx/interpolator/view/animation/FastOutLinearInInterpolator
101878a8e5255ec3    2 of   7   androidx/compose/ui/node/OwnerSnapshotObserver$onCommitAffectingSemantics$1
ac623fc453b8cc98    4 of  44   androidx/compose/ui/text/font/AndroidFontLoader
6a1a7ae847278101    1 of  18   androidx/recyclerview/widget/ItemTouchHelper$ItemTouchHelperGestureListener
a69afeb29cf1cecc  162 of 320   androidx/compose/ui/focus/TwoDimensionalFocusSearchKt
693d789e397e1d2d   24 of  45   androidx/compose/ui/graphics/vector/ImageVector$Builder$GroupParams
fb5da123c3da440b    2 of   4   androidx/compose/ui/platform/AndroidCompositionLocals_androidKt$LocalImageVectorCache$1
95567bbe72f6cc33    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalHapticFeedback$1
4d69d4bf570e2d5e    1 of   1   androidx/lifecycle/SavedStateHandleSupport$DEFAULT_ARGS_KEY$1
3ebaecc5c06fca1a   12 of  18   androidx/compose/animation/core/AnimateAsStateKt$animateValueAsState$3$1
1731349fda574250    1 of   2   androidx/work/impl/model/SystemIdInfoDao_Impl$3
f4a3189d39baf195    2 of   2   breezyweather/data/AndroidDatabaseHandler$dispatch$1
f191cb8b2cb7c1b0   39 of 370   com/google/android/material/appbar/AppBarLayout$BaseBehavior
294ebc79756a768b    4 of   5   androidx/core/app/NotificationChannelGroupCompat$Builder
8e611dfde37cfeda    4 of   8   androidx/compose/ui/platform/AndroidComposeView$resendMotionEventOnLayout$1
64cb75f912656522    1 of   7   androidx/compose/foundation/layout/PaddingKt$padding$1
1e93642917f570ab   14 of  76   androidx/compose/ui/text/font/FontListFontFamilyTypefaceAdapter
483ea111f4289661    6 of   7   androidx/compose/material3/SurfaceKt$Surface$1$3
682546973b3f4957   11 of  11   androidx/compose/foundation/layout/WrapContentElement$Companion
c8af488ddcf5cc52  479 of 1023   androidx/compose/ui/node/NodeCoordinator
c02fa4b065dda4c0   30 of  33   androidx/work/impl/WorkDatabase$Companion
23a3eb9bc0e98c39   11 of  65   kotlinx/coroutines/channels/ProduceKt
a8b190d6b18c1633   40 of 118   androidx/room/RoomDatabase$Builder
065c20cb9c34c141    2 of   2   androidx/compose/material3/RippleNodeFactory$create$colorProducer$1
bc91b7721340efa9    5 of   5   com/google/android/material/shape/MaterialShapeDrawable$1
87dcf262b08e0148    3 of   5   androidx/compose/runtime/ParcelableSnapshotMutableIntState
3b1b03e8b1cc2dae    4 of   4   androidx/compose/ui/platform/AndroidComposeView$ViewTreeOwners
4e07ab4a063a36e2    2 of   3   androidx/compose/ui/semantics/EmptySemanticsModifier
979664805b379802   12 of 107   androidx/core/view/WindowInsetsAnimationCompat$Impl21
78ca8bd8fb99bc76    3 of  10   androidx/compose/ui/autofill/AutofillTree
e50d039474787462   15 of 126   kotlinx/coroutines/internal/FastServiceLoader
7c7ca2ef9c15b9fd    4 of  28   androidx/emoji2/text/EmojiCompat$CompatInternal19
6720fe9f5a20e91f    7 of  34   org/breezyweather/theme/resource/ResourcesProviderFactory
8e307f243f7efacf   14 of  21   androidx/arch/core/internal/SafeIterableMap$ListIterator
41335665e279f37f   21 of  74   org/breezyweather/main/utils/MainThemeColorProvider$Companion
bdf0199154eb82ca   14 of 209   kotlin/jvm/internal/TypeIntrinsics
971cf499d996d870    3 of   3   androidx/compose/ui/layout/SubcomposeLayoutState$setMeasurePolicy$1
9a363820b9714f33  224 of 954   androidx/coordinatorlayout/widget/CoordinatorLayout
0b87da16433912d3   16 of  23   androidx/compose/ui/node/AlignmentLines$recalculate$1
d285989ec98fe3df    1 of  51   androidx/compose/runtime/Recomposer$RecomposerInfoImpl
5a4bbd4b32cee1a4    3 of   3   okhttp3/Authenticator
eae45a54c09ee229    8 of  10   androidx/lifecycle/ProcessLifecycleInitializer
b3b1a9f466938be0    3 of  44   androidx/compose/animation/core/AnimationVector4D
c5bca26058e891ce    2 of   2   kotlin/sequences/SequencesKt__SequencesKt$generateSequence$2
d5e2985c0b874572    3 of  25   androidx/compose/ui/node/LayoutNodeLayoutDelegateKt
4b82a420ec849de6   20 of  20   androidx/compose/animation/core/VectorConvertersKt
fa815944efcee66d   11 of  31   androidx/compose/foundation/layout/PaddingNode
ea6df97d8b8f1b34    7 of  32   com/google/android/material/resources/MaterialAttributes
7ff98dd398200bb6    7 of  33   androidx/core/view/WindowInsetsAnimationCompat$Impl21$Impl21OnApplyWindowInsetsListener
b332c7ad9ba2f0a3    7 of  11   org/breezyweather/common/bus/MyObserverWrapper
02f0e61719674fe2   72 of 109   org/breezyweather/theme/weatherView/materialWeatherView/MaterialPainterView
d4ed8e2273a01d84    6 of  26   androidx/compose/material3/ButtonElevation$animateElevation$2$1
342f461b0472de83   26 of  93   io/requery/android/database/sqlite/SQLiteOpenHelper
042159f20b07f066    8 of  12   androidx/compose/material/ripple/StateLayer$handleInteraction$2
ecdf0cdf5a393ae8    9 of  14   org/breezyweather/main/fragments/HomeFragment$initView$6$1
9a4186e0a8707a68    4 of   4   androidx/compose/foundation/layout/WindowInsetsHolder$Companion$current$1$1
5a86285378bf4752   13 of  60   androidx/compose/material3/Shapes
9dcba72f33ed6792    7 of  14   androidx/compose/foundation/AbstractClickableNode$onKeyEvent$2$1
0ede788940829e51   16 of  43   androidx/compose/runtime/Latch
8af7ffd8ed5da28a    3 of   3   io/requery/android/database/sqlite/SQLiteDatabase$1
6c89d88ce0b54455    2 of   6   androidx/compose/ui/text/input/TextFieldValue$Companion$Saver$1
9f42fa5933308c4d    2 of  18   androidx/compose/ui/unit/DensityImpl
372b615b9b082f85    9 of 112   org/breezyweather/sources/dmi/DmiService
f9eed80e9e90fe80    3 of  82   androidx/compose/runtime/snapshots/SnapshotWeakSet
87f7add90ef90709   18 of  47   androidx/core/view/WindowInsetsCompat$Impl
7ca30d1d12c375cb   15 of  36   androidx/compose/runtime/AbstractApplier
5874013cba09d656    8 of  49   androidx/compose/ui/text/android/StaticLayoutFactory
d9db935c22c3f884    1 of   5   androidx/compose/foundation/shape/CornerSizeKt$ZeroCornerSize$1
627aa08f828eb76f   43 of  65   androidx/compose/material/ripple/RippleHostView
348c865513a80a89    3 of   3   org/breezyweather/common/bus/EventBus$Companion
640a76f008160e3a    4 of  29   androidx/emoji2/text/EmojiCompat$Config
8a77671d05f7226a   27 of 227   androidx/compose/material3/TopAppBarDefaults
27b37ff40ee31f16    2 of   3   androidx/appcompat/content/res/AppCompatResources
e58326c4895e0839    2 of  20   kotlinx/serialization/json/internal/DescriptorSchemaCache
fa5ffc8d005a57d2    8 of  57   kotlin/coroutines/intrinsics/IntrinsicsKt__IntrinsicsJvmKt
56df69341f5efb48   73 of 192   androidx/compose/ui/graphics/colorspace/Rgb
57f3a405884ea00a    4 of   5   androidx/compose/ui/platform/AndroidComposeView$requestFocus$1
5e3f47a3d25f7f73    3 of  10   androidx/compose/foundation/relocation/BringIntoViewRequesterKt__BringIntoViewResponderKt
638d608bbec53788    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalGraphicsContext$1
dfe81f3df79e9642   19 of  22   org/breezyweather/common/di/DbModule
eb389122846f4dbc    2 of   4   androidx/compose/material3/SurfaceKt$Surface$1$2
ea95ffd929b01d32    8 of  25   androidx/compose/material3/TypographyKt
a302dd12bc4107d4    3 of   3   androidx/compose/ui/draw/PainterNode$measure$1
a7f6c57bb5ae7ce1    4 of   7   androidx/compose/ui/input/pointer/PointerType$Companion
fb659e39588f928f   21 of  39   androidx/compose/ui/text/style/TextAlign
84c9a0a9e720ff1b    7 of   7   androidx/savedstate/ViewTreeSavedStateRegistryOwner$findViewTreeSavedStateRegistryOwner$2
e847dd993ed5e9bb    2 of   4   androidx/compose/material3/InteractiveComponentSizeKt$LocalMinimumInteractiveComponentEnforcement$1
b12f0feabad7fd92   10 of  38   androidx/compose/ui/graphics/colorspace/ColorSpace
b1abdeaf95a6de80    2 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetViewConfiguration$1
e0542d8566263e06    2 of   3   kotlinx/coroutines/Active
5e58b7cbc1aa5c69    1 of   2   org/breezyweather/DaggerBreezyWeather_HiltComponents_SingletonC$ActivityCImpl$LazyClassKeyProvider
87088a72a801fe27   10 of  27   androidx/compose/ui/text/style/TextOverflow
1b79341a6f05c3ad   14 of  44   com/google/android/material/elevation/ElevationOverlayProvider
fbd0a29cc5c7f751    2 of  65   okhttp3/ResponseBody
b81f65ce2429dfc8    3 of  12   org/breezyweather/common/basic/livedata/EqualtableLiveData
656ddca1d2e33c2a   11 of  13   androidx/emoji2/text/EmojiCompatInitializer$BackgroundDefaultLoader
03542f497676a7bd    4 of  40   kotlin/jvm/internal/FunctionReference
891d394009e3b33e  161 of 445   androidx/compose/ui/graphics/layer/GraphicsLayer
aafb30bc0b614923    8 of  13   okhttp3/Protocol
44dbba84192f811c   94 of 225   androidx/room/RoomDatabase
0a131b26e414bba8   67 of 587   androidx/compose/runtime/snapshots/SnapshotStateList
4287b1c9c5ea8d49    2 of   3   androidx/lifecycle/viewmodel/CreationExtras$Empty
ad176c0d8cbe4cc2    1 of   7   androidx/compose/runtime/ParcelableSnapshotMutableIntState$Companion$CREATOR$1
b03292a9e7089dbb   11 of  37   androidx/compose/ui/graphics/AndroidImageBitmap_androidKt
f07496c69d77df0b    4 of 110   androidx/compose/ui/graphics/colorspace/Lab
66f47bd43f522807    2 of   5   okhttp3/ResponseBody$Companion$asResponseBody$1
fbeeae42457f1cc5    3 of  12   androidx/compose/ui/text/input/KeyboardCapitalization$Companion
ca946529c78715d1    1 of   3   androidx/compose/ui/text/platform/ImmutableBool
1a45ea35417e00d2   12 of  87   androidx/core/view/MenuItemCompat
4e8f681f561dc35a    4 of   5   androidx/compose/ui/layout/AlignmentLineKt
22350b4288c2423f   13 of  14   androidx/core/view/WindowInsetsCompat$Impl21
bee54c94311c1fdd   14 of  61   androidx/lifecycle/viewmodel/internal/ViewModelImpl
5608df3735cd85ec    2 of   4   androidx/compose/runtime/DisposableEffectScope
9e29abfd61ece475    2 of   4   androidx/compose/ui/text/SaversKt$TextGeometricTransformSaver$1
632f85f7c81a7868    5 of  19   dagger/hilt/android/internal/managers/SavedStateHandleHolder
e2813fba99795290    4 of   7   androidx/compose/material3/DelegatingThemeAwareRippleNode$updateConfiguration$1
e032ff3135c851e7    1 of   1   kotlinx/coroutines/internal/ListClosed
6a44c7803d9a9144    2 of   3   androidx/compose/ui/graphics/colorspace/Adaptation$Companion$Bradford$1
57952328b803fd76    1 of   2   org/breezyweather/R$styleable
12c295981321dd1c   11 of  14   okhttp3/internal/platform/android/StandardAndroidSocketAdapter$Companion
0771effaaf0b681d    2 of   4   androidx/compose/ui/focus/FocusOwnerImpl$clearFocus$clearedFocusSuccessfully$1
efefbd59d0202f52   13 of  34   kotlinx/coroutines/internal/LockFreeTaskQueue
1d8ce3ef77af3334   12 of  18   kotlinx/coroutines/CoroutineDispatcher
915323c4d1ef1d69    2 of   2   org/breezyweather/sources/ims/ImsService$Companion
b57523feb6326816    1 of   6   retrofit2/Converter$Factory
31ab30f50ad367ad   32 of 135   kotlinx/coroutines/internal/DispatchedContinuationKt
3da428d6645e1ebe   95 of 258   androidx/compose/ui/graphics/drawscope/CanvasDrawScope
e97294ac8660437c   13 of  23   org/breezyweather/common/ui/widgets/insets/FitSystemBarSwipeRefreshLayout
d112f18722094191   14 of  95   androidx/recyclerview/widget/RecyclerView$RecycledViewPool
5bbc4171722e7fdd    3 of  36   androidx/compose/ui/input/key/KeyInputElement
4cb4273b8166029e    3 of   3   androidx/compose/material/ripple/UnprojectedRipple$MRadiusHelper
5833cdd2316e6805    3 of   4   androidx/core/content/res/ResourcesCompat$ColorStateListCacheEntry
281b8b561573fa77    4 of 201   org/breezyweather/sources/SourceManager
0c1249459285a08e   17 of 333   kotlin/text/StringsKt__StringsJVMKt
dda0ec2cbee3c21b    5 of   6   androidx/fragment/app/SpecialEffectsController$Operation$LifecycleImpact
b6edd2ac0233a2c5    2 of   9   androidx/compose/ui/semantics/SemanticsProperties$ContentDescription$1
32de183beafb296f   23 of  35   androidx/compose/material/ripple/UnprojectedRipple
6692cd3b6367989f    2 of   3   androidx/compose/runtime/saveable/SaverKt
305d5a271fe7fc51   11 of  27   androidx/compose/foundation/text/modifiers/InlineDensity
30c5ee842d911402   17 of  29   androidx/compose/ui/platform/WrappedComposition
67f1612948c4cb6a    3 of  11   kotlinx/coroutines/scheduling/DefaultScheduler
8131efc59e2bd226    2 of  25   androidx/core/view/AccessibilityDelegateCompat$AccessibilityDelegateAdapter
5de2428381a4902a    6 of   7   androidx/activity/ComponentActivity$defaultViewModelProviderFactory$2
0017099652a5cf23    4 of   8   androidx/compose/runtime/internal/PlatformOptimizedCancellationException
354f742302199a0c    2 of  13   androidx/compose/ui/semantics/SemanticsPropertiesKt$ActionPropertyKey$1
d704e7cc287ab8cb    8 of  30   androidx/compose/ui/geometry/OffsetKt
08e2b9c9a3330cdb   44 of  46   androidx/compose/material/icons/outlined/MyLocationKt
f9e3a10c5eafa9bc    2 of   6   androidx/work/impl/Migration_3_4
dfe00144357cfc46   19 of  19   androidx/compose/ui/graphics/SimpleGraphicsLayerModifier$layerBlock$1
8649ecac4944c30d    1 of   1   androidx/compose/foundation/layout/WindowInsets
420b7cc471166c7a   12 of  26   androidx/compose/ui/text/EmojiSupportMatch
df06244bd140d2b1    1 of   2   androidx/fragment/app/FragmentManager$7
5dc5ef4f2683b10b   13 of  24   androidx/compose/material3/ShapesKt$WhenMappings
8c6ff919f7736c16    2 of   5   androidx/compose/ui/platform/WindowRecomposer_androidKt$createLifecycleAwareWindowRecomposer$1
858ec93e177f9ee5    2 of   3   androidx/emoji2/text/EmojiCompat$CompatInternal19$1
066c4dc2bb299270    4 of   6   kotlinx/serialization/json/JsonImpl
e51e381a2bbd0e2a    8 of  13   androidx/compose/material3/AppBarKt$SingleRowTopAppBar$2$1
33e0c49baf25c3ba   11 of  84   androidx/appcompat/widget/AppCompatImageView
89bd3bad1ea0ff91   98 of 133   androidx/compose/foundation/layout/WindowInsetsHolder
79fbaa35ce4d567b   43 of 100   androidx/compose/ui/text/android/TextLayout_androidKt
462d437ad30113a0    1 of  19   androidx/compose/ui/text/font/AsyncTypefaceCache$AsyncTypefaceResult
6b4a5e156e05e4cf    7 of  20   org/breezyweather/settings/ConfigStore$Editor
8cf7ced74e7df905   11 of  31   org/breezyweather/main/adapters/location/LocationAdapter
6fb1efd8c43e6efe    6 of  47   androidx/compose/ui/text/TextRange
32ac9415ae5b6a0c    2 of   8   androidx/compose/animation/core/VectorConvertersKt$IntOffsetToVector$2
7491cab5329e0bd7   15 of  45   kotlinx/coroutines/UndispatchedCoroutine
dd474fa4a33ac903    5 of  11   kotlinx/coroutines/flow/internal/SubscriptionCountStateFlow
113847c6d961eb45    2 of   5   androidx/work/impl/Migration_12_13
664593cfe1d8e6bb    1 of   1   kotlinx/coroutines/CoroutineExceptionHandler
7d4ff5d63023bd4a    3 of   3   androidx/sqlite/db/framework/FrameworkSQLiteOpenHelperFactory
500f786be25f6e89    6 of  24   androidx/compose/ui/platform/DragAndDropModifierOnDragListener
3ef3b5ac7d28c545    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalWindowInfo$1
f12ef77d2c2a7f0b    6 of   6   androidx/fragment/app/DefaultSpecialEffectsController$1
1d815185928d938e    3 of  27   dagger/internal/Preconditions
4bffed3f20a676b7   26 of  84   androidx/compose/foundation/layout/ColumnKt
c67833eb71ddef35   14 of  29   app/cash/sqldelight/driver/android/AndroidQuery
45c188dcb7f4068b    2 of   2   androidx/fragment/app/FragmentManager$5
2c7371fd2a41cf55    2 of   6   okhttp3/internal/platform/android/AndroidSocketAdapter$Companion$factory$1
cdb7890971d6c58e   14 of  21   kotlinx/coroutines/JobImpl
af2f436038d6f952    1 of   3   androidx/recyclerview/widget/RecyclerView$OnScrollListener
43db7d02ec5d09f5    4 of   4   androidx/sqlite/db/SupportSQLiteOpenHelper$Configuration$Companion
faec7b5e3c59cc08    2 of   2   androidx/compose/ui/graphics/colorspace/Oklab$Companion
be154e847c4c7f8d   88 of 426   androidx/swiperefreshlayout/widget/SwipeRefreshLayout
51fceede20fdc145   30 of  63   androidx/compose/ui/graphics/vector/VectorPainter
5a9eae1661f47a35    7 of 198   androidx/compose/ui/focus/FocusRequester
a2e97837bbf13247    2 of   2   androidx/compose/runtime/changelist/Operations$Companion
24fe1694f1499dcb    7 of  38   androidx/compose/ui/graphics/vector/PathNode$RelativeCurveTo
26adce408ea8bd3e    4 of   7   kotlin/collections/AbstractSet
b965df1db1987188   25 of  52   okhttp3/internal/platform/android/AndroidLog
f3b31204337b6f88   63 of 193   androidx/compose/foundation/AbstractClickableNode
f1cf949ab5de4462   25 of  93   androidx/compose/ui/geometry/Size
692af2c2998b8332    2 of   3   androidx/emoji2/text/EmojiCompat$InitCallback
f895ebc63867f598   25 of  35   androidx/compose/ui/focus/FocusableChildrenComparator
172347e72298f698    2 of  13   org/chickenhook/restrictionbypass/RestrictionBypass
8f799b09e794db9d    1 of   1   androidx/work/Operation$State
5baa694b69bf00ba    2 of   6   androidx/activity/result/contract/ActivityResultContracts$StartActivityForResult
5280ff22cab0214a   94 of 128   androidx/compose/ui/graphics/ReusableGraphicsLayerScope
892655e180012f8c    3 of   3   androidx/compose/animation/core/AnimateAsStateKt$animateValueAsState$2$1
9148b7b6cdba546b    2 of  25   app/cash/sqldelight/TransacterImpl
9cc0109a33e9af94    9 of  27   androidx/compose/ui/graphics/StrokeJoin
7ab3a51f996eb8bb    1 of   3   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat$scheduleScrollEventIfNeededLambda$1
9eb17152f4924edd    2 of   2   org/breezyweather/main/adapters/LocationAdapterAnimWrapper$Companion
e57ca711211e9a55    1 of   7   androidx/work/impl/WorkDatabase_AutoMigration_13_14_Impl
5607100eee7f42ca    9 of  83   okhttp3/CertificatePinner
069397bac26d1832    2 of  21   androidx/compose/ui/text/input/TextFieldValue$Companion$Saver$2
8d08df8f3e857f21    1 of   3   androidx/compose/foundation/layout/WrapContentElement$Companion$width$1
8ea2930af5c6beab    2 of   8   androidx/compose/ui/platform/AndroidFontResourceLoader
30a213faeb385591    1 of  16   okhttp3/CipherSuite$Companion$ORDER_BY_NAME$1
3146f19bc4b4e2d7    1 of   2   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest$flowCollect$3$1$emit$1
34a6097fceea4463    3 of   3   androidx/compose/ui/platform/AndroidComposeView$focusOwner$2
2f9ec038fb031686   13 of  17   androidx/activity/OnBackPressedDispatcher$LifecycleOnBackPressedCancellable
6321e6011b99d194    9 of  11   androidx/compose/ui/res/Resources_androidKt
6c221e921303fcb9    2 of 105   okhttp3/internal/tls/OkHostnameVerifier
cb3607a00e17f1ce    4 of  10   androidx/customview/poolingcontainer/PoolingContainerListenerHolder
7d293403aa0e92f2   38 of  71   androidx/compose/ui/graphics/colorspace/Oklab
bd35bdc9f809ae8e    3 of   3   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/persistentOrderedSet/PersistentOrderedSet$Companion
4f2b9c213713db20    1 of   1   org/breezyweather/BreezyWeather_HiltComponents$ActivityC
37eddf0a24620698    2 of  25   androidx/collection/LongSetKt
d0c8276156d415de    9 of  30   kotlinx/coroutines/JobKt
c8f2356d04b75983    7 of  11   androidx/compose/ui/platform/AbstractComposeView$ensureCompositionCreated$1
5dec5f0a9d1ad56e    3 of   4   androidx/compose/ui/unit/DensityKt
6cfd62f099e6d9c3    3 of  16   androidx/compose/ui/res/ResourceIdCache
31639b53ac2f0b8f   12 of  17   androidx/compose/foundation/layout/WindowInsetsPaddingKt$windowInsetsPadding$2
cf9c37d264c8aabc    1 of  10   androidx/fragment/app/FragmentManager$9
4b3df5f3566365ee  181 of 1399   androidx/compose/ui/text/TextStyle
d15a9b8743164786    1 of   7   androidx/recyclerview/widget/RecyclerView$ItemDecoration
36b50fa883de0eab   10 of  31   kotlinx/coroutines/flow/FlowKt__ShareKt$launchSharing$1
d04036c2798cd9fe   25 of  49   androidx/compose/runtime/SnapshotMutableStateImpl
1fec4636bf5b4a0e    1 of   2   org/breezyweather/DaggerBreezyWeather_HiltComponents_SingletonC$ViewModelCImpl$LazyClassKeyProvider
8737688ca838df49    4 of   4   androidx/compose/ui/text/intl/LocaleList$Companion
1dcae602bc10b28f    7 of   8   androidx/compose/ui/graphics/vector/VNode
bf732efa1016c20b   35 of 133   kotlinx/coroutines/channels/BufferedChannel$BufferedChannelIterator
d0d9dba030c3d37c    2 of   2   androidx/work/impl/constraints/controllers/NetworkMeteredController$Companion
0d734e99a4e8ee18    2 of   2   org/breezyweather/sources/eccc/EcccService$Companion
9ad74fd11e923ecf   14 of 163   kotlinx/coroutines/flow/FlowKt
b3a005ca1fe02361    3 of   3   androidx/compose/foundation/layout/BoxKt$EmptyBoxMeasurePolicy$1
6daf6338b9e7cdcd    3 of   7   androidx/work/impl/utils/SerialExecutorImpl$Task
07d0446fa265de1d   25 of 143   kotlin/collections/CollectionsKt__CollectionsKt
35d7be73630f27b8    7 of  23   androidx/collection/internal/LruHashMap
8853fbcf32bf1ca2   23 of 252   androidx/appcompat/widget/AppCompatTextViewAutoSizeHelper
8f70441bc3ea7637    6 of  25   org/breezyweather/sources/smhi/SmhiService
65484a28d044e3f9    3 of   4   com/google/android/material/shape/MaterialShapeDrawable$2
60f31dcb7c446d80    1 of   8   kotlin/jvm/internal/MutablePropertyReference0Impl
355df990ae974d64   55 of  96   androidx/core/content/res/ColorStateListInflaterCompat
cfbdabdd896e7086    1 of   5   androidx/compose/foundation/layout/PaddingKt$padding$2
b136f08c66c73535    4 of  34   androidx/work/impl/constraints/trackers/NetworkStateTrackerKt
6d91323f58579362    4 of  19   androidx/compose/ui/text/font/AndroidFontResolveInterceptor
8abe039efa2e20aa   14 of  68   androidx/fragment/app/FragmentAnim
9be96b2d20c3081f    7 of  45   kotlin/collections/CollectionsKt__CollectionsJVMKt
acb09b311b79ba18    1 of   5   org/breezyweather/main/MainActivity_MembersInjector
a035dc4dcb500be1    1 of  16   androidx/fragment/app/FragmentManager$10
f9e527810610f416    1 of   3   androidx/compose/material3/IconKt$Icon$3
5067d9bdfd1d0ff1   15 of  21   androidx/compose/ui/graphics/colorspace/Illuminant
c191934aae80e418    2 of   4   com/google/android/material/shape/CornerTreatment
12fa841cbeff4f16   60 of 1803   kotlin/collections/CollectionsKt___CollectionsKt
cf2f75239673f2d3    2 of   5   androidx/compose/ui/layout/AlignmentLineKt$LastBaseline$1
81cb2a698d5ac3c9    4 of  12   kotlin/collections/AbstractSet$Companion
eec69a5aa6e3612e    1 of   3   androidx/appcompat/app/AppCompatActivity$1
f13bfde81fd6f519    1 of  10   androidx/core/view/NestedScrollingParentHelper
9df3d5b4b459d909    2 of  37   androidx/compose/ui/text/SaversKt$TextLinkStylesSaver$2
3d35c2aa843ed140   26 of  45   androidx/compose/runtime/Recomposer$recompositionRunner$2$unregisterApplyObserver$1
c4f4b20051aef667    2 of   9   androidx/appcompat/widget/AppCompatTextHelper$1
63724b760f68943d   60 of  86   androidx/startup/AppInitializer
192359dfb82cca2b    2 of   2   androidx/compose/ui/text/platform/SynchronizedObject
72fc897f788e7c4d   10 of 148   androidx/appcompat/widget/AppCompatDrawableManager$1
4fe6ecbae410b68d    3 of  32   androidx/compose/ui/graphics/AndroidColorFilter_androidKt
6d692e0ef3e2ea1d   11 of  14   androidx/compose/material3/tokens/ElevationTokens
59052a9d26591817    2 of  10   com/google/android/material/shape/AbsoluteCornerSize
4f866dfbc772e55b    1 of   1   androidx/lifecycle/viewmodel/internal/SynchronizedObject
70782f68a6f7da08    4 of   4   androidx/compose/material3/RippleKt$LocalRippleConfiguration$1
e700e12692b12e75    8 of  12   okhttp3/TlsVersion
de277749b669237a   23 of  44   androidx/fragment/app/FragmentActivity$HostCallbacks
17898b16eb7ae0a3    7 of  14   androidx/compose/foundation/layout/WindowInsetsSides$Companion
94880788967e7e05   31 of  45   androidx/lifecycle/SavedStateHandleSupport
be59af9411a9d641   12 of  20   androidx/compose/ui/focus/FocusStateImpl
dfcda5e896715ccb    6 of   6   androidx/compose/ui/node/HitTestResultKt
a0a8b762a52e002d    7 of  76   androidx/recyclerview/widget/RecyclerView$Adapter
a6756754b9641a50   10 of  10   org/breezyweather/DaggerBreezyWeather_HiltComponents_SingletonC$ViewModelCBuilder
f345cf1edde6c83d    5 of   9   androidx/compose/material/ripple/RippleThemeKt
6d597c372ca5c75d    2 of  13   androidx/room/InvalidationTracker$Companion
f56f8154398a5ad6   17 of 275   breezyweather/data/location/LocationRepository
dc092feb4a4fc76f    1 of   5   org/breezyweather/common/di/DbModule_ProvideSqlDriverFactory
7f3ffd75162e0499    5 of  11   com/google/android/material/animation/AnimationUtils
633cbf132f99d0b3    4 of   5   androidx/compose/ui/graphics/StrokeJoin$Companion
