[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/Droid-ify-_v0.7.6-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
83b87ad8255b981b    4 of  19   dagger/hilt/EntryPoints
32adb5ac08b83b9a    3 of   7   com/looker/droidify/database/Database$Subject$Repositories
a26107120958680f   16 of  56   androidx/datastore/core/DataStoreFactory
8634bad6b9858143   15 of  41   kotlinx/coroutines/sync/SemaphoreKt
2dd890f76a23c328    9 of  38   com/looker/droidify/installer/InstallManager$uninstaller$1
ccfa66d3b33edd33   90 of 178   com/google/android/material/progressindicator/DrawableWithAnimatedVisibilityChange
24fa2502afc14a11    6 of  12   kotlinx/coroutines/flow/FlowKt__CollectKt$launchIn$1
c4abcaad018bdba5   21 of  87   okhttp3/Request
2c82034ec6a0fd46   78 of 427   kotlinx/serialization/json/internal/AbstractJsonLexer
ff424fa2422f96e4    2 of   2   androidx/room/RoomDatabase$Companion
25e6a4eb3e81cba7    1 of   8   kotlin/collections/builders/AbstractMapBuilderEntrySet
d024d4b83ddb0d6c    3 of  18   okio/Options
2c5b15e024804915    1 of   1   kotlinx/coroutines/internal/ListClosed
bb4933f103c99f40    6 of  54   androidx/appcompat/widget/TintContextWrapper
c51aec81a0b08d19    7 of   7   com/looker/droidify/ui/appList/AppListFragment$onViewCreated$1$1$2$1
61a3c28eed8d6a95   41 of 175   androidx/room/RoomDatabase$Builder
9de763b779c623a0   37 of  45   com/google/android/material/textview/MaterialTextView
ecb82e9ac0d356c6    2 of   2   androidx/work/impl/constraints/controllers/NetworkNotRoamingController$Companion
2f32947091cdeeb7    2 of   9   okhttp3/internal/http/CallServerInterceptor$intercept$1
cc9124e00685facd    7 of   8   com/looker/droidify/service/SyncService$State$Syncing
a08badc3d51d9c6b    3 of   3   androidx/sqlite/db/framework/FrameworkSQLiteOpenHelper$DBRefHolder
813dc115476c637b   45 of 309   com/fasterxml/jackson/core/JsonFactory
c4c280c160674024    4 of  73   androidx/core/util/Preconditions
71713f178b3f611a    1 of   9   androidx/room/TransactionElement
0e29e6e966072a82  253 of 2416   androidx/datastore/preferences/protobuf/MessageSchema
67cad76ae53d21d8    7 of   9   androidx/work/impl/model/PreferenceDao_Impl$1
d8b70f42fbd82868  102 of 128   okio/Options$Companion
f120c75b1b4f0972   20 of  42   kotlinx/coroutines/flow/SharedFlowKt
5a5530b56260bcc8    3 of   6   kotlinx/coroutines/android/AndroidDispatcherFactory
c7d02d6441795f85    4 of   5   kotlinx/coroutines/flow/FlowKt__ZipKt$combine$$inlined$combineUnsafe$FlowKt__ZipKt$1
0354622f20d205e0   18 of  22   com/looker/droidify/index/RepositoryUpdater$processFile$1$1$2$1
b80b2023f5d3a9b7   19 of 535   kotlin/ranges/RangesKt___RangesKt
735af19cc024f6af    2 of  44   androidx/activity/result/contract/ActivityResultContracts$RequestMultiplePermissions
33eac87d5c82435b    1 of   1   kotlin/coroutines/jvm/internal/SpillingKt
c0064f5f9994829d   19 of  28   androidx/work/ListenableFutureKt
97d8551ec598330f    5 of   5   kotlinx/serialization/json/internal/ByteArrayPool8k
a6ceb42233d5456b   10 of  12   androidx/work/impl/WorkerWrapper$launch$1$resolution$1
0979b822db6e0e67    2 of   2   okhttp3/internal/http2/PushObserver$Companion
4417802296bc36da    8 of  14   kotlinx/coroutines/SupervisorKt
b3302ee2dc5325d5   17 of  31   dagger/hilt/android/internal/managers/ActivityComponentManager
9a363820b9714f33  233 of 954   androidx/coordinatorlayout/widget/CoordinatorLayout
3dda660e96a91928  180 of 860   okio/Buffer
17023be700eae859    8 of  12   androidx/room/coroutines/PassthroughConnection$withTransaction$2
0c5aa35fb8fc23a0    7 of  97   okio/GzipSource
7dab4e783ca4db2d    6 of   6   com/looker/droidify/DaggerDroidify_HiltComponents_SingletonC$FragmentCBuilder
777e4bfbcb87d359   10 of  10   com/looker/droidify/database/Database$Schema$Lock
6552c643491fae55    9 of 105   com/google/android/material/internal/ViewUtils
8139548f6ca2bd4f    1 of   1   androidx/customview/view/AbsSavedState$1
1ab81775e0977906    3 of   3   androidx/datastore/preferences/core/Preferences
1c04a4f4dd90013d   18 of  20   androidx/arch/core/internal/SafeIterableMap$IteratorWithAdditions
7f097156ec2de62c    7 of  10   kotlinx/serialization/internal/BooleanSerializer
3bdb24485e919562   10 of  16   com/looker/droidify/Droidify$updatePreference$1$3
9ae9ecc700c71280    8 of  24   kotlinx/serialization/internal/PrimitiveSerialDescriptor
3d398d40213be529   19 of  33   okhttp3/internal/platform/Platform$Companion
31e66ec6804a1b01   39 of 190   com/looker/droidify/service/SyncService$Binder
ae1c7319d8cb61a3   81 of 349   androidx/recyclerview/widget/DefaultItemAnimator
c99e8d5ebb283b87    3 of   3   com/looker/droidify/ui/appList/AppListFragment$special$$inlined$viewModels$default$3
947cd74898febfb8    4 of  10   androidx/room/RoomDatabaseKt
609688f6a2b89eaa    1 of   7   com/google/android/material/shape/MaterialShapeDrawable$2
29a3ebcf68292e30    7 of 108   androidx/core/graphics/drawable/DrawableCompat
73855b5307c3bb60    1 of   2   androidx/work/impl/background/systemjob/SystemJobService$Api28Impl
414ac2d4c2b7255f    1 of   9   androidx/core/content/ContextCompat$Api26Impl
e1c6d661f188b258    8 of  12   androidx/room/coroutines/PassthroughConnectionPool$useConnection$2
4f98a04d28a7930a   60 of 227   okhttp3/internal/_UtilJvmKt
e01a37a6825ee19a   60 of  71   androidx/coordinatorlayout/widget/DirectedAcyclicGraph
4eee8123e9df826e    8 of  53   kotlin/text/CharsKt__CharJVMKt
5800c6bf0fe515db    1 of   5   androidx/tracing/TraceApi29Impl
f67f73238ba12a7e    8 of  17   com/looker/droidify/ui/appList/AppListFragment$onCreateView$3
d94060de505ecd46   16 of  26   androidx/lifecycle/Lifecycle$Event$Companion
5b6b8cc300c893e8  313 of 1554   com/fasterxml/jackson/core/json/UTF8StreamJsonParser
4517595407c27f09    4 of  21   kotlinx/coroutines/flow/FlowKt__DelayKt
fce4d5b3c43489e8    2 of  24   androidx/activity/OnBackPressedCallbackInfo
c89932760f5e613d    4 of   4   okhttp3/internal/cache/CacheStrategy
aa83ff78d1b600dc   15 of 499   androidx/datastore/preferences/protobuf/SchemaUtil
74272a3aa29d9811    1 of   2   kotlin/jvm/internal/Ref$LongRef
c525ca93b02afb0e  113 of 530   androidx/appcompat/view/menu/MenuBuilder
e0656eb03e2e3467    4 of   4   okhttp3/OkHttpClient$Companion
66c4ed3ebacdd5aa   60 of 109   okhttp3/internal/http2/Hpack$Reader
114da943e2647eca   24 of  40   com/google/android/material/tabs/TabLayoutMediator
d3974b76cf01d345    2 of   2   androidx/datastore/core/InterProcessCoordinator_jvmKt
d023d65bc55a9787    1 of  18   androidx/appcompat/widget/SearchView$6
8e307f243f7efacf   10 of  21   androidx/arch/core/internal/SafeIterableMap$ListIterator
0a80801115841bbe    3 of   3   androidx/navigationevent/NavigationEventTransitionState
df21da33023b4385    7 of  14   androidx/work/impl/utils/IdGenerator
0b35833e73a66f02   52 of 137   androidx/work/impl/utils/EnqueueRunnable
8daa31e3703258cb    1 of   3   kotlinx/serialization/internal/GeneratedSerializer
73facda7e8bfe250    9 of  22   kotlinx/coroutines/BuildersKt__BuildersKt
a48717eef10196dc    8 of  31   kotlin/Result
c8c3810c414c4c34    2 of   2   androidx/work/Configuration$Companion
80fd80e00637c292   14 of  37   com/google/android/material/ripple/RippleUtils
aebecdb65f9fc82f    3 of   3   com/looker/droidify/service/SyncService$Task
a89e268214436ee7    2 of   2   okhttp3/internal/http2/PushObserver
de2dadb1448e73ab   19 of  34   androidx/datastore/preferences/protobuf/UnsafeUtil$MemoryAccessor
75807bd50c8a9665    1 of   2   com/looker/droidify/compose/appList/AppListViewModel_HiltModules_BindsModule_Binds_LazyMapKey
09374675a306b8fe    5 of  30   okhttp3/CacheControl
5c966749e9ac26cd    4 of   4   com/looker/droidify/utility/common/extension/Json
3cc323e8e655edc0   42 of 134   kotlinx/coroutines/internal/ThreadSafeHeap
79198e9442141127    6 of  18   com/looker/droidify/model/Product$Screenshot
5e24be7f9b16ef89  109 of 195   kotlinx/coroutines/scheduling/CoroutineScheduler$Worker
77eb2c102eae1190    8 of  45   kotlin/collections/AbstractList$Companion
d78bb4947fd1a808    1 of   2   com/looker/droidify/ui/appDetail/AppDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey
601d2045845c10cc   18 of  23   okhttp3/internal/http/RequestLine
add1df43b13b6760   55 of 268   androidx/collection/SimpleArrayMap
2ac9eff830b9d141    1 of   2   com/looker/droidify/ui/appDetail/AppDetailViewModel_HiltModules$KeyModule
c8dc774a41e26aba    2 of   2   androidx/dynamicanimation/animation/DynamicAnimation$ViewProperty
2dd02ec5d8c72f1d    4 of   4   com/looker/droidify/data/model/FingerprintKt$hex$1
af62e6978e35d30f    4 of   6   androidx/concurrent/futures/AbstractResolvableFuture$SafeAtomicHelper
87cf2189704492cd   11 of  18   androidx/room/util/DBUtil__DBUtil_androidKt$performSuspending$$inlined$compatCoroutineExecute$DBUtil__DBUtil_androidKt$1
2275c06437bd017e    3 of   3   kotlinx/coroutines/JobSupport$ChildCompletion
729bf6f0412b6194    5 of  17   androidx/emoji2/viewsintegration/EmojiEditTextHelper
a22ac84209dea760    6 of   6   com/looker/droidify/di/CoroutinesModule
b61c6e78aac8367b    1 of  19   com/looker/droidify/installer/InstallManager$installer$1$1
ac4e76888093be8f   15 of 126   kotlinx/coroutines/internal/FastServiceLoader
866305c58ada7d99    2 of   4   kotlinx/coroutines/flow/internal/NoOpContinuation
81817c22f02d9966    2 of   3   okhttp3/internal/concurrent/TaskRunner$Companion
8badf10168b0b6f0   11 of  13   androidx/work/impl/CleanupCallback
9df59e3a20d4f7ef    1 of   1   androidx/dynamicanimation/animation/DynamicAnimation$MassState
64f5568f9134e7b8    9 of  15   androidx/activity/contextaware/ContextAwareHelper
cad32216eb725740    3 of   8   kotlin/coroutines/jvm/internal/Boxing
f8c6da37120a1403   17 of  20   com/fasterxml/jackson/core/JsonFactory$Feature
eab3dbddec5019c7    6 of  13   androidx/core/content/res/ResourcesCompat$ColorStateListCacheKey
16e3a91cb3662862    9 of   9   com/looker/droidify/database/Database$CategoryAdapter
1112ee2f1cc64706   59 of 222   androidx/fragment/app/FragmentStore
c07e45bb6da18c9b   65 of 129   androidx/datastore/preferences/protobuf/FieldType
cf03b67a109d9d1b   19 of  90   okhttp3/internal/platform/Platform
2f6d1d8975966272    4 of   7   kotlinx/coroutines/ExecutorCoroutineDispatcher$Key
c82821356d03111e   12 of  15   androidx/work/impl/UnfinishedWorkListenerKt
377fdb441c501569   12 of  14   androidx/lifecycle/ServiceLifecycleDispatcher
b3ca52a7faf7de99    4 of  30   kotlinx/coroutines/JobCancellationException
5556f4a438c86c3e   16 of  36   kotlinx/coroutines/selects/SelectImplementation$ClauseData
511fc68dee93ac04    2 of   2   okhttp3/Dns$Companion
0dca184000b4a038    1 of   1   androidx/datastore/preferences/protobuf/ByteOutput
27a19100967f95d8    8 of  12   kotlinx/coroutines/flow/internal/FlowCoroutineKt$scopedFlow$1$1
0212cdc9c27ed8a2   60 of  61   androidx/constraintlayout/widget/ConstraintLayout$LayoutParams$Table
82b17a977c13513d   96 of 221   kotlinx/coroutines/selects/SelectImplementation
e51dd9383559ac76   45 of  88   okhttp3/internal/connection/RouteSelector
50d225cdef806f94    3 of  48   androidx/emoji2/viewsintegration/EmojiTextViewHelper$HelperInternal19
ff65fddf65ad721b   22 of  44   kotlinx/coroutines/flow/FlowKt__ContextKt
495257524535ee38    5 of   8   kotlin/LazyKt__LazyJVMKt$WhenMappings
a14de7326413a77d    7 of  10   kotlinx/coroutines/scheduling/CoroutineScheduler$WorkerState
539d1607ef27ffaf   14 of  66   androidx/loader/app/LoaderManagerImpl
07ae1795199c0cb4    1 of   3   androidx/datastore/core/StorageConnectionKt
087b21b095f8b927   10 of  12   kotlinx/coroutines/flow/internal/ChannelFlow$collect$2
df48054091652e7a    4 of  22   androidx/room/TransactionExecutor
005a4a7fba9e35ac   11 of  12   dagger/hilt/android/internal/managers/ServiceComponentManager
47f4fab5985ac002   50 of 315   com/fasterxml/jackson/core/util/TextBuffer
72e126e247e356fa    2 of   6   com/looker/droidify/ui/tabsFragment/TabsFragment$onViewCreated$2$2
497fb41fbb9b53e0    1 of   2   com/looker/droidify/MainActivity$collectChange$$inlined$get$1$2$1
f382c24dc74a939e    9 of   9   androidx/fragment/app/SpecialEffectsController$Companion
a834444ad84d2112    9 of  32   com/google/android/material/resources/MaterialAttributes
745f6a145ffba491   12 of  50   com/looker/droidify/index/RepositoryUpdater$update$3
a24201c17aaf0c09    3 of  15   kotlin/io/CloseableKt
4deabce6fa08ae22   14 of  38   kotlinx/coroutines/selects/SelectKt
d0df75eb2302b311    4 of   4   com/looker/droidify/di/InstallModule
856ffe98f45aaa86   28 of 132   androidx/core/view/WindowInsetsCompat
86615bac676fdf92    2 of   2   kotlinx/coroutines/flow/StateFlowImpl$collect$1
0b1e0e5d278fe7fc    8 of   8   com/looker/droidify/ui/appList/AppListAdapter$LoadingViewHolder
98f063fbee594066    1 of   2   com/looker/droidify/compose/appDetail/AppDetailViewModel_HiltModules$KeyModule
a8b8538b48954690   13 of  17   okhttp3/internal/connection/InetAddressOrderKt
366a7366c63dd606   29 of  29   com/looker/droidify/DaggerDroidify_HiltComponents_SingletonC$ViewModelCImpl
2387abbc42fa3ff9    3 of 325   androidx/constraintlayout/core/state/WidgetFrame
64c777430bc33d7e   13 of  21   androidx/sqlite/db/SupportSQLiteOpenHelper$Configuration$Builder
41f3ac384bd76326    2 of   5   kotlin/Result$Companion
3abbe5f584404e34   10 of  71   androidx/datastore/preferences/protobuf/Utf8
bfdfa6f2c325bf32   19 of  34   androidx/work/impl/model/PreferenceDao_Impl
ddb5dc967362377a    9 of  15   com/looker/droidify/service/SyncService$onCreate$1
6874e685be83554e    3 of   6   androidx/appcompat/app/AppLocalesMetadataHolderService
a2ea7e10799f4059   10 of  12   com/looker/droidify/model/Product$Screenshot$Type
8a444bbb9292d653    5 of  50   androidx/work/impl/utils/PreferenceUtils
4f41773cbe3a0378    1 of   2   androidx/dynamicanimation/animation/FloatPropertyCompat
444fb079844f1539    3 of   3   androidx/work/impl/model/SystemIdInfoDao_Impl$Companion
b492c03c97dfe632    1 of   5   androidx/dynamicanimation/animation/DynamicAnimation$14
26f40d41d6a35855    1 of   4   androidx/appcompat/widget/ActionMenuPresenter$ActionMenuPopupCallback
92f134f07ac6998e    7 of  41   androidx/sqlite/driver/SupportSQLiteStatement$TransactionSQLiteStatement
6378649d655017fe    4 of   4   kotlinx/coroutines/channels/BufferedChannel$onReceive$1
4f1d182ccb746909   20 of  70   com/google/android/material/tabs/TabLayout$Tab
7df8cdca383acd46    4 of  37   androidx/appcompat/widget/ThemeUtils
12565b7889ca25aa    1 of  15   androidx/recyclerview/widget/GapWorker$1
20ce218f01e935e7   37 of 112   androidx/fragment/app/FragmentActivity
9b9e93120ef92327   17 of  20   androidx/work/Logger
b895bada0163467f   39 of  78   kotlinx/coroutines/internal/ConcurrentLinkedListNode
6d26e3b781bb3a7c   92 of 145   okhttp3/internal/concurrent/TaskRunner
88462356bdedb3a7   22 of  27   com/looker/droidify/data/local/model/RBData$$serializer
f3e4368d0cb68c85   90 of 122   com/looker/droidify/index/IndexMerger
73d85544c1eb122c   12 of  19   androidx/work/impl/utils/SerialExecutorImpl
1a20f736a2bc9af1    3 of  12   androidx/viewpager2/widget/ViewPager2$LinearLayoutManagerImpl
ae6d683027889489    4 of   5   com/looker/droidify/index/RepositoryUpdater$init$1$invokeSuspend$$inlined$map$1
bc3fdbbbf01462f0    5 of   8   androidx/appcompat/app/AppCompatDelegateImpl$2
4dac9e9f24ddd28d    1 of 175   androidx/datastore/preferences/protobuf/Utf8$Processor
b083855e291c49a7    7 of  12   kotlinx/serialization/json/JsonKt
8d01f54877a6aa85    9 of  11   com/looker/droidify/Hilt_Droidify
2a60abd338efdc37    4 of   5   com/looker/droidify/ui/appList/AppListViewModel$special$$inlined$get$1
50adefeafcbd4696   19 of  20   kotlinx/serialization/json/internal/DescriptorSchemaCache
654d1a824f9c253e   20 of  26   androidx/datastore/preferences/protobuf/MapFieldSchemaLite
978148e89b0b2113   13 of  32   kotlin/collections/EmptyMap
eb90fb5f2a77efcb    2 of 242   androidx/datastore/preferences/protobuf/ExtensionSchemaLite
74916ac9635fd872    5 of   8   dagger/hilt/android/flags/FragmentGetContextFix
cdc7d1940f348611   27 of  43   androidx/datastore/core/DataStoreImpl$InitDataStore$doRun$initData$1
c71a0a2ab1153952    9 of   9   kotlin/collections/builders/MapBuilder$Companion
c5889e0484ae3a55   84 of 170   com/google/android/material/progressindicator/LinearDrawingDelegate
8b8a6d25010772d0    3 of   4   androidx/fragment/app/SpecialEffectsController$WhenMappings
4119f3c343937432    8 of  14   com/looker/droidify/database/Database$RepositoryAdapter$getAllStream$$inlined$map$1$2
d959085678235c51    3 of   3   kotlinx/coroutines/flow/internal/NopCollector
633ecf19b45d7dfa    4 of 138   okhttp3/ResponseBody
ae1a7b4760582087    3 of   3   androidx/work/impl/StartStopToken
53b2b63e16dfa6d4   10 of  21   kotlinx/coroutines/flow/FlowKt__EmittersKt$onStart$$inlined$unsafeFlow$1
b4f0dfa4b4a2ba7e    1 of   3   androidx/work/impl/WorkDatabase_AutoMigration_20_21_Impl
57b9b54d65d942a4    4 of  43   androidx/work/impl/constraints/trackers/NetworkStateTrackerKt
6ae072b27328cef3    6 of  12   androidx/recyclerview/widget/RecyclerView$ItemAnimatorRestoreListener
867b7398b3c5f3ad    2 of  19   androidx/viewpager2/widget/ViewPager2$RecyclerViewImpl
1902436a4c78139c    3 of  27   dagger/internal/Preconditions
2ad91fed90c9c070   50 of 138   androidx/core/content/res/ResourcesCompat
f702b183eb53b85d    5 of   6   kotlinx/coroutines/internal/SystemPropsKt__SystemPropsKt
12f207d9e21142aa   16 of  31   androidx/room/util/KClassUtil
5b9577c9e7b33e7d    3 of  22   com/looker/droidify/data/encryption/Sha256Kt
9a6a8413dc1b27f1    3 of   3   okhttp3/Authenticator
cb3ef8cf0ea998cc   12 of  38   kotlinx/coroutines/internal/ThreadContextKt
ed9a2c1fc966ad7f    2 of   4   androidx/core/app/NotificationCompatBuilder$Api23Impl
fe795e703a3f0fa8    1 of   2   com/looker/droidify/DaggerDroidify_HiltComponents_SingletonC
4699a89006e92d7f    2 of   2   com/looker/droidify/MainActivity$Companion
df327d3bc6ad4105   17 of 160   androidx/fragment/app/strictmode/FragmentStrictMode
5640eacd04b99d97    1 of   1   kotlinx/serialization/json/internal/DescriptorSchemaCache$Key
ea9eff03f75f0767   41 of 246   androidx/work/Data$Companion
5cb75de87f4b9bb1    4 of   6   okhttp3/internal/connection/ConnectPlan$WhenMappings
296f63e5ac57f37a    1 of   3   com/looker/droidify/Droidify$updatePreference$1$1$2
b730f879f1fa4b1b   24 of 158   androidx/sqlite/db/framework/FrameworkSQLiteDatabase
390d3ed029cfcbbf    3 of   3   androidx/lifecycle/SavedStateHandleSupport$savedStateHandlesVM$1
10708fd8e2b5a8b2   70 of 134   androidx/appcompat/view/menu/ActionMenuItemView
dd9ff4d9d90c75e5    7 of 199   kotlin/io/FilesKt__FileReadWriteKt
55b8a05283a8a3f6    8 of  10   dagger/hilt/android/internal/managers/ApplicationComponentManager
10ade635ab31781d    2 of   3   kotlinx/coroutines/channels/BufferedChannel$receiveCatchingOnNoWaiterSuspend$1
9d2c04218984b53e   46 of 102   okhttp3/Response$Builder
1b16435d8ee79316    3 of  14   androidx/core/view/WindowInsetsCompat$Impl21
a290b701b8bf9892    4 of   5   com/looker/droidify/DaggerDroidify_HiltComponents_SingletonC$ActivityRetainedCImpl
ccebd61a7d7d2230    1 of   2   kotlinx/coroutines/flow/SharedFlowImpl$Emitter
8296788d5ecfa16b    2 of  29   androidx/fragment/app/FragmentFactory
b7d48970139f38fb    1 of   2   com/looker/droidify/ui/tabsFragment/TabsViewModel_HiltModules_BindsModule_Binds_LazyMapKey
3c921c4caaf3efec   30 of  57   androidx/datastore/preferences/protobuf/FieldSet$1
5026ed2eb65f2e96   13 of  14   okhttp3/internal/http1/HeadersReader
eb60c0062dbfc31a  448 of 2313   androidx/recyclerview/widget/RecyclerView
475dae0a9ac56657   50 of  53   com/looker/droidify/utility/serialization/RepositorySerializationKt
cb4ae57cec60e79d    6 of  11   com/fasterxml/jackson/core/JsonEncoding
7d0455b5c1ea1c94   15 of  18   kotlinx/coroutines/flow/AbstractFlow
7f30a7c6ca382701    4 of   7   com/looker/droidify/ui/tabsFragment/TabsFragment$onViewCreated$6$1$5$1
3fc8cb65aa674b1a    3 of   8   kotlin/coroutines/jvm/internal/SuspendLambda
4cb76c9814ded121    2 of   3   kotlinx/coroutines/flow/internal/SendingCollector
9ff7f7b53e5263c1    1 of   5   dagger/hilt/android/internal/modules/ApplicationContextModule_ProvideContextFactory
dfbf0e0ea34d072f   12 of  25   kotlinx/coroutines/flow/internal/ChannelFlowOperator
713b8f1ff6bd0d4d  106 of 281   androidx/datastore/core/DataStoreImpl
bd7989c7b6e33789   14 of  19   com/looker/droidify/service/Hilt_DownloadService
6a35c8583dea6a51   25 of  80   androidx/loader/content/Loader
0468538cd7ede5de   17 of 268   kotlin/collections/MapsKt__MapsKt
037792dab44f6035    3 of   4   androidx/datastore/preferences/protobuf/ManifestSchemaFactory$2
9f30be8abefa5a9a    2 of   4   androidx/work/impl/Migration_3_4
b770a0fbb6cc249b    5 of   8   com/looker/droidify/service/SyncService$Job$Companion$WhenMappings
9915aade2280d496    1 of   2   com/looker/droidify/ui/repository/RepositoryViewModel_HiltModules_BindsModule_Binds_LazyMapKey
9c4aff89136fb572    1 of   2   androidx/datastore/core/DataStoreImpl$data$1$invokeSuspend$$inlined$map$1$2$1
e9b32192cfc4d23a    4 of  28   kotlinx/coroutines/flow/FlowKt__BuildersKt
a933a3549b4784c0    8 of 118   com/fasterxml/jackson/core/io/ContentReference
b1aeae1d4c600632    1 of   1   androidx/lifecycle/SavedStateHandleSupport$special$$inlined$Key$3
625a2efbdcea25a9    3 of   8   androidx/work/impl/utils/WorkForegroundKt
67be451e9ce92bad   30 of 130   okhttp3/Dispatcher
2c694b0bba010886    2 of   4   kotlinx/coroutines/android/HandlerDispatcher
b82c8218d3683cb2    8 of  16   androidx/room/RoomDatabase$JournalMode
2c8533435884b2ad    4 of   4   kotlinx/coroutines/channels/BufferedChannel$onReceiveCatching$1
2ad2214afb9455fc    5 of  14   dagger/hilt/android/internal/lifecycle/HiltViewModelFactory
a557490b6915d0b8   13 of  52   androidx/fragment/app/FragmentController
ba9e87f3099e5101    2 of   3   kotlin/collections/AbstractMutableList
31d803ba3891bf00  103 of 629   androidx/appcompat/widget/LinearLayoutCompat
e209a525127370a9    9 of  10   androidx/datastore/preferences/protobuf/GeneratedMessageLite$MethodToInvoke
b4a5d42d57ea0295    2 of   2   androidx/work/impl/utils/taskexecutor/WorkManagerTaskExecutor$1
c030585e87750ae2    4 of  11   kotlin/coroutines/AbstractCoroutineContextKey
b11425265d4c4c84   15 of  20   com/looker/droidify/utility/common/NotificationKt
253fe76290e8b74e    4 of   6   androidx/loader/content/ModernAsyncTask$Status
c3555ec6b5fe0d92   73 of 212   okhttp3/internal/connection/RealConnection
ffcb5cd392e1f7f8   40 of 113   androidx/coordinatorlayout/widget/CoordinatorLayout$LayoutParams
5b3e4e766cb40ffe    1 of   2   androidx/appcompat/widget/SearchView$4
247ddbfd9acea34b    2 of   2   kotlinx/coroutines/ExecutorCoroutineDispatcher
6abb82d5b380edeb    2 of   9   androidx/work/impl/constraints/controllers/StorageNotLowController
944dc86669545379   10 of  15   androidx/lifecycle/LifecycleCoroutineScopeImpl
5f45084139ca28c8    1 of  47   androidx/constraintlayout/core/PriorityGoalRow$GoalVariableAccessor
2c88dd15edd0fa4a    2 of   2   androidx/savedstate/Recreator$Companion
d764cc8693527eba    2 of   2   androidx/work/impl/background/greedy/GreedyScheduler$AttemptData
bd84a6c6706e1d26    2 of   4   com/google/android/material/tabs/TabLayoutMediator$ViewPagerOnTabSelectedListener
cdea180e193cfad3   12 of  21   com/looker/droidify/datastore/extension/PreferencesKt$WhenMappings
a1cfca7ec587183a    4 of  11   kotlinx/coroutines/DefaultExecutorKt
abb5afa5b43ac626    5 of   6   androidx/work/InputMergerFactory
5dd5a73c0a5846bc    1 of   1   androidx/lifecycle/viewmodel/internal/SynchronizedObject
21b8639ac2b7869b   28 of  58   androidx/dynamicanimation/animation/SpringAnimation
75216a2e83949a95   16 of  19   com/looker/droidify/work/RBLogWorker
a840b7b6e64d5fb4    5 of  18   kotlin/time/DurationJvmKt
de30a3099a42716f   12 of  22   okhttp3/internal/http2/flowcontrol/WindowCounter
09f5a899ca4f7d39    2 of  30   com/google/common/collect/ImmutableCollection
f8f081690fb8803b    6 of  40   okhttp3/internal/http/HttpMethod
07899a31c40d3fae    3 of   6   androidx/fragment/app/Fragment$6
f4ae1c119f3d619f   16 of  17   com/looker/droidify/utility/common/cache/Cache$cleanup$2
e4c29397b70fc67a    2 of   2   okhttp3/internal/http2/Http2Stream$Companion
057c37589c576852   13 of  30   com/google/android/material/appbar/AppBarLayout$LayoutParams
b2a477072b5658d7    4 of   5   com/looker/droidify/Droidify$updatePreference$1$1$invokeSuspend$$inlined$get$1
1b184da94d321da1    1 of   2   com/looker/droidify/ui/appList/AppListViewModel_HiltModules_BindsModule_Binds_LazyMapKey
90faf19070fdc7b3   24 of  94   okhttp3/CertificatePinner
b93a4dd8dee62c20    3 of   3   androidx/room/coroutines/RunBlockingUninterruptible_androidKt
a5c326065a554fb6   99 of 258   okhttp3/internal/http2/Http2Stream
ebad3a40d1c55600   25 of  65   androidx/work/impl/utils/EnqueueUtilsKt
340482152630d608   24 of  43   okhttp3/internal/concurrent/TaskRunner$runnable$1
286c06313d93c5e4    2 of   2   okhttp3/Dns
16a0d4108932ada8    6 of  12   com/looker/droidify/ui/tabsFragment/TabsFragment$onViewCreated$6
222e0665cc600e06    1 of   2   androidx/room/coroutines/PassthroughConnection$usePrepared$1
7f1dea3e03e070f2   16 of  19   androidx/datastore/core/DataStoreImpl$updateData$2
9f82c7772e1560d2    4 of   4   kotlinx/coroutines/flow/FlowKt__ZipKt$nullArrayFactory$1
b97d9409c0aaabed    5 of  33   kotlinx/coroutines/flow/FlowKt__EmittersKt
78e3e6355ad4d234    1 of   4   androidx/core/content/ContextCompat$Api21Impl
4e803a00e3bf3108    2 of   2   okhttp3/internal/http2/Http2Writer$Companion
0dcfe52290c0de14   15 of 121   androidx/core/content/ContextCompat
d5227b906a06228d    1 of   5   androidx/dynamicanimation/animation/DynamicAnimation$3
0898ee271508658e   30 of  49   okhttp3/internal/http2/Http2ExchangeCodec
1238de1d14b63ea8    7 of  22   kotlinx/coroutines/flow/FlowKt__ErrorsKt$retryWhen$$inlined$unsafeFlow$1
9a686c3ec604966f    2 of   3   com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer$TableInfo
3c7edf8cc6d9b314   28 of  50   androidx/loader/content/ModernAsyncTask
0373893d479beb95    1 of   1   kotlinx/coroutines/flow/internal/AbstractSharedFlowKt
64f85e9d6b51f777   12 of  12   kotlin/coroutines/CoroutineContext$Element$DefaultImpls
7863099849de5e66    5 of   8   androidx/viewbinding/ViewBindings
2ae4abfb0b5e6c04    2 of  46   androidx/viewpager2/widget/FakeDrag
e17d4aeadce74135    3 of   8   androidx/core/view/ViewCompat$Api23Impl
d53135614a515c4b    4 of   9   androidx/lifecycle/LifecycleRegistryKt
