[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/Cofi-_v1.21.5-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
506cce7a5449cc33    2 of   7   androidx/work/impl/Migration_1_2
8af7f7f01a27c14e    2 of  29   androidx/compose/material/ripple/RippleAlpha
048db3629b566ad7    6 of  30   androidx/compose/runtime/collection/MutableVector$MutableVectorList
e6ebe2db5aad98ec  299 of 1110   androidx/compose/runtime/SlotWriter
6e4e00b01be0b36a   42 of 186   kotlinx/coroutines/internal/DispatchedContinuation
7aae05d6fa21c32d    5 of   6   androidx/compose/runtime/ComposableSingletons$CompositionKt
64cb75f912656522    1 of   7   androidx/compose/foundation/layout/PaddingKt$padding$1
11f7d01132fd1562   30 of  41   androidx/compose/foundation/lazy/layout/LazyLayoutItemContentFactory$CachedItemContent$createContentLambda$1
a141e90c64fe8acc    4 of   4   com/omelan/cofi/pages/list/RecipeListHeaderInfoKt$createRecipeListHeaderInfo$4
fd000d932211b400    3 of   5   androidx/compose/runtime/MonotonicFrameClock$DefaultImpls
8da102dc21f0880e    2 of 264   androidx/compose/ui/text/font/FontMatcher
cd939114f35b895a    4 of   4   androidx/lifecycle/ProcessLifecycleOwner$Api29Impl
a37733b3dd804bca    2 of   2   androidx/compose/ui/node/LookaheadCapablePlaceable$Companion
233fe777ef89cd4f    2 of   4   androidx/compose/animation/core/SeekableTransitionState$observer$1
05c54dff339f9d2a    2 of   8   kotlin/jvm/internal/PropertyReference0
b6eb8276e40c3602   20 of  26   androidx/compose/material3/MaterialTheme
2e0a8d10802125a8   44 of  90   com/omelan/cofi/components/RecipeItemKt
a08462ff17e2b30e    4 of  26   androidx/compose/ui/unit/DensityWithConverter
a9ee2efd2eb8ef33    3 of   3   androidx/lifecycle/LifecycleDispatcher$DispatcherActivityCallback
fef1707afea756b4    9 of  21   androidx/core/view/WindowInsetsCompat$Type
545d29d6762bed39    3 of   7   androidx/compose/ui/platform/ViewCompositionStrategy$DisposeOnDetachedFromWindowOrReleasedFromPool$installFor$listener$1
dd2960a6a7dcdcc8    2 of   3   androidx/compose/ui/graphics/colorspace/Connector$Companion$identity$1
cd16168a62da9fda    5 of   8   androidx/compose/ui/graphics/ColorFilter$Companion
760764fb7d44e91d    2 of  11   androidx/work/impl/constraints/controllers/ConstraintController
887fddeb09a51a9a   57 of  71   androidx/compose/ui/semantics/SemanticsProperties
52819f5e7c537721   11 of  30   androidx/compose/ui/graphics/colorspace/RenderIntent
2a09b69337b48d83    4 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetCompositeKeyHash$1
841daa9d4d6bc544   57 of 1511   androidx/work/impl/model/WorkSpecDao_Impl
a9ccdf706adabad6    5 of   8   androidx/compose/ui/geometry/Offset$Companion
eccf1cfb36f5e077    2 of  31   com/google/android/gms/common/Feature
e0d5a73aab270a71   13 of  20   androidx/lifecycle/Lifecycle$Event
bbcd523d9a1f5555   45 of 169   androidx/compose/runtime/changelist/FixupList
e52137e01d8869f3    4 of  15   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/PersistentHashMapEntries
a8a770fda808b6ed   39 of 327   okio/internal/-Path
06eb1982ef5916f1   13 of  21   androidx/navigation/NavigatorProvider$Companion
f0d4b32f2b9aeea2    4 of   5   com/omelan/cofi/pages/list/RecipeListKt$RecipeList$isMultiColumn$2$1
f29af3f16843efeb   11 of  14   com/omelan/cofi/components/ListInfoBoxKt$RecipeListInfoBox$1
e448b94b4cbf3776    2 of   9   androidx/work/impl/WorkDatabase_AutoMigration_19_20_Impl
81d660a0bcf99b45   48 of 175   androidx/collection/MutableIntObjectMap
9f7c75fa397df531    5 of   8   androidx/lifecycle/viewmodel/compose/LocalViewModelStoreOwner_androidKt
8efce3a0d7f81c68   74 of 296   androidx/activity/ComponentActivity
cfbbd22aa13dda61    1 of   1   kotlinx/coroutines/scheduling/SchedulerTimeSource
391fcf518b3d1bbc   16 of  75   androidx/compose/foundation/lazy/grid/LazyGridMeasureResult
cd0c0c97393e7e70   27 of 115   androidx/core/view/WindowInsetsCompat
9834221309add551    3 of   3   androidx/compose/ui/platform/ViewCompositionStrategy$Companion
18f5ad5bf72ac464    2 of  41   androidx/navigation/NavType$Companion$LongArrayType$1
bf65a87455738483    2 of   4   androidx/compose/ui/layout/NoOpSubcomposeSlotReusePolicy
eb83b42aa3415a0e    5 of   5   com/omelan/cofi/pages/list/RecipeListHeaderInfoKt$createRecipeListHeaderInfo$showUpdateNotice$2$1
2e943121e04f7912    3 of   9   androidx/compose/ui/input/pointer/PointerEventType$Companion
0cd49d779d88eac1    1 of   2   com/google/android/gms/common/api/internal/zacl
ddac7587a9834743    4 of   4   androidx/compose/ui/platform/AndroidCompositionLocals_androidKt$obtainResourceIdCache$1$1
070910bd8c173d48   23 of  44   com/omelan/cofi/components/CoffeeWaterTime
30dd3aed35537997    7 of 213   androidx/collection/SparseArrayCompatKt
3707ffcd01c3affc   18 of  25   androidx/savedstate/SavedStateRegistryController
d97b147cf6523dad    1 of   7   kotlin/jvm/internal/PropertyReference0Impl
063be3835cdd7f9c   25 of 121   com/omelan/cofi/ui/ThemeKt
b18de1d96067d6c8    3 of   3   androidx/compose/animation/AnimatedContentKt$AnimatedContent$6$1$3$1
9ca589cefb972807    5 of   5   androidx/compose/foundation/lazy/grid/LazyGridItemProviderKt$rememberLazyGridItemProviderLambda$1$itemProviderState$1
dd88ed6889d3dfcf    1 of   1   androidx/lifecycle/ViewModelProvider$AndroidViewModelFactory$Companion$APPLICATION_KEY$1
42a4ace75a365289    3 of   3   androidx/compose/ui/platform/AndroidComposeView$viewTreeOwners$2
17f5869c95f70261    1 of   2   kotlin/jvm/internal/Ref$ObjectRef
35db911a83e001de    1 of  51   androidx/compose/runtime/Recomposer$RecomposerInfoImpl
af577e0ff61e8047   44 of 128   androidx/work/impl/utils/ForceStopRunnable
346c1db9226eccba    3 of   3   com/kieronquinn/monetcompat/core/MonetCompat$createSystemColorScheme$1
03c03ff75c3c6709    4 of  23   androidx/collection/IntListKt
93bd6c2f06bb1e2a    6 of  10   kotlinx/coroutines/CoroutineStart$WhenMappings
dcc4e44b1941e6c9   12 of  28   androidx/compose/animation/AnimationModifierKt
519c399dc708a804    2 of   2   kotlinx/coroutines/flow/internal/CombineKt$combineInternal$2$1$1$emit$1
2f8c1ae7fa2a684f    3 of  44   androidx/collection/ObjectIntMapKt
2433ebaf6f3067a2    2 of   7   androidx/compose/ui/node/OwnerSnapshotObserver$onCommitAffectingLayoutModifier$1
39d1de4f090b299b   19 of  28   androidx/compose/foundation/lazy/layout/LazySaveableStateHolderKt
b8b58d02df44cde3    4 of  16   kotlin/collections/SetsKt__SetsJVMKt
d7a02be151d66a85    1 of   3   androidx/compose/ui/platform/AndroidTextToolbar$textActionModeCallback$1
5f1e9df429a22c5a   12 of  24   androidx/compose/ui/platform/LayerMatrixCache
39c536738fb10714    3 of   3   kotlin/sequences/SequencesKt__SequencesKt$asSequence$$inlined$Sequence$1
6336e32ca12a2623    3 of   4   androidx/compose/ui/text/intl/AndroidPlatformLocale_androidKt
ea4b2a54cfcbc8cc    1 of   9   androidx/datastore/core/DataStoreImpl$writeActor$1
5796e5692fc21a25    1 of   3   com/omelan/cofi/pages/list/RecipeListHeaderInfoKt$createRecipeListHeaderInfo$2$1$1
1493b6d1fcf1f9a9    7 of   7   androidx/compose/foundation/ClipScrollableContainerKt$HorizontalScrollableClipModifier$1
c721fd29f51f080c   15 of  52   androidx/compose/material3/FloatingActionButtonElevationAnimatable
3d188d7f6346943e    1 of   1   androidx/fragment/app/Fragment$AnimationInfo
8f3eb7bfb3b3ac13    1 of   2   kotlinx/coroutines/flow/FlowKt__LimitKt$takeWhile$lambda$6$$inlined$collectWhile$1$1
d192cd176ba9500e   49 of  81   androidx/compose/ui/graphics/colorspace/ColorSpaces
844d2e09bb303656    3 of   3   androidx/compose/ui/node/LayoutNode$_foldedChildren$1
fa696f40b9a7ebad   17 of  23   androidx/navigation/NavArgumentKt
eedc102fecf2b524    2 of   3   kotlin/ranges/IntProgression$Companion
34b14d4623d4bd09    2 of   2   com/omelan/cofi/MainActivityKt
a974ca68f76e3358    3 of   3   androidx/compose/foundation/lazy/grid/LazyGridState$remeasurementModifier$1
15611ec905cea94d   21 of  34   androidx/lifecycle/ReportFragment
9cbb35e3c2620c11    1 of   1   androidx/compose/ui/focus/FocusPropertiesModifierNodeKt
9ececa16ebe5d811    5 of   7   kotlinx/coroutines/UndispatchedMarker
272ba0f217cc5738   61 of 145   androidx/compose/ui/platform/AbstractComposeView
8f2a5efbd570c395    8 of  48   okio/Segment
7cdd4bfbf639662a    4 of  30   kotlin/jvm/internal/ReflectionFactory
cc4821d7e87542dc    3 of   3   kotlinx/coroutines/CoroutineDispatcher$Key
03eaa65c544b36c5    6 of  10   androidx/compose/ui/node/CanFocusChecker
73a4a91696ca2b41   81 of 420   androidx/compose/ui/graphics/layer/GraphicsLayer
78be01d77e8340d0    5 of   8   kotlin/LazyKt__LazyJVMKt$WhenMappings
42d9add3313e9909   11 of  59   androidx/compose/material3/TopAppBarColors
edb719d738bc6b99    4 of   4   androidx/compose/ui/node/DepthSortedSet$DepthComparator$1
3fcf5d361c6a99d5    2 of   2   com/google/android/gms/common/api/internal/zabk
515c3b56ef0de241    5 of   5   androidx/compose/ui/node/OnPositionedDispatcher$Companion$DepthComparator
f0226f43d030a81f  420 of 421   com/omelan/cofi/share/model/PrepopulateData
3e326aad720d61dc    2 of  41   androidx/navigation/NavType$Companion$FloatArrayType$1
72ddb76e679f4563   77 of 587   androidx/compose/runtime/snapshots/SnapshotStateList
6e749e2b0285f58a    8 of   8   com/omelan/cofi/utils/WearUtils$observeChangesAndSendToWear$1$2
7ca3aa1128811961    2 of  28   kotlinx/coroutines/flow/FlowKt__BuildersKt
d205b3cc21fca767   10 of  23   androidx/compose/ui/layout/ContentScale$Companion
118f42f650f584df    2 of   2   androidx/room/RoomDatabase$Companion
18a85673197db0f3    1 of  10   androidx/datastore/core/SimpleActor$1
e3d1e04855b7b17b   63 of 133   androidx/compose/foundation/lazy/grid/LazyGridMeasuredItem
7c60994f45512728   16 of  88   androidx/compose/ui/unit/DpSize
a4035e29d9dac4a6    1 of   1   androidx/compose/ui/modifier/ModifierLocalKt
456935a9ea269db1   21 of  30   androidx/compose/ui/text/android/StaticLayoutFactory23
dd437b16f0e291ee    7 of   7   androidx/lifecycle/ViewTreeViewModelStoreOwner$findViewTreeViewModelStoreOwner$1
502566e7128fe316   76 of  96   androidx/compose/runtime/DerivedSnapshotState$ResultRecord
0ba13a957cb16ade   10 of  16   androidx/compose/foundation/layout/ExcludeInsets
8cb97c82fde12a87   51 of  52   androidx/compose/material3/tokens/ColorSchemeKeyTokens
3438962214127156    3 of   3   androidx/compose/animation/core/AnimationVector
e3a3d1fb5b0e8e09    6 of  37   kotlinx/coroutines/sync/MutexKt
0fa40970de40fff5    1 of   2   androidx/work/impl/model/WorkSpecDao_Impl$8
1ed9585c599dd879   32 of  45   androidx/compose/material3/AppBarKt$TopAppBarLayout$2$1
74167c8bcf3060cc    9 of  15   androidx/compose/ui/draw/PainterModifierKt
51d78c3cef3bf5b4    3 of   6   kotlinx/coroutines/Empty
31f703a786e973df    1 of   1   androidx/compose/ui/text/font/PlatformResolveInterceptor$Companion$Default$1
9f171d16b2f25795   11 of  27   androidx/compose/runtime/snapshots/ReadonlySnapshot
419c7dd96be6f0d0   18 of  24   androidx/lifecycle/viewmodel/ViewModelProviderImpl
3f4b5c6b5547b113   11 of  44   androidx/compose/foundation/layout/UnspecifiedConstraintsNode
ec00532bf2746a29    1 of   2   androidx/work/impl/model/WorkSpecDao_Impl$16
955c25d55ded8a1c   17 of 127   kotlinx/coroutines/internal/FastServiceLoader
a032fdac55996f7f    4 of   5   androidx/compose/material3/FabPlacement
8b67b8bbf40940ae    4 of   4   androidx/compose/animation/AnimatedContentKt$AnimatedContent$6$1$1$1
a85a229ee121ec9b   12 of  13   androidx/compose/foundation/lazy/layout/IntervalListKt
d43dc58e511ec72d    5 of   6   kotlinx/coroutines/internal/SystemPropsKt__SystemPropsKt
6f4c54d86d023117    2 of   4   androidx/compose/ui/text/font/FontListFontFamilyTypefaceAdapter$Companion
6338016c9d0c18da    8 of  47   androidx/work/impl/WorkDatabasePathHelper
32f78b741aca44cc    1 of   3   kotlinx/coroutines/sync/MutexImpl$onSelectCancellationUnlockConstructor$1
3353cb0dbad4a50f    4 of   4   androidx/compose/ui/platform/AndroidCompositionLocals_androidKt$obtainImageVectorCache$1$1
15f077245de9b8b5    2 of  36   androidx/work/impl/constraints/trackers/BatteryChargingTracker
36e9dc6a7953545b    3 of   3   androidx/compose/foundation/text/modifiers/InlineDensity$Companion
ed8d71f19a2541d4   22 of  65   androidx/room/RoomDatabase$MigrationContainer
b111ce3f3e6946d7    1 of   3   androidx/compose/material3/AppBarKt$TwoRowsTopAppBar$7
b3918050ad2bd97e   11 of  18   androidx/compose/ui/graphics/AndroidPaint_androidKt$WhenMappings
eebabee2f640a18e    3 of   3   androidx/compose/foundation/lazy/LazyListItemProviderKt$rememberLazyListItemProviderLambda$1$intervalContentState$1
d74907877bdacc8d   10 of  47   androidx/compose/foundation/layout/InsetsListener
074fec2d17c5db38    7 of   8   androidx/datastore/core/DataStoreImpl$data$1$1
d47c9c57b4aabb22   19 of 157   com/google/android/gms/common/GooglePlayServicesUtilLight
2b22dfdb44e217b8    2 of   4   androidx/compose/foundation/lazy/layout/LazyLayoutKt$LazyLayout$3$1$1$invoke$$inlined$onDispose$1
5c56d718e9a06546    4 of   9   kotlinx/coroutines/CompletableDeferredImpl
0b49e96e2b010e8e    2 of  25   androidx/compose/ui/node/NodeCoordinator$Companion$onCommitAffectingLayerParams$1
dba605fb6ed21723    3 of   3   androidx/compose/foundation/text/modifiers/TextStringSimpleNode$measure$1
9eedcba927c3352a    2 of   3   com/google/android/gms/internal/base/zaq
754c2b085ad9232f    3 of   3   androidx/compose/foundation/layout/SizeNode$measure$1
ab1c62e66c022242   48 of 1935   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat
6c19974fa3a99f43  143 of 382   kotlinx/coroutines/CancellableContinuationImpl
e29acd66ef57a714    3 of   3   androidx/compose/foundation/layout/InsetsPaddingModifier$measure$1
e3368035f53b11fc    4 of   4   androidx/lifecycle/ReportFragment$LifecycleCallbacks$Companion
56198776d594e33d    1 of   6   androidx/navigation/NavBackStackEntryState$Companion$CREATOR$1
80e58d4fc0c34aa1    4 of   4   androidx/compose/ui/focus/FocusOwnerImpl$modifier$1
06aa2a1b549e3fe6   13 of  40   androidx/compose/ui/text/font/FontSynthesis
4a5f7b8b11a5a7bc   32 of 267   okio/ByteString
bff987dc0e8ad162   11 of  27   androidx/compose/ui/text/style/Hyphens
d95a3e04abc2cb52    7 of   9   androidx/work/impl/utils/taskexecutor/WorkManagerTaskExecutor
9fc2c550ab5c9601    6 of  12   androidx/compose/ui/platform/WrappedComposition$setContent$1$1$2$1
7d35bc8088d38eb7    2 of   8   androidx/compose/ui/text/SaversKt$AnnotatedStringSaver$1
30c5ee842d911402   13 of  29   androidx/compose/ui/platform/WrappedComposition
216d9229b9b12d22   14 of  21   androidx/compose/ui/platform/GlobalSnapshotManager$ensureStarted$1
03b81e66d6e9ccef    2 of  25   androidx/compose/runtime/snapshots/ReaderKind
58e82370f7db6b99   21 of  35   androidx/compose/runtime/SnapshotStateKt__SnapshotStateKt
146748dee16cfa0e    1 of   2   kotlinx/coroutines/flow/ThrowingCollector
a5adf031aa56f82e    2 of   4   androidx/work/impl/Migration_8_9
edd0c157234c2822   48 of  96   androidx/compose/ui/unit/Constraints
1dbe1099dfcf9502    2 of   3   kotlinx/coroutines/channels/BufferedChannel$receiveCatching$1
8c7a098f3b53d94c    7 of  46   androidx/compose/foundation/BorderKt
f8f1ffa91a499afd    2 of   3   androidx/compose/foundation/gestures/DraggableElement$Companion
1bf0c17220ad1dc3    3 of  12   androidx/compose/ui/input/nestedscroll/NestedScrollSource$Companion
1d5d6a8cd180e1bf    2 of   2   androidx/compose/ui/node/OnPositionedDispatcher$Companion
4252e954ffa0d348    1 of   1   androidx/compose/foundation/BorderStrokeKt
eeeb8edb456ba2a9    3 of  32   com/google/android/gms/common/api/GoogleApiClient
2b57b9b01847ad53    2 of  28   androidx/work/impl/constraints/trackers/BatteryNotLowTracker
315a23c02fb97ad7    2 of   4   androidx/compose/ui/geometry/RoundRect$Companion
49a24e290d07cd7a    3 of   6   androidx/compose/ui/node/LayoutNode$Companion
38565fe85b7b9b33   27 of  67   androidx/compose/ui/graphics/vector/PathParser
ce23a8a2e8b789ce    2 of   4   androidx/compose/ui/text/SaversKt$TextGeometricTransformSaver$1
887f0f0510a37021    1 of   3   androidx/compose/material3/FloatingActionButtonKt$FloatingActionButton$3
d1cbe0a7aa737ce6  274 of 497   androidx/compose/ui/node/LayoutNodeLayoutDelegate$MeasurePassDelegate
ea3eb54e5fb6c73b    2 of  14   androidx/compose/ui/text/SaversKt$OffsetSaver$2
d67602e257f6a49c    3 of   3   androidx/compose/foundation/text/EmptyMeasurePolicy
8fb9471001f4615d    3 of   4   androidx/compose/runtime/internal/PersistentCompositionLocalHashMap$Companion
405a4300145a1f05    2 of   8   androidx/compose/ui/text/SaversKt$ParagraphStyleSaver$1
b99d5d4b56baba6b   10 of  20   okio/Path$Companion
63a8f241fbc64227    6 of   7   kotlinx/coroutines/flow/SharingCommand
720b9e74cb96afe6    5 of   8   androidx/fragment/app/FragmentActivity$2
5c0849296ea9539b    2 of  29   androidx/fragment/app/FragmentFactory
924d133398ab71c6    1 of   3   androidx/navigation/compose/NavHostKt$NavHost$34
49e5a8e723dc0aca    8 of  12   com/omelan/cofi/components/ComposableSingletons$ListInfoBoxKt$lambda-1$1
f324d35b9cb534d7    3 of   3   kotlinx/coroutines/ExecutorCoroutineDispatcher$Key
7d4dfcd5bb075280   21 of  27   androidx/compose/animation/core/MutatorMutex$mutate$2
a9da16c47cddebe3    3 of   3   androidx/compose/ui/graphics/BlockGraphicsLayerModifier$measure$1
25820e27fa1cb99a    2 of   2   androidx/activity/result/contract/ActivityResultContracts$StartActivityForResult$Companion
584ba2223ce7ceab  106 of 387   androidx/compose/foundation/lazy/LazyListMeasureKt
35f6d3aab6e0389b   15 of  72   kotlinx/coroutines/internal/ConcurrentLinkedListNode
5c3c34a3cd120da5    1 of  52   kotlin/UnsignedKt
19c86eb4255fda0a   11 of  13   androidx/compose/ui/platform/WrappedComposition$setContent$1
f3924b7e7690c657    1 of   1   kotlinx/coroutines/flow/internal/AbstractSharedFlowSlot
3a0d3aa8ee2086a9   11 of  14   androidx/compose/foundation/lazy/grid/GridSlotCache
91c575c33c70305b    4 of   5   androidx/compose/ui/unit/AndroidDensity_androidKt
4e650dbda949c2a1    3 of   4   kotlinx/coroutines/flow/internal/ChildCancelledException
9f871e76cd5b649a    4 of   7   com/google/android/gms/common/internal/zap
80b8bb00adddde55   16 of  31   androidx/compose/runtime/changelist/Operation$UpdateValue
9ebc5a905fd9f3c1    3 of  14   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/persistentOrderedSet/Links
1803f4b28464e0e0    1 of  19   androidx/compose/material3/FloatingActionButtonElevation$animateElevation$2$1$1
1118ea03716a0246   11 of  20   androidx/activity/compose/LocalOnBackPressedDispatcherOwner
c3fc2d4a88476ec9   13 of  74   androidx/work/impl/model/SystemIdInfoDao_Impl
4cbf933ff15886e1   17 of  26   androidx/compose/animation/core/MutatorMutex
3c94699944483906    6 of   6   androidx/compose/material3/DividerKt$HorizontalDivider$1$1
bdb41e6d8d6426f8    2 of  40   androidx/core/view/ViewCompat$Api21Impl
92a2b44139fb575e    9 of   9   androidx/compose/foundation/lazy/grid/LazyGridMeasureKt$measureLazyGrid$6
2c2d6ce2eb8fc306    1 of   7   androidx/compose/animation/core/MutatorMutex$Mutator
2efa337b574dc285    4 of   6   androidx/fragment/app/SpecialEffectsController$Operation$LifecycleImpact
36d0d6b6e6ee4ec7   16 of 166   androidx/compose/runtime/Pending
f62eeb29f97a8c2c    6 of  62   androidx/appcompat/widget/TintTypedArray
5c90f0f623530764   22 of  45   androidx/compose/ui/graphics/drawscope/CanvasDrawScope$DrawParams
6aee95ef7ed28984    2 of  16   androidx/navigation/ActivityNavigator$Companion
976601374477da7a    4 of   5   kotlinx/coroutines/flow/FlowKt__ZipKt$combine$$inlined$combineUnsafe$FlowKt__ZipKt$1
52fc5685ca81e69a    2 of   3   com/google/android/gms/internal/common/zzi
66e26a87cda449a2    6 of   8   kotlinx/coroutines/JobNode
a24fb4c04c2012c9    6 of  32   androidx/compose/runtime/internal/PersistentCompositionLocalHashMap$Builder
4c076174a4b9e1a2   28 of  42   androidx/compose/material3/windowsizeclass/WindowWidthSizeClass$Companion
d16996519aac35fc   24 of  43   androidx/compose/runtime/SnapshotStateKt__SnapshotFlowKt$snapshotFlow$1$unregisterApplyObserver$1
63c96c332920eeb2    4 of   4   androidx/compose/material3/internal/AnchoredDraggableDefaults
b9582668d82eaf6c    2 of   4   okio/FileSystem$Companion
203183773b513065   10 of  10   androidx/compose/foundation/layout/ColumnMeasurePolicy$placeHelper$1$1
45f4cd5b4a444a9f    3 of   5   androidx/compose/ui/node/ObserverNodeOwnerScope
fddaea535f838072    2 of   6   androidx/compose/foundation/gestures/ScrollableKt$CanDragCalculation$1
bddffb9896b91880    2 of   4   androidx/compose/foundation/layout/RowColumnMeasurePolicy
7b948873ff43a424    1 of   8   androidx/work/impl/model/SystemIdInfoDao_Impl$1
7a072079962f44d2    2 of   5   com/omelan/cofi/MainActivity$MainNavigation$2$1$3
0ede788940829e51   16 of  43   androidx/compose/runtime/Latch
656d0bc7592e1f01    7 of  27   androidx/compose/ui/text/PlatformTextStyle
9badb9b36c8a261a    1 of   2   androidx/compose/ui/platform/coreshims/ViewCompatShims$Api30Impl
fead6814d31bed30    3 of   3   androidx/compose/material3/ColorResourceHelper
96d8e24ad13a8d3e    1 of   3   androidx/compose/ui/platform/CompositionLocalsKt$ProvideCommonCompositionLocals$1
dc43727286da407c    1 of   2   androidx/appcompat/R$styleable
50ad21de53af0a45   19 of  59   com/omelan/cofi/share/model/AppDatabase_Impl$1
4f48c12b381ddee5    2 of   4   androidx/compose/ui/text/SaversKt$FontWeightSaver$2
2cb3aaafb2215ca6   11 of  25   androidx/compose/runtime/changelist/Operation$PostInsertNodeFixup
9efe1667589db89f   31 of  50   androidx/compose/ui/graphics/vector/DrawCache
98412c6a42b61e06   10 of  32   androidx/compose/foundation/gestures/ScrollableKt
01178a34d79f7427    4 of  21   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/MapEntry
87e6f4ebcf3034a1    9 of  36   dev/kdrag0n/monet/colors/Srgb
e173c6d0700a7f36    1 of   1   androidx/compose/foundation/OverscrollKt
9d49067aff59accb    2 of   3   kotlinx/coroutines/internal/ContextScope
ab2d304f19080ac8    5 of   5   kotlin/sequences/GeneratorSequence
f01e4619527eccdd    2 of   9   androidx/work/impl/constraints/controllers/BatteryChargingController
cc20bff459e7c29a    1 of   2   com/google/android/gms/common/api/internal/zack
a711e4319a96911d    3 of   3   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/PersistentHashMap$Companion
81f4320531104a4f    7 of  21   androidx/compose/runtime/StaticValueHolder
0b7e12e61441a576   69 of 172   androidx/compose/runtime/snapshots/SnapshotStateObserver
f77da7edf5dc8dfd    3 of   4   androidx/lifecycle/LiveData$1
5e55c17844eab376   53 of  79   com/omelan/cofi/utils/WearUtils
1c550819e770bb8e   41 of 110   androidx/sqlite/db/framework/FrameworkSQLiteOpenHelper$OpenHelper
4758b9c6c30d3524    4 of  36   androidx/compose/foundation/MutatorMutex
11a59483da093795    1 of   2   androidx/appcompat/app/AppLocalesMetadataHolderService$Api24Impl
d5b3c8f15eba0b43    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalTextInputService$1
c69fae692c0f2c3b    3 of   8   androidx/core/view/ViewCompat$Api23Impl
d0d9dba030c3d37c    2 of   2   androidx/work/impl/constraints/controllers/NetworkMeteredController$Companion
8b3a5842f6ef8d5c    1 of   1   androidx/compose/foundation/lazy/LazyListPrefetchStrategy
27b4ab5d171df338   31 of 264   androidx/collection/SimpleArrayMap
34c74cf48a0e7aec    7 of  93   kotlinx/coroutines/JobKt__JobKt
8e15e8ecb1b33f9e   14 of  33   kotlinx/coroutines/flow/FlowKt__EmittersKt
1b89010753bb01ef   11 of  45   kotlin/collections/AbstractList$Companion
cc493a672fba3174    5 of  13   androidx/core/view/ViewCompat$Api21Impl$1
8f2449ca4f74417b    2 of   2   androidx/datastore/core/RunOnce$runIfNeeded$1
4295ae9e85896166    5 of   5   androidx/activity/ComponentActivity$4
ef80c81e6c44e33c    2 of   5   androidx/compose/runtime/SnapshotMutableLongStateImpl$LongStateStateRecord
69d4646b42f707a0    1 of   6   androidx/datastore/core/okio/OkioStorage$createConnection$2
f23e2a100e531e94  129 of 248   androidx/compose/ui/platform/RenderNodeLayer
5e11f0f828f6aef2    2 of  11   androidx/compose/ui/text/SaversKt$TextRangeSaver$2
a3583728a0a53c25    5 of   5   androidx/compose/material3/SurfaceKt$LocalAbsoluteTonalElevation$1
b67a2e0ae3b63334    4 of  10   androidx/datastore/preferences/core/Preferences$Key
0a1f94c30ca7da8f   76 of 132   androidx/compose/ui/graphics/Color
be764285a1e7b5e1    7 of  35   androidx/datastore/core/DataStoreFactory
10dcc954152ca451   11 of  14   com/omelan/cofi/components/ComposableSingletons$ListInfoBoxKt$lambda-2$1
487c0e960fdfc1ce    3 of   3   androidx/compose/ui/layout/SubcomposeLayoutKt$SubcomposeLayout$4$1
1211ddfc68a46e4e    7 of  12   androidx/compose/runtime/CompositionObserverHolder
762d5b2cfbccffc0   13 of  31   kotlin/collections/EmptyMap
3226ab5d3214027f   11 of  29   androidx/compose/material3/FabPosition
7217cee03aa76f41    5 of   7   kotlin/sequences/TransformingSequence
26dd8475384653fb    2 of   7   androidx/compose/foundation/lazy/LazyListStateKt$EmptyLazyListMeasureResult$1
7aba0432c3b5d42b    1 of   3   com/omelan/cofi/components/RecipeItemKt$RecipeListItemBackground$2
41ba5d7130ef853e   14 of  61   androidx/compose/ui/unit/Density
0db0f806581ba4b6    4 of   7   androidx/datastore/preferences/core/PreferenceDataStoreFactory$create$delegate$1
55aa855a7c3785da    4 of   4   androidx/compose/animation/core/VectorConvertersKt$FloatToVector$1
5572b39a43d1cc27    1 of   2   kotlinx/coroutines/flow/FlowKt__ReduceKt$first$$inlined$collectWhile$2$1
55fc6f36a77db4a8    6 of   6   androidx/compose/ui/platform/GlobalSnapshotManager$ensureStarted$2
ac23646ec8b729e5   17 of  35   androidx/compose/foundation/BackgroundNode
6283b09a9215892c   16 of  30   androidx/compose/foundation/BorderModifierNode$drawWithCacheModifierNode$1
4425fa948261b5f3  170 of 268   androidx/compose/ui/node/NodeKindKt
82282b9b025e62ca   52 of 382   androidx/compose/runtime/collection/MutableVector
1319d245649d8ce9   10 of  19   androidx/compose/material3/tokens/TopAppBarSmallTokens
f6feeaa3d1d184a6    1 of   1   com/google/android/gms/common/api/internal/zac
032be5ab33577cf9    1 of  38   androidx/compose/ui/platform/AndroidComposeView$keyInputModifier$1
159db92fc74902d4    2 of  18   com/google/android/gms/signin/SignInOptions
d302552554d99bca    3 of   3   androidx/activity/OnBackPressedDispatcher$addCallback$1
a7be9f37296cf8d9    7 of   7   androidx/lifecycle/ViewModelProvider$AndroidViewModelFactory$Companion
