[INFO] Loading exec file /home/ubuntu/TimeMachine/results/smoke/Vinyl-Music-Player-_1.5.1-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
1f2afeb3b83f32de    3 of   4   androidx/fragment/app/strictmode/FragmentTagUsageViolation
ec2da3c651f5239e    3 of  55   org/jaudiotagger/audio/flac/FlacTagReader
3a1a466283c12a02   10 of  19   com/poupa/vinylmusicplayer/appshortcuts/DynamicShortcutManager
8cc81184028f1da3    6 of  27   com/poupa/vinylmusicplayer/misc/queue/IndexedSong
4f569f11d1a7c901   39 of  83   com/google/android/material/internal/ForegroundLinearLayout
499892448054dd1a   21 of  45   com/poupa/vinylmusicplayer/ui/activities/base/AbsThemeActivity
a326258ce36df6c9    2 of  21   androidx/media/MediaSessionManager$RemoteUserInfo
5b391d4d2574ab54    6 of  11   com/poupa/vinylmusicplayer/model/smartplaylist/HistoryPlaylist
87d9bcb6c68531a6    1 of   1   com/google/android/material/internal/StateListAnimator$Tuple
d8039468b6cbcdf9    4 of  13   com/poupa/vinylmusicplayer/appwidgets/AppWidgetClassic
3ab20d7a0e333b4a    3 of  12   org/jaudiotagger/audio/asf/io/StreamBitratePropertiesReader
d14afec0e3ce4c47    1 of   2   androidx/fragment/R$styleable
16b5e5fecbd8dfcc  110 of 274   androidx/constraintlayout/core/widgets/analyzer/BasicMeasure
6a5df192f8801fbc    4 of   4   androidx/lifecycle/ProcessLifecycleOwner$2
eb43fa7c028a72d6    1 of   2   androidx/core/widget/CheckedTextViewCompat$Api16Impl
d80ea139acfb7159   20 of 112   androidx/fragment/app/FragmentTransaction
f12ef77d2c2a7f0b    5 of   6   androidx/fragment/app/DefaultSpecialEffectsController$1
4b8bbe1f2bb7e02d    3 of  46   kotlin/collections/MapsKt__MapsJVMKt
84bde0f7628f84b5   37 of 112   androidx/fragment/app/FragmentActivity
af8752f5edf31b96    1 of   4   com/google/android/material/internal/ContextUtils
4dda0e1893999a7d   26 of  61   com/kabouzeid/appthemehelper/ThemeStore
f9386458f10d6845    4 of   5   com/google/android/material/tabs/TabLayout$TabView$1
3fd446a01d175933   50 of 140   androidx/core/content/res/ResourcesCompat
45c188dcb7f4068b    1 of   2   androidx/fragment/app/FragmentManager$5
0e79d83aacdeb43f    8 of 669   androidx/constraintlayout/core/widgets/analyzer/DependencyGraph
6861af0a3f298bab    1 of   7   com/google/android/material/appbar/AppBarLayout$BaseBehavior$SavedState$1
bd2a94d73a84a7d6   56 of 122   com/poupa/vinylmusicplayer/util/PackageValidator
7465109c213a2ab5    8 of  10   com/google/android/material/floatingactionbutton/FloatingActionButton$ShadowDelegateImpl
266ee5eb2146dd9b    1 of  19   com/poupa/vinylmusicplayer/model/smartplaylist/AbsSmartPlaylist
3ffd3546df853ac4    2 of  38   androidx/core/view/ViewCompat$AccessibilityPaneVisibilityManager
463e1f2829370cf4   20 of 156   androidx/fragment/app/FragmentManagerViewModel
f49f584743effdd2    6 of  12   androidx/recyclerview/widget/RecyclerView$ItemAnimatorRestoreListener
48d05706f2f0f4aa    2 of   3   androidx/media/MediaBrowserServiceCompat$MediaBrowserServiceImplApi23$MediaBrowserServiceApi23
6dc1c6f540d90f66   22 of  86   com/simplecityapps/recyclerview_fastscroll/views/FastScrollPopup
19ed1ec1382980fb    8 of  37   androidx/lifecycle/SavedStateHandlesProvider
b3523ac2832e9fdf   51 of  87   com/heinrichreimersoftware/materialintro/slide/SimpleSlide$SimpleSlideFragment
59597d32386746e1   17 of  35   com/poupa/vinylmusicplayer/databinding/ItemListSingleRowBinding
1efd54842154ebf9    4 of  33   androidx/core/view/MarginLayoutParamsCompat
61d57e877ebb1493    8 of  23   com/google/android/material/appbar/ViewOffsetHelper
a42b5cb8755a01fe   59 of 141   com/google/android/material/internal/NavigationMenuPresenter
9abe51cea2d9069b   18 of  71   com/google/android/material/animation/MotionSpec
bb1071102176e4b8    3 of   5   androidx/media/MediaBrowserServiceCompat$MediaBrowserServiceImplApi23
bf492c8d23e35ccc   24 of  52   com/heinrichreimersoftware/materialintro/slide/SimpleSlide$Builder
22ba47b2fe324fef    3 of   3   androidx/lifecycle/viewmodel/CreationExtras
aed22020bd9441cd    4 of  10   androidx/core/graphics/drawable/DrawableCompat$Api21Impl
34b82c30a2d2f876    2 of   5   androidx/fragment/app/strictmode/RetainInstanceUsageViolation
721c92bdcabccb21    1 of   1   androidx/loader/content/ModernAsyncTask$AsyncTaskResult
da99e5f99ce5388f    3 of   5   org/jaudiotagger/audio/mp4/Mp4FileReader
0ef5ad98c1347a9f    3 of 213   org/jaudiotagger/audio/ogg/OggVorbisTagReader
94cd20897236ca63    1 of  15   androidx/recyclerview/widget/GapWorker$1
f0acc1ada4bb4197   11 of  12   androidx/appcompat/widget/AppCompatSeekBar
de14e989247d8193   21 of  39   com/poupa/vinylmusicplayer/ui/fragments/mainactivity/library/pager/SongsFragment
cae4c4e862421545   18 of  46   com/kabouzeid/appthemehelper/ATH
1def7763c7e00a75    1 of   4   com/heinrichreimersoftware/materialintro/view/FadeableViewPager$SimpleOnOverscrollPageChangeListener
fd2a7c8ecca31289   15 of  17   com/poupa/vinylmusicplayer/App
7cba19abc55d1d0c    2 of   2   androidx/constraintlayout/core/widgets/analyzer/BasicMeasure$Measure
17aea302ace97716    1 of  17   androidx/recyclerview/widget/RecyclerView$6
26a579d6b2a81b59   51 of 508   androidx/constraintlayout/core/LinearSystem
e7b43612b93d6abb    1 of   2   androidx/recyclerview/widget/RecyclerView$3
81ff11955f967f06    1 of   4   com/google/android/material/internal/NavigationMenu
474f3349c328fc4c   28 of  54   com/poupa/vinylmusicplayer/ui/fragments/mainactivity/library/pager/AbsLibraryPagerRecyclerViewCustomGridSizeFragment
e97c8b7cac7e8ae6    1 of   3   androidx/core/content/res/ResourcesCompat$Api23Impl
587df1eca14172ed    2 of   3   androidx/lifecycle/viewmodel/CreationExtras$Empty
79195bf2c8f12c89   13 of  14   androidx/emoji2/text/EmojiCompatInitializer
f350a0347fcbe32c   13 of  14   com/poupa/vinylmusicplayer/adapter/MusicLibraryPagerAdapter$MusicFragments
26aa5967a3cdf829    1 of   1   androidx/fragment/app/Fragment$AnimationInfo
b9c38c6c386c69cf    4 of   5   com/kabouzeid/appthemehelper/util/NavigationViewUtil
9f8dc254235d91ae    1 of   5   com/poupa/vinylmusicplayer/model/smartplaylist/NotRecentlyPlayedPlaylist$1
14e8629b439db3e6    1 of  90   org/jaudiotagger/audio/dsf/DsfFileWriter
b73b1542cf0cc35b    2 of  31   org/jaudiotagger/tag/vorbiscomment/VorbisCommentReader
20e1c76dc8a4e786    3 of 311   androidx/constraintlayout/core/ArrayRow
8ff58a434dd5087f    1 of  24   androidx/recyclerview/widget/ViewBoundsCheck$BoundFlags
353bc5c9c3f2c78d  230 of 751   androidx/fragment/app/Fragment
986cd039e3cf9e07    1 of   2   me/zhanghai/android/materialprogressbar/R$styleable
583dc1784ed23bcb    6 of  31   com/google/android/material/internal/StateListAnimator
8a1c0e089b1369e6    3 of   5   androidx/loader/content/ModernAsyncTask$InternalHandler
653cb0fadff67770    3 of   8   androidx/core/view/ViewCompat$Api23Impl
a60c8b14c9e23c78    3 of 126   kotlin/collections/CollectionsKt__CollectionsKt
2ce59a34e390a1f6    3 of   3   com/google/android/material/internal/NavigationMenuPresenter$NavigationMenuSeparatorItem
7166f6c7eb5c05d1    3 of   3   com/poupa/vinylmusicplayer/ui/fragments/mainactivity/library/pager/SongsFragment$AsyncSongLoader
ea91912e74904560    9 of  67   com/google/android/material/resources/MaterialResources
dbb91684a7c2b7a0    1 of   4   androidx/core/widget/TextViewCompat$Api16Impl
5dd9e0bdb2f6e598    8 of  18   androidx/emoji2/viewsintegration/EmojiTextViewHelper$SkippingHelper19
b10488259a41cf63    4 of  12   androidx/loader/content/ModernAsyncTask$3
c49df1ddcddf926f   15 of  44   com/google/android/material/appbar/ViewOffsetBehavior
598c47216bb185c2    4 of  87   androidx/core/graphics/drawable/IconCompat$Api23Impl
4e1fe5af5a0f34e9    3 of   3   androidx/multidex/MultiDexApplication
044ddadea10e405d  356 of 941   androidx/appcompat/widget/Toolbar
766c826a57f5f598    3 of  31   org/jaudiotagger/audio/flac/FlacTagCreator
cd6103311bc93bfe    9 of  17   com/heinrichreimersoftware/materialintro/view/FadeableViewPager$OnPageChangeListenerWrapper
7d42a727a12f3754    1 of   5   androidx/appcompat/widget/ResourceManagerInternal$ColorFilterLruCache
cf9c37d264c8aabc    1 of  10   androidx/fragment/app/FragmentManager$9
a4ca33475354f625    4 of  13   com/kabouzeid/appthemehelper/util/MaterialValueHelper
1a0a86574618da0d    6 of  58   android/support/v4/media/session/MediaSessionCompat$Token
96bf9b912c8db444    5 of  21   com/poupa/vinylmusicplayer/util/PackageValidator$KnownSignature
86139a1b20c0d02a    2 of   3   com/heinrichreimersoftware/materialintro/view/FadeableViewPager$PagerAdapterWrapper$1
e5679b9ed2ec91a7   62 of  96   androidx/core/content/res/ColorStateListInflaterCompat
ea5b16a6c0f6108f   99 of 282   androidx/appcompat/widget/ActionMenuPresenter
c7170acd7791e55a    2 of 166   com/poupa/vinylmusicplayer/util/PlaylistsUtil
98a35e5a90757804    3 of   4   com/google/android/material/shape/RoundedCornerTreatment
863ba36a842d375b    5 of  11   com/h6ah4i/android/widget/advrecyclerview/animator/RefactoredDefaultItemAnimator
3ba49d9ec8b49c1d    9 of  83   com/poupa/vinylmusicplayer/model/Song
05996188a8041d93    2 of   7   androidx/lifecycle/ViewModelProvider$NewInstanceFactory$Companion
e4297ca781b1e21c   58 of 266   androidx/collection/SimpleArrayMap
ab6ab1874caf5110    1 of   2   androidx/drawerlayout/R$styleable
b1b7bb2fdb4d182b   22 of  55   androidx/appcompat/view/ContextThemeWrapper
fa56ea18c310c553   26 of 149   android/support/v4/media/session/MediaSessionCompat
45878af2ecb943f5    4 of   9   androidx/appcompat/app/ToolbarActionBar$ToolbarMenuCallback
1e99134e59410d85    1 of 198   android/support/v4/media/session/MediaSessionCompat$Callback$MediaSessionCallbackApi21
e8570cde8f451354    9 of  10   com/kabouzeid/appthemehelper/util/MaterialDialogsUtil
d575cebe505828de    1 of   3   com/poupa/vinylmusicplayer/ui/fragments/player/AbsPlayerFragment$1
451f76394169d804    1 of   8   android/support/v4/media/session/MediaSessionCompat$Token$1
104404d496814e09   14 of  53   androidx/core/os/TraceCompat
0aee74cb10358036    8 of  11   androidx/lifecycle/viewmodel/MutableCreationExtras
8a715f0de863bcdc    8 of  31   androidx/recyclerview/widget/RecyclerView$State
522a80eea6207229    4 of   6   me/zhanghai/android/materialprogressbar/BaseProgressDrawable
1ea7d136c97a7b57    1 of  10   com/poupa/vinylmusicplayer/helper/PendingIntentCompat
59e823847bb90731    3 of  58   androidx/core/os/BuildCompat
19d03149cdb1c37a    7 of  30   androidx/constraintlayout/core/widgets/Optimizer
866994442be7edb5    6 of  12   com/poupa/vinylmusicplayer/databinding/ActivityMainContentBinding
2d49c5a6910dc452    3 of  19   org/jaudiotagger/audio/asf/io/EncryptionChunkReader
8abe039efa2e20aa   10 of  68   androidx/fragment/app/FragmentAnim
01121f216a50a807    5 of  23   androidx/core/util/ObjectsCompat
7d4c601a5d9a88cf    1 of  24   org/jaudiotagger/audio/generic/AudioFileWriter2
5c51aec5c7ecd2b8    3 of   5   org/jaudiotagger/audio/ogg/OggFileWriter
f6c0ea6a78194981    1 of   3   androidx/core/view/AccessibilityDelegateCompat$Api16Impl
bd2b30ece21bf211    2 of  23   androidx/core/os/LocaleListCompat$Api21Impl
a035dc4dcb500be1    1 of  16   androidx/fragment/app/FragmentManager$10
932b9eeabdf385be    6 of  10   androidx/emoji2/text/ConcurrencyHelpers
ce049a0456d7620a    6 of   9   com/poupa/vinylmusicplayer/views/WidthFitSquareLayout
c191934aae80e418    2 of   4   com/google/android/material/shape/CornerTreatment
37c03958bb82dbc7   27 of  57   com/google/android/material/internal/ThemeEnforcement
8ffbc38e13608397    1 of   3   org/jaudiotagger/audio/aiff/AiffFileReader
8aa18823e6a94b42    5 of  67   com/google/android/material/color/MaterialColors
08b559514db02002   28 of  62   androidx/recyclerview/widget/RecyclerView$Adapter
73cc0b6f6e8f5fb9    1 of   6   com/poupa/vinylmusicplayer/service/ThrottledSeekHandler
a789d8eab80c629f    1 of  17   com/poupa/vinylmusicplayer/helper/StopWatch
4d965a20621b5368    5 of  57   androidx/constraintlayout/core/PriorityGoalRow
e9893f48f53faef9    2 of   4   androidx/lifecycle/MutableLiveData
18bfcce155c2c154   30 of  73   androidx/arch/core/internal/SafeIterableMap
deba29aae29c6495    2 of   6   androidx/savedstate/ViewTreeSavedStateRegistryOwner
42ab719bf4aa6362    7 of  10   androidx/recyclerview/widget/ViewInfoStore$InfoRecord
00eb75669b7a8440   25 of 237   com/kabouzeid/appthemehelper/util/TintHelper
87e6fa7ac68258b4   20 of 388   com/h6ah4i/android/widget/advrecyclerview/swipeable/RecyclerViewSwipeManager
63724b760f68943d   58 of  86   androidx/startup/AppInitializer
3afd9e2f6534f097    2 of   3   com/poupa/vinylmusicplayer/ui/fragments/player/MiniPlayerFragment$FlingPlayBackController
912c8ef8af93267a    4 of 237   org/jaudiotagger/audio/ogg/OggVorbisTagWriter
397c73866ebe097e    5 of  16   androidx/core/view/GravityCompat
662ba200d47aa91a    1 of   1   androidx/lifecycle/SavedStateHandleSupport$DEFAULT_ARGS_KEY$1
5b26a355688ddbcf    3 of   3   com/poupa/vinylmusicplayer/ui/fragments/mainactivity/library/pager/AbsLibraryPagerRecyclerViewFragment$1
26650ca0b090735e    3 of 101   com/google/android/material/internal/ViewUtils
678da2590ce032f5    3 of  30   androidx/appcompat/view/menu/SubMenuBuilder
cb93c8a8127239d8   14 of  35   androidx/fragment/app/SpecialEffectsController$Operation$State
a2f4508f0725fb95    8 of  29   androidx/appcompat/view/WindowCallbackWrapper
4a2bcf34f61b2ca0    1 of   2   com/sothree/slidinguppanel/ViewDragHelper$1
325c95cf9b57887e   22 of  84   com/google/android/material/tabs/TabLayout$Tab
c8160359074c32ad    6 of  17   androidx/customview/view/AbsSavedState
59052a9d26591817    2 of  10   com/google/android/material/shape/AbsoluteCornerSize
98928d479251e96c    2 of  93   com/h6ah4i/android/widget/advrecyclerview/utils/WrapperAdapterUtils
56c12ec030598514    1 of   1   com/google/android/material/internal/NavigationMenuPresenter$HeaderViewHolder
0a0803196e85194e    4 of  95   android/support/v4/media/session/MediaControllerCompat
5b404f74a29f4f1c  218 of 598   androidx/constraintlayout/widget/ConstraintLayout
1d6b9f9d07a35b45    1 of   2   androidx/appcompat/view/ContextThemeWrapper$Api17Impl
5f5e4469674f4a9c    8 of  94   android/support/v4/media/session/MediaSessionCompat$Callback
b52b891780278d88    1 of   4   androidx/emoji2/text/DefaultEmojiCompatConfig$DefaultEmojiCompatConfigHelper
de277749b669237a   20 of  44   androidx/fragment/app/FragmentActivity$HostCallbacks
dc24a1994c0d076f    5 of   5   com/poupa/vinylmusicplayer/adapter/PlaylistAdapter$1
bb287238d2699af9    7 of 111   com/poupa/vinylmusicplayer/appwidgets/base/BaseAppWidget
f9977b3e4ebc47cf    1 of  19   com/google/android/material/expandable/ExpandableWidgetHelper
db2b522118dbc309    4 of  40   androidx/core/view/WindowInsetsCompat$BuilderImpl
de0d69fd12a85a4e    1 of  11   androidx/core/os/LocaleListPlatformWrapper
f8328f0b964d053b    2 of   2   androidx/savedstate/Recreator$Companion
b48fb50eaecec9e7   16 of  85   androidx/appcompat/widget/TooltipCompatHandler
a473bc27a6af1272   10 of  13   androidx/core/view/ViewCompat$Api21Impl$1
e6c3eb535f9ed4c0   21 of  36   androidx/lifecycle/ViewModelProvider
bd7a62c3b444667b   11 of  38   com/poupa/vinylmusicplayer/discog/MediaStoreBridge
32997489035784dd    2 of  15   androidx/core/util/Pair
38669bbcd2a1d9bf    3 of   6   com/google/android/material/internal/NavigationMenuView
274cae60c83e3730    4 of   7   androidx/fragment/app/Fragment$5
7f3ffd75162e0499    6 of  11   com/google/android/material/animation/AnimationUtils
f3963239a050f5d8  336 of 1317   androidx/viewpager/widget/ViewPager
2c5fdf07ebc2206e    4 of  31   org/jaudiotagger/audio/ogg/OggFileReader
a2c964bc986a7793    9 of  10   me/zhanghai/android/materialprogressbar/BasePaintDrawable
687bda454d06b887    1 of   5   com/google/android/material/shape/ShapePath$ArcShadowOperation
92e0ceed328eb249    2 of  30   org/jaudiotagger/audio/generic/ModificationHandler
3ff47c86869a97f3    3 of   3   androidx/fragment/app/Fragment$2
a4a08cda5bd1749b    1 of  47   org/jaudiotagger/audio/real/RealFileReader
4719b9bf92c92b7f    5 of  13   com/poupa/vinylmusicplayer/adapter/AlbumCoverPagerAdapter
da587703fd3faae6    1 of  17   com/h6ah4i/android/widget/advrecyclerview/swipeable/RecyclerViewSwipeManager$InternalHandler
472b0ea37dfa1c46    6 of   9   com/poupa/vinylmusicplayer/views/StatusBarView
2c81492f51d0982a    6 of 115   androidx/recyclerview/widget/GapWorker
6367de7d7b600789    2 of  18   com/kabouzeid/appthemehelper/util/ViewUtil
e3aa612f440a1bce    2 of   8   androidx/recyclerview/widget/RecyclerView$AdapterDataObserver
3ce540d470caae96    2 of  11   androidx/lifecycle/ViewModelProvider$AndroidViewModelFactory$Companion
e3b64bb328c0b50b    1 of   8   androidx/recyclerview/widget/RecyclerView$1
89ca388ec65ce3e7    1 of   6   com/google/android/material/internal/NavigationMenuPresenter$NavigationMenuAdapter$1
4001e07c813e7551    7 of   9   androidx/lifecycle/ProcessLifecycleInitializer
4f3716909a8535ad    2 of   2   androidx/emoji2/text/EmojiCompatInitializer$BackgroundDefaultConfig
d76e91a8eb69e451    3 of  91   androidx/drawerlayout/widget/DrawerLayout$ViewDragCallback
df9ed7f1a6c71447    7 of  15   com/poupa/vinylmusicplayer/databinding/FragmentMainActivityRecyclerViewBinding
ca89d51ac1885417   41 of 786   com/h6ah4i/android/widget/advrecyclerview/draggable/RecyclerViewDragDropManager
abf7680c330dcb61    1 of   5   com/poupa/vinylmusicplayer/model/smartplaylist/HistoryPlaylist$1
b0b78c1fda39b93b    2 of   5   androidx/appcompat/widget/LinearLayoutCompat$LayoutParams
6b7c3cced6f3bd58   10 of  10   com/google/android/material/shape/ShapePath$PathLineOperation
f6668c6be9ab71be    1 of   2   androidx/activity/result/contract/ActivityResultContract
36298499b0004438   22 of  38   com/poupa/vinylmusicplayer/databinding/FragmentCardPlayerBinding
cf2dc19fd59d46a3    1 of   6   org/jaudiotagger/audio/wav/WavFileReader
8138c9781ef810d0   12 of  44   androidx/fragment/app/FragmentViewLifecycleOwner
dd7b38389c1ec579    7 of  13   com/heinrichreimersoftware/materialintro/view/FadeableViewPager
6f527f31082a8b07   11 of  44   androidx/appcompat/widget/ViewStubCompat
15c968a8a770f466    6 of  10   androidx/fragment/app/DefaultSpecialEffectsController$10
1b12a90888349085    7 of  16   com/poupa/vinylmusicplayer/misc/WrappedAsyncTaskLoader
880f2051406c418d    2 of   3   com/poupa/vinylmusicplayer/ui/activities/base/AbsMusicServiceActivity$1
9b0b3fb5e0b1846a   20 of  85   androidx/appcompat/widget/AppCompatBackgroundHelper
d1041019d0bedf7b    3 of 316   org/jaudiotagger/audio/generic/AudioFileWriter
5afe8c47c5d2557e   89 of 118   com/google/android/material/shape/ShapeAppearanceModel
94cc7da95599961e    1 of   6   androidx/drawerlayout/widget/DrawerLayout$ChildAccessibilityDelegate
7e25b0722d52fccb    1 of   5   com/google/android/material/shape/ShapePath$1
6b157918afd62c0e    8 of  14   androidx/lifecycle/LiveData$LifecycleBoundObserver
d4660ed8d81894f7    1 of   2   com/simplecityapps/recyclerview_fastscroll/R$styleable
d31562ec037c0da8    3 of  66   com/heinrichreimersoftware/materialintro/view/SwipeBlockableViewPager
fe391c5cdb2872e5    1 of  52   androidx/appcompat/app/AppCompatDelegateImpl$PanelFeatureState
c03633e62d5e1804    3 of  20   com/poupa/vinylmusicplayer/util/Util
cbf635eb6966d2e7    3 of   6   com/poupa/vinylmusicplayer/ui/fragments/player/card/CardPlayerPlaybackControlsFragment$1
9a7fb5cd1788858f    1 of   1   com/poupa/vinylmusicplayer/sort/SortOrder
026b7561cefb2d32   17 of 143   android/support/v4/media/session/MediaSessionCompat$MediaSessionImplApi21
3914d317abd8569b    7 of  34   androidx/emoji2/viewsintegration/EmojiInputFilter
5e3c301b10e4dc4a    2 of  13   com/sothree/slidinguppanel/ViewDragHelper$Callback
5113323dae717fc5    1 of  34   com/h6ah4i/android/widget/advrecyclerview/animator/BaseItemAnimator
80a9d912f7c5ef12    7 of  40   com/h6ah4i/android/widget/advrecyclerview/adapter/BridgeAdapterDataObserver
7816604606122800    8 of  13   com/poupa/vinylmusicplayer/ui/activities/base/AbsSlidingMusicPanelActivity$3
eb679ef4837211bd    1 of   2   androidx/fragment/app/FragmentManager$1
6acf844af27a9d45    1 of   4   com/h6ah4i/android/widget/advrecyclerview/touchguard/RecyclerViewTouchActionGuardManager$1
20fb3e340648df66    9 of  14   androidx/fragment/app/DefaultSpecialEffectsController$SpecialEffectsInfo
0bb8c0b081733db0    1 of  36   androidx/appcompat/app/ActionBar
792965b97d5bed9e    2 of   6   androidx/activity/result/contract/ActivityResultContracts$StartActivityForResult
05966d17d06cdaeb   10 of  19   androidx/arch/core/executor/ArchTaskExecutor
dbc240777cc48cdc    1 of   8   androidx/emoji2/text/EmojiCompat$CompatInternal
2b0c3d7d7d1fd34d    1 of   2   androidx/arch/core/executor/ArchTaskExecutor$1
eaee6838aedc3ce7    9 of  19   com/poupa/vinylmusicplayer/databinding/FragmentMiniPlayerBinding
24705cd9209e6113  187 of 625   androidx/appcompat/widget/LinearLayoutCompat
efa6e0a82561efa3    6 of   6   androidx/appcompat/app/AppCompatActivity$2
82e3e94d82e32b2f    4 of  24   com/poupa/vinylmusicplayer/util/PackageValidator$KnownCallerInfo
7795a986f6e3e902    2 of   4   androidx/loader/app/LoaderManager
907cacd9f6c84c11   60 of 230   com/poupa/vinylmusicplayer/discog/Discography
8448130e0bc04f82   27 of  73   com/google/android/material/appbar/AppBarLayout$ScrollingViewBehavior
b75a1dc87d73fd4e   10 of  12   androidx/fragment/app/strictmode/FragmentStrictMode$Flag
ec45d1beef1a05d1  127 of 884   androidx/core/view/ViewCompat
47375b6086a02d9d    1 of  10   androidx/fragment/app/FragmentManager$8
e2ea0428be97d0c2   37 of  51   androidx/lifecycle/ReportFragment
e1670f5062526ce8  132 of 392   com/google/android/material/tabs/TabLayout$TabView
2be703dc04de2609    1 of   2   androidx/appcompat/R$styleable
8562ba75f7f9470d    5 of  64   com/poupa/vinylmusicplayer/adapter/artist/ArtistAdapter
96bbcbb680740d14    3 of   4   me/zhanghai/android/materialprogressbar/BaseDrawable$DummyConstantState
27f8996eafae7e7d    1 of  10   androidx/appcompat/app/AppCompatDelegateImpl$Api24Impl
7dfe621e42030123   13 of  53   androidx/core/view/MenuHostHelper
b1f59a8d493838d8    1 of   2   androidx/core/view/ViewCompat$Api15Impl
3dc60760d31da52e   36 of  64   androidx/appcompat/view/menu/BaseMenuPresenter
2750ea1d5838c596    3 of   8   com/poupa/vinylmusicplayer/views/IconImageView
0c178a643b5cff23   15 of  30   com/google/android/material/appbar/AppBarLayout$LayoutParams
5bbbcdc2bfc54d14   89 of 320   com/poupa/vinylmusicplayer/util/PreferenceUtil
995a2f2c10e34765    4 of  25   androidx/emoji2/text/EmojiCompat$CompatInternal19
346b9f8095ed182b    4 of   7   com/poupa/vinylmusicplayer/JacocoInstrument/SMSInstrumentedReceiver
17faf8a7770bf635    2 of 1151   kotlin/collections/ArraysKt___ArraysJvmKt
62dc58c50e3466f0  104 of 297   androidx/appcompat/view/menu/MenuItemImpl
1cf6ed7b8fa08434    7 of  14   androidx/emoji2/viewsintegration/EmojiTextViewHelper
3eaa2ed986d46c92    3 of   3   com/poupa/vinylmusicplayer/ui/fragments/mainactivity/library/pager/AlbumsFragment$AsyncAlbumLoader
0448a18cc4e9798e    2 of  12   com/poupa/vinylmusicplayer/model/CategoryInfo
d0773c01b8739005   51 of 226   androidx/constraintlayout/widget/ConstraintLayout$LayoutParams
661f9be732ab0fc7    2 of   3   com/heinrichreimersoftware/materialintro/app/IntroActivity$ButtonCtaClickListener
be97366ca692de30   13 of 117   androidx/core/graphics/drawable/DrawableCompat
aa122665a1f7fd3f   67 of 214   androidx/activity/ComponentActivity
3e3db79236de3128    3 of 101   androidx/core/view/NestedScrollingChildHelper
5f1210c16d33ad99   17 of  46   androidx/recyclerview/widget/RecyclerView$5
22028160f637521f    3 of  10   androidx/activity/ComponentActivity$3
63a147e72ca05d93    2 of 296   android/support/v4/media/session/IMediaSession$Stub
8a53b0a7ad20d00a    6 of   7   com/poupa/vinylmusicplayer/appshortcuts/shortcuttype/BaseShortcutType
1523e77ab1155c62   14 of  51   com/google/android/material/internal/ScrimInsetsFrameLayout
b63285bedf0d8e93    1 of  27   com/sothree/slidinguppanel/ScrollableViewHelper
014ffd0decbefb6a    1 of   4   androidx/lifecycle/LiveData$1
0b11eb4c7a6113fc    1 of  34   androidx/viewpager/widget/ViewPager$MyAccessibilityDelegate
71d30915df7360c1    1 of  18   androidx/collection/ArrayMap
d6c54273311e9574   31 of 140   androidx/appcompat/widget/AppCompatButton
342ca8fc4c20f21b    1 of   2   com/poupa/vinylmusicplayer/service/MusicService$3
14e7c6c627c43b23   20 of 120   androidx/activity/result/ActivityResultRegistry
e5ae542216c0c47a    1 of   2   androidx/recyclerview/widget/RecyclerView$EdgeEffectFactory
d5de19f2977ac56e   16 of 170   androidx/core/graphics/ColorUtils
ec14221a94adaafe   25 of  40   com/kabouzeid/appthemehelper/util/ToolbarContentTintHelper$InternalToolbarContentTintUtil
38e07a7f39cefcbc    2 of  10   androidx/media/MediaBrowserServiceCompat$MediaBrowserServiceImplApi21$MediaBrowserServiceApi21
775d212d65778cef    1 of  17   org/jaudiotagger/audio/generic/AudioFileReader2
f1fb5214366a66cb    2 of   3   androidx/lifecycle/SavedStateHandlesVM
a752626b93b90e66    4 of  21   org/jaudiotagger/audio/asf/io/LanguageListReader
0f51596699d26aea    4 of  15   com/heinrichreimersoftware/materialintro/app/SlideFragment
6f18747c2ba05b58    1 of  22   com/heinrichreimersoftware/materialintro/util/CheatSheet
4761d9efdad489fb    1 of   2   com/google/android/material/appbar/AppBarLayout$BaseBehavior$4
d63ca537afaeac59    1 of   4   com/poupa/vinylmusicplayer/misc/SimpleOnSeekbarChangeListener
168aacc282f63bbe    8 of  39   androidx/appcompat/view/ActionBarPolicy
455e39c0a53739ec    8 of 140   com/h6ah4i/android/widget/advrecyclerview/draggable/DraggableItemWrapperAdapter
76562927c7fe93eb   52 of 111   com/poupa/vinylmusicplayer/provider/MusicPlaybackQueueStore
2926cdfaa1f415ef    4 of   4   com/poupa/vinylmusicplayer/ui/fragments/mainactivity/library/pager/AbsLibraryPagerFragment
aa989ccc7cdcd450    1 of   3   com/google/android/material/internal/NavigationMenuItemView$1
344ffff10e77e712   25 of  30   com/poupa/vinylmusicplayer/ui/fragments/player/MiniPlayerFragment
070df74e5ef1dcc3    1 of   1   com/google/android/material/internal/NavigationMenuPresenter$NavigationMenuHeaderItem
55b2443c727acb99   78 of 224   androidx/fragment/app/FragmentStore
10f115d17c92ab75   11 of  13   com/simplecityapps/recyclerview_fastscroll/views/FastScroller$1
345ce771ed749f06    2 of  42   androidx/activity/result/contract/ActivityResultContracts$RequestMultiplePermissions
a10021010023f965    1 of  22   com/h6ah4i/android/widget/advrecyclerview/animator/impl/ItemMoveAnimationManager
a9a017ec6f749506    4 of  30   com/poupa/vinylmusicplayer/appwidgets/AppWidgetBig
